# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(17,8),(17,18),0.0327194 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.110269 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0327194 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.105801 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.228 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.240728 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.225323 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.240728 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.227874 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.122516 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.147733 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.122516 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.311803 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.133542 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.308599 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.133542 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.315249 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.133615 # DEPENDENCYPART_SIBL
(17,11),(17,19),1.00058 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.133615 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.230908 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.225197 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.230908 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.227748 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.120003 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.145908 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.120003 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.411847 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.169828 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.425147 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.270026 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.245883 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.270026 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.241936 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.226502 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.117626 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.13909 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.117626 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.425147 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.270026 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.245883 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.270026 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.120189 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.144126 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.120189 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0113668 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0897562 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.203265 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.069984 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00591095 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.056734 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.132405 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.065117 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0581906 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.125621 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0527439 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.139302 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.011607 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.110155 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.359982 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0532777 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0819883 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.321896 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.131973 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.770091 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.11689 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.67399 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.302464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0307058 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.148663 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.165477 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.245855 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.267421 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.198462 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0104479 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.643949 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0471939 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0804352 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.000145828 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0857665 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.25303 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.00600978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.347592 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.1025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.428451 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0370675 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.139001 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.339977 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.315573 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.242024 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.209756 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.32563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.718634 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.262437 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.121735 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.229037 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0730431 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.248022 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0845311 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.277896 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.27879 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.00247437 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0478128 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.514 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0589622 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.153436 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0951461 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.126144 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.13571 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.142958 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.16569 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0775043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.540231 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.119555 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.186988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.24394 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0780432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.512678 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.593596 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.342415 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.00366992 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.549037 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.949946 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.776852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.852175 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.429002 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.793836 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.445816 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.775709 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-1.07965 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.607929 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.0342299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.237335 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.248512 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.382603 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.14675 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.479742 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.152149 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.743346 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.275896 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0464206 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.260606 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0382825 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.121506 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0430657 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0170107 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.649401 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.121176 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.0778182 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.0342299 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.237335 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.382603 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.14675 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.479742 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.152149 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.743346 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.275896 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0464206 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.260606 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0032976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.206273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0430657 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0170107 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.649401 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.121176 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0778182 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.470517 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.572641 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.81957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.165654 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.827263 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.650745 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.02669 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),0.0173654 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.391876 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.14005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.203212 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.296105 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.115737 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.392381 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.896014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.719998 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.139173 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.274289 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0248669 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.438041 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.608071 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.904133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.463551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.142551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.19699 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.199391 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.407251 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.432984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.12707 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.31069 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.192848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.597218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.00706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.645997 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0758497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0274746 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.163936 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.254451 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.55088 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.142669 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.355426 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.207623 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.343574 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.224809 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.269445 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.335518 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.359579 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.242601 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.27343 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.456893 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0956124 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.603471 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0987492 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.442096 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.164149 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.370481 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.187923 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.296352 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.715699 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.188887 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.608011 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.916035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.467512 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.138743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.250458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0392167 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.305387 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.393876 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.358113 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.223385 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.307016 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.242979 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.232887 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.353282 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.309613 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.240264 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.457406 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.01963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.455668 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0853123 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.12147 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0498148 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.444743 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.627938 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.116618 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.205624 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.231504 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.218922 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.157375 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.331285 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.174786 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.160916 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.516442 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.17691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.27384 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.388296 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.368464 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.159067 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.62035 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.935314 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.353743 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.26409 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.427646 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.324697 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.350968 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.451443 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.552785 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.349351 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.387041 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.563643 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.516442 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.17691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,4),-0.388296 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.368464 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.159067 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.62035 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.935314 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.353743 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.26409 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.427646 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.143681 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.466967 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.451443 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.552785 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.349351 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.387041 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.563643 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.107199 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.349438 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.101126 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.132434 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.173368 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.000513977 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.211873 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.0736148 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.306581 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.124348 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.215968 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.33864 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.449716 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.54097 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.623007 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.178362 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.488187 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.87921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.55502 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.80715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.855686 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.414874 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.755876 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.590779 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.17821 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.13595 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.55545 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.632059 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.682859 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.05523 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.9084 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.11644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.735298 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.38773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.135049 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.00425975 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.193901 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.13885 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.2008 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.80758 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.59382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.235839 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0495003 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.169075 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.100266 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.56345 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.647754 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.206669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.248511 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.05777 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.691174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.37229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.322114 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.206399 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.121448 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.103739 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.643718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.521143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.127392 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.121077 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.138119 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.0317117 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.188919 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.155261 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.518723 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.0972737 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.427541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.130957 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.59984 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.486909 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.388678 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.19625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.857803 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.16601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.690856 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.31976 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.64315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.594517 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.780728 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.891453 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-2.02028 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.705449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.718783 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.313485 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.04864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.685891 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.954637 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.26663 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.76548 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.0661698 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.35838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.147245 # DEPENDENCYPART_GRANDPAR
