# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(12,24),(24,26),-0.057455 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.406115 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.2272 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-0.633429 # DEPENDENCYPART_GRANDPAR
(12,24),(24,30),-0.917957 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.289398 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.6352 # DEPENDENCYPART_GRANDPAR
(12,25),(25,29),-0.858374 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.337095 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.703396 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-0.742242 # DEPENDENCYPART_GRANDPAR
(12,28),(28,30),-1.1 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-1.19667 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-1.89487 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.735959 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.249272 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.769093 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-1.48596 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.574245 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.17374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.413682 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.857993 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.819861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-1.87414 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-1.01512 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.382744 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.66834 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-1.15531 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.353672 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.02235 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.259126 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.891362 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.13702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,7),-0.601282 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.489348 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-1.55574 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.17374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.413698 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.857993 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.49052 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.715165 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.86697 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.54118 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.819861 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.674678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-1.10801 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.789365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0752905 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.00599946 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.271776 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.885399 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0345974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.09592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.62413 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.397108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-2.48839 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.01158 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-2.51423 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-2.04939 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.698053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.501088 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0997149 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.14527 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.323366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.910761 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.669619 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.198039 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.113376 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.137323 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-0.473768 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.222019 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.212921 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.806552 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0681879 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.207392 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.129702 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.616058 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.00793167 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.107345 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.128528 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.198743 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-1.99557 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-1.98204 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-2.69581 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-1.25845 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-2.4214 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-1.35752 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-1.84908 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-1.9824 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-1.02899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),0.166175 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.291843 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.341656 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.154229 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.166686 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-1.21707 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.391441 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),0.637391 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.286337 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.206886 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),0.115133 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.110453 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.600954 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),-0.348261 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.534507 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.751052 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.391403 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.899546 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.643329 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.933102 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.26195 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.518254 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.541792 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-1.04967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.53367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.982022 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),0.367811 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.570991 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.533786 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.513343 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.557287 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.32907 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),1.5449 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.215084 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-2.08241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.91488 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.38123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.87013 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.71376 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.25813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.5123 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.234911 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0144586 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.305646 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.785694 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.263882 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.112061 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.0804467 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.176898 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.763935 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.982992 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.29049 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.419596 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0283751 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.869498 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.239492 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.38123 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),1.51038 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),1.63426 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0128162 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0132653 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.267548 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.34872 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.117221 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.0790839 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-1.47341 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.639994 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.175539 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.340771 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.768463 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.43744 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.717375 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.125011 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.85694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.682146 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.237861 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.978087 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.925247 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.185477 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.821352 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.92409 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.19796 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.644788 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.461379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.33859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.031926 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0423216 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.491443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0148324 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0419375 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.465944 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.102064 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),0.132899 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),-0.139186 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.000171516 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.530457 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0633878 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0725492 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.390405 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.454222 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.887505 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-1.70932 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.696978 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.3548 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-1.12621 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-1.73111 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.661837 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.0344843 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0836192 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.758142 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.863525 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-2.11929 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-1.10271 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.442289 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.361024 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-1.5489 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.315613 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-1.37471 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.758683 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.978954 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.351602 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.694486 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.987982 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-1.8009 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0344858 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0836192 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.758142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.50408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.374584 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-1.42292 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-1.40844 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.863525 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.755814 # DEPENDENCYPART_GRANDPAR
(16,12),(12,28),-1.10435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.27924 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.98798 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-1.8009 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-1.2691 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0836192 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.758142 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.50408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.374576 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-1.42292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.863525 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-1.10434 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0261174 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.485097 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.72131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.73951 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.45227 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.62568 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.644346 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.28354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.362325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.23557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.199777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.362504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0634218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.031906 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.149784 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.5797 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-2.33992 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.343005 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0881373 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.348512 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0942009 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.00123524 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.113841 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-2.75939 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.000401764 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.03033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.275042 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.395177 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0186184 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.535624 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.146238 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.21673 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.691883 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-1.1548 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.468378 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-2.0078 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-2.48199 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.55836 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-2.30779 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.54149 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.0390938 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.27249 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.413907 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.25275 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.331054 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.196694 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.962775 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.566815 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-1.68528 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-2.37471 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-2.50913 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-1.21663 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-2.08014 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-1.45073 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-2.20051 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-2.06999 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-1.44264 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-1.05098 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),0.0116995 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-1.3704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.171161 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.168733 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.788214 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.273895 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.422069 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.115063 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.335327 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0219285 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.137121 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.571183 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.356666 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.659652 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.707848 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.362487 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.793691 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.87802 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.410358 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.862061 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.761888 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-0.883516 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-1.2103 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.686698 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.697132 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-1.13799 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-1.13709 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0336394 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.573137 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.49976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.36064 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.247058 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.582169 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.392729 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.560315 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.556322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.59274 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.650369 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),1.48814 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0265126 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.35258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.384759 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),1.32396 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.375015 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.47219 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.11785 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.50023 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.355397 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.794991 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0283726 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.399257 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.0125888 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.131278 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.986203 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.199392 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.0845117 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-2.40339 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.83351 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.24142 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.817168 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.24741 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.27065 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.143692 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.451955 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),1.40677 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.395833 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.368593 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.044156 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.361185 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.3669 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.212388 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.336639 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.20212 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.086603 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-1.21121 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.355134 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.200623 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.319813 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.55849 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0897894 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-1.20391 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.289394 # DEPENDENCYPART_GRANDPAR
