# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(15,18),(18,14),-1.83258 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.58658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.539768 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.272621 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.108131 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.623764 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.14473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.420673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-1.67643 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.330238 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.319613 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.607342 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.62297 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.37359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.421005 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.316999 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.5191 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0722392 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.414327 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-1.93321 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.572672 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-2.07373 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.896257 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.276012 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.20746 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.975729 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.01744 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.493087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.631805 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.07342 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.72093 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.43727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.691321 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.420727 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.085553 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.202079 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.564201 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-1.94998 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.429074 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.602974 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-2.07078 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.275339 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-1.2079 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-2.15346 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-1.11635 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.01793 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.489813 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.632639 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.07339 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.71798 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.42111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.697481 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.452003 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.31366 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0746684 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.457676 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.461886 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-1.9296 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.447906 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.582592 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.145726 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.437795 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.167543 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.705322 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.569527 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.433537 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-1.56649 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.432478 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.566888 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.382111 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.669106 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.335299 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.428368 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-1.0432 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.477292 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.308436 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.477119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.21318 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.08661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.486883 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.472828 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.340087 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.362747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.236522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.10281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.318033 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.585249 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.36729 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.52322 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.389916 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.24301 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.26761 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.931477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.10604 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.933585 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.856976 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.934814 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.07582 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.31471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),0.00524694 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.269243 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.170895 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.225807 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.628887 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.0765 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.973602 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.968961 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.61056 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.870698 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.07362 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.14816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.963905 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.912399 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.845703 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.953495 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.903931 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.682037 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.5799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.374982 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.150599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.103892 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0620455 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.132072 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.601317 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.491236 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.623756 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.118044 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.512205 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.696692 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.930304 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.862058 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.833015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.864276 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.91632 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.833534 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.918692 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.78637 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.627757 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.48782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.560934 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.199488 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0429468 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.285909 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.611633 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.557617 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.643379 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.389852 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.894538 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.415332 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.389204 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.51873 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.358814 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.39416 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.157088 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.0918669 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.238203 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.0112402 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.0323293 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.0540552 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-2.52205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.860507 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-1.05211 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-1.03688 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.375521 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.874782 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.397095 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.118838 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.416962 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.386045 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.276478 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.479585 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.092845 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.243183 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.0058668 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0311069 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.087277 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0594286 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.186399 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.52183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.860531 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-1.05212 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-1.06534 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-1.0385 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-1.17085 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-1.69915 # DEPENDENCYPART_GRANDPAR
(17,9),(9,25),-1.74804 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.402021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.912657 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.435347 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.140726 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.454837 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.320898 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.302977 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.45109 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0540888 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.245384 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0151976 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0161444 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.0846937 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0771127 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.201361 # DEPENDENCYPART_GRANDPAR
(17,10),(10,18),-0.862727 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-1.05414 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-1.06541 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-1.03856 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-1.75124 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.585333 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.399505 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.214757 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0410222 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.44049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.628539 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-1.56761 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.292164 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0338695 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0988983 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.456391 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.353147 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.120245 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.160049 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.123222 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0672989 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.800394 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.05803 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.03879 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.14125 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.300106 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.079661 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.25682 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.34463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.524188 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.79502 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.783077 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.888959 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.91718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.00793565 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.436876 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.418146 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.638658 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.936983 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-1.0387 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.41328 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.44251 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.15746 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.886774 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.04749 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.877899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.869169 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.01982 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.862183 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.05046 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.08159 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.649468 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.82825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.465703 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.296253 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.433042 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.582997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.569773 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.737 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.41032 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-1.15678 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.887204 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.31337 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.692304 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.878381 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.865885 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.02064 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.862145 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.0475 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.08194 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.64943 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.83707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0547517 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.455503 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0800972 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.350305 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.597165 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.672674 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.751168 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.79203 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.721864 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.899496 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.31031 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.097115 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.00187179 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.164652 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.31607 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.292025 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.111475 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.193717 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.120378 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.429741 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.0660963 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0411995 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.246176 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0519747 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.105561 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.382138 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.28458 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),0.6055 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.102329 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.20554 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),0.142756 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),0.281278 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.205717 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.3475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.223168 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.20559 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.13727 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0369178 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.348527 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.312996 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.459059 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.123683 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.286322 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.073999 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.238733 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.348078 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0466314 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.299927 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.302992 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.431865 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.0980479 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.212078 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.0879006 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.352356 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.195062 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.181703 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.00765275 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),0.0914336 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.406737 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.0584298 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0318975 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.0409406 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.220461 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.00921822 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.117218 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.376689 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.597278 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.114795 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.184233 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),0.136686 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.326426 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.259971 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.122071 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.20432 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.3505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.226156 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.0954747 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.211812 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.702075 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.654668 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),-0.496131 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.403696 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.0127656 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.0141412 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.013375 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.266125 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0102755 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.114176 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.33542 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.195066 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.126535 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.144282 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.129904 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.314579 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.226 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.115289 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.35027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.226286 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.0883775 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.204704 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.496604 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.207718 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.521206 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.128873 # DEPENDENCYPART_GRANDPAR
