# _root_ Ruští zástupci na jednáních navrhli , že by splátky mohly tvořit dodávky zbraní , což česká strana odmítla .
#goldHeads=2,5,5,3,14,7,5,10,11,7,10,10,12,0,18,17,18,14,0,
#predictedHeads=2,5,5,3,0,7,5,10,10,7,10,10,12,7,18,17,18,14,0,
(5,7),(7,10),0.108162 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.557211 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-1.24544 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-1.45946 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.152491 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.21226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.65127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.655651 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0946224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.527064 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.915861 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-1.11724 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-1.09963 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.245056 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.0498492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.228614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.463308 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.0808034 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.52529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.952438 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.612124 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.171351 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.604008 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.166219 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-1.1497 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-1.37019 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.254898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-1.17636 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-1.36751 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.603602 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.232661 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.471434 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.5227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.923472 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.642751 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.593101 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.141873 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-1.16782 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-1.38832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.246532 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-1.1741 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-1.38563 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.624303 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.164963 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.414426 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.856313 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-1.1093 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.244397 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.912365 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-1.09182 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.245274 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.162384 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.858259 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.77427 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.266347 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.946344 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-1.12262 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.268706 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.24767 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.679611 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.62158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.874993 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.580698 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.517537 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.224924 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.210641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-1.12814 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-1.32611 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-1.22599 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-1.30455 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-1.05346 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.35909 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.224039 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.467881 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.53462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.917054 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.606272 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.181935 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.600122 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.153792 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.297551 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-1.21538 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-1.41239 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.0356562 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.0212253 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-1.38173 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-1.36291 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.250671 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.368258 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.216765 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.30855 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0454634 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.27692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.781026 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.40696 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.06029 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.392007 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.336175 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0980602 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.07471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.588213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.326819 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.233613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.303174 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.302866 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.14677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.807702 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.938796 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.35778 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.06058 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.933254 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.72779 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.67721 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.01883 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.18959 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.21569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.25767 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.21179 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.33257 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.807904 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.47143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0586423 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0183556 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.376516 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.13753 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.700715 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.678922 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.502658 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.526564 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.673855 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.421562 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.25852 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.21652 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.810403 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.50742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0667798 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.395478 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.214138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.705589 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.683797 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.486349 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.520184 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.678729 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.441314 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.513819 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.487347 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.589534 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.496291 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.467347 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.33602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.672318 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.0114447 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.742991 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.593575 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.566641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.354908 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.28639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.510626 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.849821 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.692062 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.491624 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.33391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.672157 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.257444 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.27356 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.226677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.48128 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.544679 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.09132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.690219 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.311051 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.148662 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.500223 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.453326 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.465838 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.391914 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.584837 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.748114 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.488963 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.639482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.0537578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.702047 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.947127 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.751038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),0.366088 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.300758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.394464 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.419631 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.721814 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.384925 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.804602 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.88671 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.999744 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.08434 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.08794 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.579752 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.646438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.56314 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.122933 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.110653 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.181944 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.135624 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.339017 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0837004 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.185553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.028692 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.894143 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.01477 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.09994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.586346 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.591299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.194871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.748629 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.154263 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.107943 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.321116 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0800108 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.213233 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.00155933 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.184734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.776096 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.107472 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.422248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.582553 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.317829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.724565 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.395805 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.183256 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.105942 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.042638 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.592057 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.336602 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.741899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.40682 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.529656 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.42348 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.30234 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.97456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.885795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),-0.322669 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.584647 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.109858 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.462489 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.502514 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.307133 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.615545 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.126415 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.496706 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.891355 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-1.01944 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.09398 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.585696 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.610832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),1.6155 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),0.19405 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.73754 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0858604 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.0524668 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.00329104 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.366889 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.68254 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.260131 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.187451 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.323478 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.07401 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.462404 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.67883 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.53976 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.873986 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.12336 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.466044 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.344856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.29794 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.258116 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.114947 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.68752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.639859 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.974146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-2.02188 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.6087 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.25288 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.09678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-2.68081 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.06746 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.05 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.29583 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.23058 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.386 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.699612 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.720083 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.45843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0525918 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.486397 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0920031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.00189897 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-1.21306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.428693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.178866 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.0683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.05473 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.23308 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.38599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.699682 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.47024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.393048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.482977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.088584 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0286383 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.20176 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.425274 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.198785 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.13385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.644453 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.316787 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.66544 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.388133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-1.25505 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.991175 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.195036 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.13441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),0.316023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.463953 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.388612 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-1.2572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.998077 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.198084 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-1.04028 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.476381 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0637232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0508496 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-1.21391 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.1937 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-2.06616 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-1.05678 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-2.23043 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-1.386 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.699586 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.723629 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.47081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.386921 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0739224 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.803886 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.390036 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0439316 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.509308 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-1.57132 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.672036 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-1.06472 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.378084 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.264394 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.242079 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.309552 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.326038 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.255096 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0526196 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.100818 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.18244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,2),0.248993 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.30672 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0143262 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.252566 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0306049 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.260158 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.168226 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.344999 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.323743 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0348296 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0860952 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.0170819 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.10697 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.493825 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.741889 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.00468705 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0101021 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0489816 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.34663 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.23506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
