# _root_ Řešení by se však hledat mělo , protože oba festivaly měly jednak vysokou úroveň , jednak lákaly do Prahy řadu turistů .
#goldHeads=6,6,6,6,6,0,8,6,10,16,16,16,14,11,16,8,16,17,18,17,20,0,
#predictedHeads=6,6,6,0,6,4,8,6,10,11,16,16,14,11,16,8,16,17,18,17,20,0,
(16,8),(16,15),0.0849443 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0522889 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0932792 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0714527 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.10167 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0606642 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0168913 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.049127 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0476681 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0624799 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0062123 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0431025 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.187354 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0799841 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00502852 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0878987 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.118717 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0793873 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00652609 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0440361 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0343378 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.163689 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0089797 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.192169 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0299603 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0843613 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.107501 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.13938 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0632367 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0597036 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0022455 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0857702 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0489321 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.20484 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.113806 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0238407 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0907006 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0545182 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0990292 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0140641 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.093215 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.131993 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.235538 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.10185 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.142849 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.138925 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.169142 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.128136 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00982218 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00407759 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.296513 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.171399 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0471063 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0269278 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0024469 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.036974 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0473597 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.19734 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0425485 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0907546 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0946593 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.126539 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0503955 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0699409 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0872918 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.010546 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00437017 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0438246 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0367037 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0176789 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.05505 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00955526 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.019555 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0134952 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0453098 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0173334 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00342931 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.019657 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.133901 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0505946 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0734835 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.204626 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0854713 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.217878 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.205846 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0905893 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.00282933 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0520542 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.00778264 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0218189 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0592878 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.200733 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0346754 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0181111 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.183285 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.198459 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.156333 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0181111 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0174308 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0257089 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0642743 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0525555 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.13058 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.215825 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0274468 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.123132 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0277759 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.150473 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0484177 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.134326 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0242053 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.144848 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0232699 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.134326 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.003874 # DEPENDENCYPART_SIBL
(17,2),(17,19),3.83707e-06 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0311902 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.000273729 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0856256 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0135891 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0504886 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0243211 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0315823 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0268903 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0577573 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0407365 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0258931 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.213189 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0577573 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0269137 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0586742 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0940253 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0608758 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.00513107 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0392231 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.035667 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0108247 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0200535 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0300071 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0662413 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00981202 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.117801 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0300071 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.012355 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.000245026 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0215941 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00148597 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0266533 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0616234 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.00931435 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.250271 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0161908 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0665211 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0149381 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0946394 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0161908 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0237966 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0187275 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.049927 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0184631 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0760358 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0525359 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0899681 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.075592 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.103701 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0535486 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.145007 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.075592 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.031525 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.00999428 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0318335 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0117253 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0604293 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.00403931 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0104976 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00777986 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0636143 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0623622 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0104976 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0419281 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0163411 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00648423 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0168832 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0259078 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.00405245 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.174856 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.18683 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.147224 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00405245 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0143196 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0274968 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0660623 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0543434 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0222344 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.075218 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0255627 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0603875 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0222344 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0451193 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0400797 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0712792 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0398153 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0630105 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0262671 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.101845 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0293407 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.034639 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0165148 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00532435 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0147838 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0616161 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0340699 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00586002 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.107791 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0577541 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0811923 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0588085 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.156864 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00207544 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00670475 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0385969 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0771624 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0654436 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0895388 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00048152 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.016705 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0154578 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00384707 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.034639 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0165148 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00532435 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0147838 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0407805 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0503603 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0425607 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.10644 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.114699 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.146908 # DEPENDENCYPART_SIBL
(18,19),(18,20),-1.40268 # DEPENDENCYPART_SIBL
(18,19),(18,21),-1.3998 # DEPENDENCYPART_SIBL
(18,20),(18,21),-1.40849 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0514663 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0667552 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0699355 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0172942 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0795022 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.128813 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00170486 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00333204 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.218621 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.163844 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0102419 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0212045 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.012974 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0162035 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0127287 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.131454 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0210606 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00769809 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00698955 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.561512 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.344436 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-1.13606 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.390289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.105444 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.115715 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.338786 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.312734 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.46547 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.067263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.481216 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0227378 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.00137614 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.187568 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.105392 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.333883 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.379822 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.143504 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.100029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.284139 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.216436 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.414787 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.599264 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.218204 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.138944 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.336741 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.139302 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.347696 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.4253 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.13443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0700828 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.487148 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.211052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.420192 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.562445 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.166024 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.105678 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.244274 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.628049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.124396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.331358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.140257 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.406052 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.264989 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.362512 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0187037 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.43602 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.238745 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.417932 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.124812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.23351 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.00967783 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.00756657 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.654389 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.614582 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.376447 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.401672 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.577719 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.447891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.297655 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.690539 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.766583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.76706 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.971365 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.384212 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.458783 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.142658 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.142275 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.437401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.254988 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.190031 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0486965 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.64717 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.424498 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.239366 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.65108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.18506 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.377905 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.135349 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.409479 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.53063 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.534973 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.393237 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.579145 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.264989 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.43602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.238745 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.545489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0261122 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.403351 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.870513 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.519511 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.182878 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.139811 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.455143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.629143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.502012 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.684998 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.161743 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.244106 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.323138 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.120916 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.67034 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0516571 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.0687708 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.140441 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.764259 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.648627 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.328606 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.390952 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.986788 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.633893 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.189076 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.689826 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.781369 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.935202 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.778893 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.983199 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0742702 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.381764 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.389786 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.148694 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.101392 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.495193 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.00561002 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.668297 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.426946 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.174178 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.275427 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.756919 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.421045 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.356905 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.17141 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.530585 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.518897 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.377161 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.563069 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.73915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.121818 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.38985 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.17628 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.666212 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.315618 # DEPENDENCYPART_GRANDPAR
