# _root_ 2 . etapu ( 201 km , cíl v Galway ) vyhrál Vanderaerden za 5 : 18 : 37 , 2 .
#goldHeads=3,1,12,7,7,5,3,7,8,9,7,0,12,12,18,18,18,14,18,21,19,0,
#predictedHeads=3,1,7,3,3,5,12,7,8,9,7,0,12,12,16,14,16,20,18,12,20,0,
(17,14),(17,16),-0.0196477 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.11214 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0316248 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.105598 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.06788 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.120907 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0980038 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0292676 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.181042 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0193064 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.185255 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.276298 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.107621 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.044237 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.119167 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0358599 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00884282 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.101582 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.116354 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.142875 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0449427 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0294942 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0968483 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.188199 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0370528 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.10773 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.178256 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.139114 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.282186 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.103041 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0962509 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0376439 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0962427 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0969374 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0962427 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0421055 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.155015 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.241696 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.180747 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.370125 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.109199 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.521304 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.00793914 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.142232 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0984389 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.090141 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.011951 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0877443 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0350429 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0877443 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.000345202 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0645223 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0453828 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0990605 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0411268 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0439524 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0355593 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.138832 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.125238 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.13638 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.088082 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.138776 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.166143 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.138776 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.132683 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.150551 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.135438 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.127616 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0457502 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0143788 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0861216 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0622796 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.049647 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0730762 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0492693 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00284316 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0492693 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.066137 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0922444 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0779592 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.136166 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0276686 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0279411 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0110614 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0573475 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0737532 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0482036 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.00109818 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0482036 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.066814 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0925466 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0768007 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.136468 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0151374 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0717786 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0538673 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0108948 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0146047 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.049464 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0146047 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.000533856 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0790814 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.133871 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.09719 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0351283 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0311448 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0182873 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0779486 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.00515966 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0453531 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0651448 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0910277 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0752531 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.134949 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0132366 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0475628 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0254933 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.038008 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.107058 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0855599 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.124533 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.202217 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.143742 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.129448 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0219439 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.104252 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0695643 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0651448 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0910277 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0752531 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.134949 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0132366 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0475628 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0254933 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.038008 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0206401 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0820829 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0404905 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0138977 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0349181 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0175062 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.10027 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.200831 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.183166 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.398977 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0249857 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.525914 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.029311 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.114449 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.090856 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0403301 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0961 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.131862 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.340665 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0514719 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.447549 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0166024 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0742761 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0608262 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0571303 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.10168 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.066485 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0530015 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0087903 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0384269 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.139187 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00778375 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0277451 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0964765 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0174371 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.126337 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.293663 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.139187 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00778375 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0277451 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0294823 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.104556 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.184837 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0645644 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0183859 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.17092 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.00802528 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0275869 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.39255 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0183031 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0967864 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.018296 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0705525 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.018296 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.121397 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0393902 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.125975 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.00700113 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.125975 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.00302345 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.296915 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0166061 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.101635 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.222885 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0747317 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.114821 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0646099 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.104031 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.013504 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.101635 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.125891 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.101635 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0570919 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0515175 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0542918 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0999873 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0542918 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0793231 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0428651 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.154994 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.209453 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.00758799 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0100264 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.48566 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.00231913 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0559789 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.00269573 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.133748 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.00269573 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0266562 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.036863 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0893874 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.039536 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0893874 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.00931126 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.167061 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0355677 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0739924 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.070074 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.234944 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0837073 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0594077 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.086103 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.218684 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.086103 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.162309 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0903191 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0912862 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0534525 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0912862 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0691141 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0983074 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0430145 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.00401516 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.476901 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.00526869 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.120393 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.00527584 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.102175 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.00527584 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.150057 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0740868 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0607322 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0274338 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0607322 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0374584 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.26183 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.00404848 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.489515 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.00533582 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0526888 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.00571242 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.137131 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.00571242 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0233705 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0392209 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0847203 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0371782 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0847203 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.00695342 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.158281 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0520428 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.0681325 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0194481 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0729228 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0554198 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0729228 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.130316 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0633292 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0269693 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.00599793 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0269693 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0220676 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0417592 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.018469 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0517178 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.00895912 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.137816 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.00895912 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0223995 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0407195 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0817343 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0356795 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0817343 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.00545477 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.192476 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0131367 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0337562 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0382898 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0337562 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0741622 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0172668 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.1326 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0174526 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.1326 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.000497642 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0772582 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0686461 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.140372 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0110567 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0214831 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0414856 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0809393 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0349134 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0809393 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.00468867 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.174047 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0315608 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0532542 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0279579 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0104966 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.215296 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0472944 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.215296 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0326234 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0962338 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.014348 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0214831 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0414856 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0809393 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0349134 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0809393 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00468867 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.174047 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0315608 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.110649 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0436992 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0741874 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0436992 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0911415 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0763477 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0599806 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0276364 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00823096 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0276364 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0187954 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.299143 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0107372 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0603493 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0467561 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0374216 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00112563 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0159187 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0601123 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.033341 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.230571 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0174476 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0374216 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00112563 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0159187 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.274458 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00596714 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0276175 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0176577 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0809485 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0796418 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0497326 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.461649 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0332286 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.411635 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.434555 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0672886 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.107012 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.147483 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.185692 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0861474 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0764191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0591468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.102952 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.101716 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.195892 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0347313 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.243066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.253653 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.12463 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.159031 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.601102 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.285392 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.727002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.262681 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.422347 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.4648 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0410774 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0887555 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.446068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.398588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.401142 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.013351 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.134477 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.3381 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.171487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.16488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.217689 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.203286 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.109596 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.194928 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0415833 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.250772 # DEPENDENCYPART_GRANDPAR
