# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(15,17),(17,15),-1.36108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.0164832 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.267152 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.347766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.339249 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.226478 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.424593 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.516395 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.425168 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.154707 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.392504 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.485947 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.821636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.0694367 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.152708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.802685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.202122 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.443874 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.85533 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.652312 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.783183 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.463828 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.471345 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.0695573 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.709475 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.483795 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.34157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.630958 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.43563 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0691645 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.300767 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0772838 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0550622 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.497499 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.49543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0387819 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.113796 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.0366053 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-1.39093 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.882514 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-1.10418 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-1.36737 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.871279 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.853082 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-1.37887 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-1.45927 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.646718 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.614121 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.94758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.669679 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.840602 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.567813 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.739636 # DEPENDENCYPART_GRANDPAR
(17,11),(11,27),-1.05108 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.348022 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.528095 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,23),-1.84109 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.892322 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.391817 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.1013 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.30687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.23569 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0248076 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.889387 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.960117 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-1.16658 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.145711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-2.21108 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.1739 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.2798 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.15153 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.0371 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.92176 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-2.23967 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.19007 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.907226 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.832555 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.589341 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.08283 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.43867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.734485 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.206458 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.734295 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0622986 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-1.23769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-1.26986 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-1.20786 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.417629 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.418438 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.1013 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.30687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),-0.160345 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.960117 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-1.16658 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-1.1942 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-2.33311 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.28124 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-1.14626 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.39434 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-1.99982 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.24862 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.900781 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-2.01132 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-2.3621 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-1.28716 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.871932 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.977052 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.453497 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.07836 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.66238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.566405 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.247635 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.507529 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.827831 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-1.05576 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-1.16297 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.448431 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.519893 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.807367 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.459809 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.711904 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.345713 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.32498 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.681915 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.27312 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.201171 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.94713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.643448 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.53926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.190012 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.3752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.784645 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-2.06313 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.664443 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-2.46516 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.54413 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.810048 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.2229 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.838076 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.03226 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.84854 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.22058 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.07152 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.548125 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.564735 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.17798 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.986155 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.02605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0391488 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.41419 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.042889 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.423135 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.352996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.602132 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.26702 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.296025 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.369164 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0319195 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.429622 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.408768 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.19975 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.910805 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.245393 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.468027 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.438274 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.881717 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.00982578 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.695299 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.239171 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.183935 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-1.0246 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.782068 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.0919179 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-1.09631 # DEPENDENCYPART_GRANDPAR
(18,27),(27,2),-2.46516 # DEPENDENCYPART_GRANDPAR
(18,27),(27,3),-1.54413 # DEPENDENCYPART_GRANDPAR
(18,27),(27,7),-1.2229 # DEPENDENCYPART_GRANDPAR
(18,27),(27,8),-0.838076 # DEPENDENCYPART_GRANDPAR
(18,27),(27,10),-1.84854 # DEPENDENCYPART_GRANDPAR
(18,27),(27,11),-1.22058 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-1.07152 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-0.548125 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.564735 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-1.17798 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),-0.986155 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-1.02605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),0.101247 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),-0.14601 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.713976 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),0.00163983 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.788648 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.56791 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.575628 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.266172 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.932321 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.310363 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.276869 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.753321 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.515631 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-2.09844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,23),-0.600825 # DEPENDENCYPART_GRANDPAR
(19,2),(2,27),-0.863247 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.0615851 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.337277 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.538552 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.072762 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-1.26445 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.144715 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.351745 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-1.0267 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.823531 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),0.212255 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.188834 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),0.0251351 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),0.141063 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.021643 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-2.19029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.258348 # DEPENDENCYPART_GRANDPAR
(19,3),(3,21),-0.430303 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.196916 # DEPENDENCYPART_GRANDPAR
(19,3),(3,27),-0.955096 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.252859 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.298058 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-1.07609 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.627737 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),0.010421 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.289082 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.855012 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.591694 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.0856982 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-1.12425 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.301267 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-1.0262 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.746994 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.157575 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.0642569 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-2.45505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,22),-0.438902 # DEPENDENCYPART_GRANDPAR
(19,7),(7,27),-1.21985 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.237165 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.288203 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-1.08774 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.329112 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.826979 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.613607 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.126453 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.113566 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.310707 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.515246 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-1.05258 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.309654 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.317844 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.772462 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),0.298782 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.486543 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.837933 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.152524 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.296104 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.59983 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0658825 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.183773 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.103691 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.34305 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.423456 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-2.09821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,22),-0.229157 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.600688 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.863012 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.010421 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.855012 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.591694 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-1.12425 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.305248 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.397057 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.886468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.743489 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.0642569 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0511173 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.129721 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.45505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.352114 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.438902 # DEPENDENCYPART_GRANDPAR
(19,11),(11,26),-0.791474 # DEPENDENCYPART_GRANDPAR
(19,11),(11,27),-1.21985 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0663199 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.0319649 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.51376 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.581517 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.0076805 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.326148 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.394579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.552768 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0205894 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.278666 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.605961 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.345011 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),0.00982594 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.125696 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.161194 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.313191 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.20862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.628281 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.366171 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0922421 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0705072 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.321083 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.315563 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.09821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.020367 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.180155 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.600688 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.374516 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.863012 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.430685 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.107686 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.251502 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.178005 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.129734 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.0606362 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.481565 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0511113 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0638083 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.256164 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.14622 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.37964 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.00336 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.511686 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.8754 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.16323 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-0.807892 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.63766 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.59331 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.09569 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.763278 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.506847 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.43918 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.435026 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.438135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.791417 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.53862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.380506 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.00416737 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0522747 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0204568 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0941004 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.465128 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.612735 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.208981 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0518571 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.313088 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.303985 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.779867 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.256151 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.390699 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.686174 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.0338456 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.249738 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.398275 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.252183 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-0.70644 # DEPENDENCYPART_GRANDPAR
(19,27),(27,3),-0.892884 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-0.691839 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-0.59922 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-1.15273 # DEPENDENCYPART_GRANDPAR
(19,27),(27,11),-0.624299 # DEPENDENCYPART_GRANDPAR
(19,27),(27,12),-0.555995 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),0.0168848 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.229811 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.130829 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.150331 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.350843 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-1.57504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.0967416 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.113024 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.220407 # DEPENDENCYPART_GRANDPAR
