# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(16,17),(17,19),-0.012403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.201197 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.221442 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.17004 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.501602 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.548385 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.68906 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.771177 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.842579 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.12919 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.924894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.732345 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.242915 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0318928 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.222635 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-3.36399 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-2.29625 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.604541 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.46435 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.80197 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.75861 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.5639 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.6201 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.649689 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.54215 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.77887 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.06548 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.27427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.802299 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0597479 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0511707 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.213816 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.119439 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.33141 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-3.90676 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-2.54931 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.635427 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.51475 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-2.56605 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-2.05553 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-2.5544 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-2.01218 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.80659 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.78146 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.857699 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.79804 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.01782 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.30442 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.50626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.521544 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.177443 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.123288 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.145421 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.344542 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.554922 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-2.29625 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.604541 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.46435 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.80197 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-2.31546 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-1.75861 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.5639 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-1.6201 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.649689 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-1.54215 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.77887 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-1.06548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-1.27427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.802299 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0511707 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.122187 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.165564 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0999569 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.389281 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.00868895 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.0635239 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.389295 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.0607022 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.106575 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.0173815 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0326621 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.00907824 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.0401993 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0440891 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.241345 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.077022 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.121143 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.265733 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.0928946 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.208074 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.0181456 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.405296 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0374864 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.246559 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.132107 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.0161751 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.24752 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.030478 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.066199 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.244682 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0927729 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.226321 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.124113 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.241215 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-2.07663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),-0.920144 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.899515 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.774698 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.320772 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.337165 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.139411 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.1314 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.0154678 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.0297363 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.0654917 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.100516 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.261383 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.225366 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.19969 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.12262 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.133604 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.00509595 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.244069 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.07663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.920135 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.899519 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.774667 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.698823 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.908315 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.480281 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.325051 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.39662 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.359696 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.273431 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-2.03766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.855924 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.864721 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.325079 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.115528 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.00535382 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.132579 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.0921465 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.581884 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.515965 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.0903546 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.00767672 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.207507 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.170013 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0564994 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0498382 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.221057 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.087574 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.354097 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.220293 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0137009 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0482893 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0896431 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.185683 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.94648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.870512 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.899804 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.74885 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.784009 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.9086 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.25127 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0241736 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.195236 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.69229 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.545421 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.665873 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.74806 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.253324 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.147828 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.135761 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.0698536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.265745 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.193096 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0561263 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.102843 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0311867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.07663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.920143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.899514 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.774667 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.698823 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.90831 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.881253 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.826269 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.859296 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.997229 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.810236 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.29566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.150533 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.170065 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.236372 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.968532 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.20361 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.568067 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.0815 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.06134 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.09616 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.877472 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.790055 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.674181 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.97612 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.726618 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.864551 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.761677 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.30203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.279187 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0946837 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.167889 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.150197 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.154009 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.821897 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-1.11117 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.393231 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.857027 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.845375 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.969413 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.04052 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.00424 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.867059 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.707375 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.644385 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.944687 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.670801 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.808725 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.669315 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.14726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),-0.00202317 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0437959 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.170803 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.0993519 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.122713 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-1.20361 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.568067 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-1.0815 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-1.06134 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-1.09635 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-1.09616 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.877472 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.790055 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.674181 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.97612 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.726618 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.864551 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.761677 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-1.30203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),0.0946837 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.0422659 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.163598 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.223782 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.109602 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.260647 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.162049 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-1.48831 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-1.33984 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-1.36938 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.302907 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.30783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,21),-0.219683 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.209122 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-1.06816 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.170605 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.49262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.303958 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.642361 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.99908 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.219936 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-1.18365 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-2.19926 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-1.85725 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-1.84297 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-1.45788 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.367068 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-1.01773 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-1.04823 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.260184 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.52936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.782875 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.386699 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.410221 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-1.0114 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-2.1358 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-2.24615 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-1.61625 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.456346 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.668933 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-1.76548 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.744164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.366462 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-1.28322 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.85925 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.940803 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.971885 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.268718 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.78491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.875334 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.436257 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.665058 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.10386 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.77343 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-3.09532 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-2.59935 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.38661 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.05452 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.65506 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.73967 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.08298 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.91668 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.848953 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-2.40682 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.91178 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.94288 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.26242 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.842262 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0391243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.39519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.243983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.234104 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.314241 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.373028 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.319941 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.131392 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.193432 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.710345 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.03204 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.814866 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.206116 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.507856 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.372034 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.447427 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.0968032 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.427384 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.286129 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.118558 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-1.16041 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),0.117339 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.592402 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.811003 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.429209 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.498789 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.20088 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.16293 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),0.153391 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.175392 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.123484 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.745884 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.928384 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.525746 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.385058 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.257573 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.430601 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.232193 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),0.0762907 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.309142 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-2.0502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),-0.486707 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.155434 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.173349 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.7438 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.926341 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.056604 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.611596 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.259927 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.31903 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.429409 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.0291637 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.0887612 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.232234 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.0739364 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.309101 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-2.05014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.486601 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.604706 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.983289 # DEPENDENCYPART_GRANDPAR
