# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(17,15),(17,20),0.00779527 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0457694 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0501153 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0626798 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0486365 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.224957 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0619789 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00161888 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0111511 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0735594 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0226709 # DEPENDENCYPART_SIBL
(17,20),(17,22),-4.53484e-05 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0223558 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0131604 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.00547611 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0107466 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0147962 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00200139 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00534511 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0107525 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0261896 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00203603 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0226436 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00124129 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0420651 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0209911 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.168526 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.220819 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00552099 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.137181 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0140111 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.170962 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.258395 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0126459 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.0102065 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.243764 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.00802207 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.243738 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0603602 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0102064 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0285944 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0176775 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0396268 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0109498 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0151879 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0153001 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0405875 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0266663 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0583774 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.148406 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.032245 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0346844 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.136628 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0599539 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.136602 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.00158908 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0346845 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0544931 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0548719 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.188098 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0339411 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.029703 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.115783 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.00694129 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0209574 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0272071 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.000621904 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.00306125 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.267514 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.00977979 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.267488 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.066266 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.00306136 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.108587 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0338023 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0595606 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.002318 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.00221013 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.00523725 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.012127 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0296246 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.00917234 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.190265 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.00675969 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.040049 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.00684215 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.175685 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.190206 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.13621 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.026483 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.147879 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.191023 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.193441 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0493107 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0907407 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0698934 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0425998 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.00159504 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0390536 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0016775 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.174685 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.189816 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.149144 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0254928 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.150291 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.190633 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.193052 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0471567 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0760221 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.045084 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0268373 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0270857 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.232481 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0686442 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.011702 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0918116 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0302869 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0396827 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0124454 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0166835 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.00861922 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0333233 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0204797 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0401501 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0932579 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.159607 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0880388 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.104715 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.103842 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0306373 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0890478 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0911287 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.00526446 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0593094 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.000413934 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0654297 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0686416 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.011061 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.091809 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0302843 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0396865 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0118043 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0160425 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00861661 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0333171 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0204735 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0386911 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0556359 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0324379 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0112771 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.127766 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0562643 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0588417 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.022313 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0463297 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0639711 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0993375 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.147224 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0254811 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.150293 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.18992 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.192339 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0471553 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0726995 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0393205 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0235203 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0319033 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.000164001 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0257026 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0169258 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.094671 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0378566 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0083399 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0253276 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0435828 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0976037 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0998685 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0503797 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0797874 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.00201745 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.092892 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.00292363 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.000159198 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00917946 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.263853 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0177197 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0792205 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.1924 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0471613 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.074278 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0304623 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0251574 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0403847 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0686271 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0419432 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0106628 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.200928 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0363029 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.180627 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.113587 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.165976 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.131606 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0413743 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0528195 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00177411 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.012338 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00992763 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0348292 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00272071 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00988333 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0349534 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.00071944 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.108594 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.110121 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.128647 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.117252 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.016212 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.115863 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.127456 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.244267 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.162496 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.11443 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.338223 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.302782 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.210457 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.253957 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.502491 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.815123 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0186694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.143724 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.128362 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.158367 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.225176 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.392046 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-1.05895 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.580111 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.531106 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.045994 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.907471 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0200654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.415106 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.167804 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.101707 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.337448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.464505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.671179 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0308461 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.346035 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.854178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.806044 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.628607 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.109985 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.506678 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.346046 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.269291 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.315977 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.731015 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0582148 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.323857 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0671103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.298856 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.304803 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.256703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.424112 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.242866 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.296346 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.239579 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.482355 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.212426 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.451176 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.717655 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.109906 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.467037 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.623696 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.119817 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.378603 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0331204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.315772 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.480014 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.526997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.512863 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.609537 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0489597 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.615955 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.784659 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.257427 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.481471 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.668565 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.906806 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.141741 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.289354 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.45529 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.42302 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.512013 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.23143 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.456131 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.423254 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.234964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.445053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.549638 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.547826 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.650725 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.143016 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.683233 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.440353 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.907471 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0326279 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.280824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.464792 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.332186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.685458 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.758092 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.39213 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.667775 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.773289 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.150013 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.55589 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.690436 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.150996 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.462594 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0266462 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.376174 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.511764 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.594474 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.593129 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.618481 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.167456 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.48574 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.816997 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.811475 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.16474 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.764933 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.842302 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.953281 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0665551 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.848875 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.739367 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.14901 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.787172 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.115334 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.289718 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.455262 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.422993 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.512384 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.231471 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.381752 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.571962 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.639549 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.258582 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.483242 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.505813 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.763534 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.854904 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.512059 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.683194 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.440313 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.13595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.54231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.00791784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.202055 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0563922 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.746131 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.052348 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.587615 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0856322 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.195033 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.549168 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.317227 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.60469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.035707 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.155406 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.140895 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.94819 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.59484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0332913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0403111 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.265525 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.00711595 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.653544 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.00903 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.233111 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.172294 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.288177 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.344046 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.17623 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.665303 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.44554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.312927 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.116381 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.288398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.537005 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.578954 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.929275 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.598064 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.113328 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.648572 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-1.48676 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.927209 # DEPENDENCYPART_GRANDPAR
