# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(20,12),(20,16),-0.084428 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.115009 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0904759 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0110886 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.036238 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.191528 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.147224 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0943785 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.147899 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.189105 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0241563 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.130293 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.102804 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.148517 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.184115 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0195778 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.505909 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0018528 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0267572 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0253276 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.099271 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0558046 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0478675 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0253492 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.163387 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0240449 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0825055 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.31747 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.154443 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.365901 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.147241 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.334686 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.500142 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.289327 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.530731 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.270779 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.804157 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.217461 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.21495 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0052634 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.359917 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.327278 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0412241 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.307872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.275909 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.191648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.787807 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0529223 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.163601 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.427046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.146289 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.675788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.180017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.241192 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.252209 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.462214 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.514523 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.194768 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.702257 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.475124 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.429766 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.657109 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.486351 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.367314 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.920376 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.267658 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.195277 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.630572 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.294878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.228407 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0712519 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.287713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0507558 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.38631 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.111839 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.597173 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.304797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),1.04763 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.00941964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0258492 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.465297 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.147319 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.787771 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.225528 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.13686 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.00402064 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.205454 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.049051 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.244628 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.00836374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.45527 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.340721 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.257609 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.100052 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.062142 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.380872 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.177986 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.626624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.346162 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.132887 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.284374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.114175 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.630572 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.294878 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0712519 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.287713 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.38631 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.084688 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.755072 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.220192 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.282268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.569162 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.677002 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.210559 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.240024 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0187265 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.21413 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.812834 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.246203 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.0236608 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.177773 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.016465 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.427588 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.237804 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.705741 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0990446 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.460567 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.192445 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.994135 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.499209 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.329469 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.104944 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.587966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.333197 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.233071 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.371421 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0685347 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0992449 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.439006 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.290758 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0306829 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.43039 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.138727 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.0786332 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.154173 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0658879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.485812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.16416 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.381178 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.479316 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.668769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.717603 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0235647 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.106346 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.761265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.68142 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.154427 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0428247 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.140778 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.229996 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.151294 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.523112 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.364767 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.380088 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.705745 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.764192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.149165 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.184199 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.110684 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.212655 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.172347 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.480057 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.200582 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.530756 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.343824 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.335696 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0137715 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.15092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.152284 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.168564 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.490058 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.47418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.529602 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.503842 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.631448 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.0204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.358964 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.312514 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.329568 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.199459 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.551956 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.509774 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.117234 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.858113 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.486388 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.338884 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.491919 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.548963 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.486468 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.704016 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.661487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.726421 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.10806 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.1095 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.261711 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.114485 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.142631 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.225538 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.354394 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.131523 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.464034 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.118452 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.299431 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.105429 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.476321 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.137174 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.64768 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.420997 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.474456 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.573736 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-1.0204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.358964 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.329568 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.199459 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.509774 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.420294 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.463829 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.635557 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.799884 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.623798 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.443653 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.833239 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.789236 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.679166 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.794064 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.680821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.695361 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.0917322 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.243943 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),0.198021 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.372162 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.490336 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.148007 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.192158 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.18535 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.545758 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.423609 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.703828 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.471716 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.582249 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.4137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.50162 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.203519 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.963104 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.382047 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.08578 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.921639 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.998352 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.500859 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.49874 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.119243 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.28065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.6407 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.118672 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.361743 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.968455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.583588 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0445733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.644822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0551448 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.154365 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0836263 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.31377 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.209464 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),0.732269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.362522 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.5978 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.898969 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.690856 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0344785 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.180191 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0404393 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.510363 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.103706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.339527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.53674 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.484717 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.289021 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.121901 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0091965 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.274025 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.299096 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.211668 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),0.529137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.976404 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.1937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.641023 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.131569 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0755342 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.321174 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0788317 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0194956 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.38018 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.180358 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0383642 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.359829 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.677933 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0789413 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.347663 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.589162 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.317415 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.109012 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.210645 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.518019 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.0430431 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.540477 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.326409 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.183782 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.251603 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.256335 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.538372 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.48015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.133152 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.63763 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.152028 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.252541 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0874551 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.000414491 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.377308 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.722746 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.459351 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.291592 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.498133 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.326953 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.179594 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.357978 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.49208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.0163141 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.398115 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.365464 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.14395 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.237855 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0567753 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.54398 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.707229 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.0445598 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.530177 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.519478 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.098728 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.11207 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.435407 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.714518 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.96353 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),0.338168 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.875533 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.499323 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.194695 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),0.504157 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0215481 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.0505919 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.417897 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.554339 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),0.744287 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.464448 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.313212 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.117391 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.55284 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.730726 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.0788902 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.491674 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.0557961 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.135348 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.0218563 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.0340673 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.397934 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.562745 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),0.774723 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.759078 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.538372 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-1.48015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.63763 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.152028 # DEPENDENCYPART_GRANDPAR
