# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(1,6),(6,10),-0.115455 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.642881 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-1.11468 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.44794 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-1.10492 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.3313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,6),-0.197325 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.258791 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.890563 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.536101 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.982278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0374722 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.389951 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.238369 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0825356 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.33763 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.745529 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.0107431 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.360013 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.480356 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.840118 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.934327 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),0.634198 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.934833 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.218834 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.289469 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.313776 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0429043 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.00166048 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.388029 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.44207 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.869636 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.941665 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.595912 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.942171 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.5684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.0121859 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.301606 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0899009 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.601467 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.168048 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.768363 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.347808 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.972809 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.642881 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.294098 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-1.10592 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-1.11468 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.44794 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-1.10492 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.474854 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.986762 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.141871 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-1.08764 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-1.08103 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.535314 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.44726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.0456448 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.362456 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.0479747 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.571609 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.110157 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.660969 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.296461 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.929665 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.162746 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.70384 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.821962 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.937856 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),0.428476 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.928681 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.345542 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.315164 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.359761 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.645025 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.814977 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.942078 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-1.44726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.0456448 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.362456 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.0479747 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.571609 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.110157 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.660969 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.296461 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.929665 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),0.162746 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.70384 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.425997 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-1.18065 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-1.13261 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.928681 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.345542 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.37819 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.71817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0617206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.609516 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.736319 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.508126 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.700334 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.803668 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.831847 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.520782 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.851738 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.811409 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.831998 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.769817 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.850975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.28816 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.28458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.177222 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.290978 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.301166 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.351577 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.313823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.476931 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.43534 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.806033 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.44228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.218613 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.43949 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.244767 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.213287 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.496994 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.534644 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.257423 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.354603 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.458817 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.524838 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.417226 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.551624 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.110729 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.78956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.459413 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.400826 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.408684 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.37435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.115899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.137618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.288831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.678507 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.501908 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.169246 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.279909 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.0244839 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.315194 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.0514845 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),0.393394 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.407823 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.392752 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.37618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.67038 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.163441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.264235 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.739973 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.440442 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.25332 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.00183359 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0741348 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.646271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.0888914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.57762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),1.21701 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.163023 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.558042 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.810988 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.393155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0321207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.560376 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.410772 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.112357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.504628 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.408966 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.391348 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.37839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.652388 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.469153 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.628416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.456624 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.189115 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.252776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.013035 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.77835 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.360478 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0890034 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.438678 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.646271 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),0.0888914 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.57762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),1.21701 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.163023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.68204 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.919603 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.746963 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.428946 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.560376 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.188325 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.07155 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.410772 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.112357 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.504628 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.69738 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.53178 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),0.380886 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.68027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),1.15007 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0741822 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.444347 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.97778 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.689583 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.495094 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.475975 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.997998 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.873922 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),1.02444 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.118548 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),1.12389 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.637102 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.53178 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.380886 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.68027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),1.15007 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.0741822 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.444347 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.97778 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.689583 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.495094 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.475975 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.997998 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.0818963 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-1.52387 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.302995 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),1.12389 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.637102 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0681848 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.395508 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.42563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0919921 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.945541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.08525 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.2461 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.0398 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.966949 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.15211 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.909286 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.63428 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.86846 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.60169 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.46709 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.26994 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.253864 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.38386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,2),-0.135568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.69177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.356065 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.03833 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.50832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.05974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.00265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.961823 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.9042 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.314154 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.864207 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.01131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.189618 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.192584 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.442715 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.259166 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.251677 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.282301 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.241474 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.99812 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.54516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.00889 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.33367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.997235 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.113319 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.203181 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0410758 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.246486 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.185685 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.630741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.248772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.590388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.89448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.204156 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.119282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.309209 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.576395 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.90527 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.315132 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.867443 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.34402 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.158705 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.167135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.288128 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.225443 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.259969 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.275419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.882151 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.865405 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.234593 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.839352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.01059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.32524 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.137651 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.178783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.212541 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.256227 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.283259 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.879912 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.841831 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.242433 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.815777 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.99812 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.54516 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.00889 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.33367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.997235 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.164896 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.15246 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.143314 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0514032 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.185685 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.289598 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.792215 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.630741 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.248772 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.590388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.666035 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0560628 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.186219 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.296166 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.262239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.593211 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-2.17109 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.584521 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.07464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.53419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.787936 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.000756796 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.324875 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.335829 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.144781 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0221652 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.383855 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.504151 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.454931 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.357992 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.41619 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.655005 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.142002 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.193265 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.169032 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.790405 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.810048 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-2.17109 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.584521 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-1.07464 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-1.53419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.787936 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.000756796 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.324875 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.335829 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.144781 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0221652 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.383855 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.358678 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-1.00304 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.742758 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.41619 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.655005 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.479863 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0456102 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.395253 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.19934 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.22711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.688467 # DEPENDENCYPART_GRANDPAR
