# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(13,11),(11,13),-1.63569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.241492 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.0958971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.357893 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.383038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.657617 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.634118 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.732266 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.239852 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.640682 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.447871 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.404977 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.0271269 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.428606 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.42317 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.388448 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.615161 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.06973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.347104 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.164708 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0377715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.742633 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.684297 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.21287 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.753829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.575308 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.774674 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.622687 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.222711 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.87215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.74707 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.239724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.298514 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.223572 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.00934509 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.121222 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.231749 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.176565 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.344119 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.030171 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.410571 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.890789 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0678325 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.480849 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.630941 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.756587 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.19852 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.736969 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.585495 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.775354 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.605827 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.219171 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.920076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.666591 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.988813 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0620569 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0760564 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.140518 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.242015 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.186963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.365145 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.0405685 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.2345 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.804202 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.790198 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.774107 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-1.24926 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.02975 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.915366 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.839376 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.724534 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.953776 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.784828 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.449703 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.10295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.334863 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.87725 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.118916 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.372672 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.314367 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.275803 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.400796 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.344727 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.397701 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.200746 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.434703 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.576572 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.705964 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.673 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),1.02159 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0861057 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.359126 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.184179 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.171336 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.115954 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.446919 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.0245903 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.608588 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.59408 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.446881 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.339067 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.264987 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.778117 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.505321 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.452359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-1.35943 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.49868 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.949669 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.992463 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-1.21511 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.705024 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.18469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.70845 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.498478 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.828571 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.348164 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.19256 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.01945 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.877995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.32744 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.33559 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-2.46999 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.93096 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.45702 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.19301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.83612 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.11856 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.964514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0142509 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0339292 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.270995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.434215 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.350602 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.895494 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.780216 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.18624 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.695115 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.11874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.363282 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.366653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.43394 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.216497 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.27879 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.32508 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-2.45084 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.93617 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.4577 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-2.17387 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.83265 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.11672 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.947605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.486294 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0352473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.313513 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.25915 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.858734 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.743523 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.0942471 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.658421 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.994516 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.897478 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-1.19345 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.594537 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.87753 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.705938 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.191251 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.247955 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.166134 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.203986 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.480196 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.441852 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.643664 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0613403 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.304285 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.405068 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.447953 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.359664 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.241143 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.170872 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.308101 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.595555 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.434669 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-1.23548 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.123602 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.318902 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.537509 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.468204 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.83529 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.874685 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.496895 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.316922 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.722055 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.281544 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.36182 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.110095 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.58898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.675878 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.939343 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.748045 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-1.44377 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.828217 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.495569 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.31741 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.100749 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.647356 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.580469 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.488773 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.430423 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.249097 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.31431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.662592 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.597674 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-1.64176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.29627 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.636026 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.55718 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.748222 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.711845 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.00783311 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.68245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.712733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.02869 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.816808 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.59985 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.73129 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.840555 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.334513 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.567119 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.766911 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0966484 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.338153 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.79869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.723365 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.14528 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.825978 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.69003 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.900631 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.90872 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.579904 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.31212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.413442 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.660402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.359606 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.288847 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.5478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.765946 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.3887 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.488311 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.846949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.723443 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.14925 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.43823 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.514352 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.07106 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.805971 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.10973 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.460852 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.71243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.26749 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.941967 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.465564 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.731743 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.992933 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.695475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.834623 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-2.1355 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.967147 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.84353 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.05374 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.00179 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.01632 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.57205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.50292 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.94169 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.901624 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.49493 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.26506 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.32776 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.886169 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.87037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.219871 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.141502 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.897787 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.246817 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.354841 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.614234 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.3907 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.460113 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.592611 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.658023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.685968 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.696733 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.68136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.287946 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.102778 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.5001 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.742567 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-1.00344 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.780201 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.850979 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.242086 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.626495 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.466527 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),-0.213287 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.247921 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.656901 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.533956 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.496535 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.233381 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.321358 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.531073 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.502556 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.630577 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.442884 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.642454 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-1.47107 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.615717 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.561232 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.205221 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.301913 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.515118 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.295011 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-1.41844 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.640034 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.171307 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.158959 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.8147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.398542 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.588439 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.369097 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.367674 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.579108 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.830286 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.178534 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.29158 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.343679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.141615 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.232359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.86219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.350688 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.418046 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.581324 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.391871 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.877441 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.808262 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.524664 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.06739 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.765191 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.522332 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.735873 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.671317 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.42635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0958165 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.00245514 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.410685 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.338667 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.329594 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.607362 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.229447 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.19213 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.450694 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.142778 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0635564 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.664971 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.59899 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.27577 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-1.23346 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.479834 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.376593 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.524251 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.558818 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.975419 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.678193 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.659096 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.924474 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.359752 # DEPENDENCYPART_GRANDPAR
(17,4),(4,18),-0.549598 # DEPENDENCYPART_GRANDPAR
