# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(0,4),(4,2),0.092469 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.298408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.500213 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.341326 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.509478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.350755 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.282724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.250996 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.381751 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.275912 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.605065 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.413482 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.679015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.346222 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.140988 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.181397 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.615935 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.488398 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0341291 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.925174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.227785 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.241628 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.321171 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.146091 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.100953 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.493549 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.710096 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.792333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.36674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.235693 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.152411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.744458 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.119188 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.289692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.286546 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.558575 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.525084 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.212109 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.331821 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.177595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.188083 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.615639 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.368314 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0438733 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.933232 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.149963 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.316756 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.599835 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0345967 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.477237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.606898 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.197627 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.759913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.176518 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.828124 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.313545 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.277252 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.217944 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.225891 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.462706 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.208242 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0166394 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.135592 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.541302 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.675424 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.126953 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.337382 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.447961 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.122151 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.629645 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.171705 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0952046 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.37658 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.164669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.242163 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.243935 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.596653 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0790639 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.0959431 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.0392382 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.599835 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0734608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.51629 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.621662 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.490109 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.462706 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.208242 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.0166394 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),-0.144136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.363448 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.453958 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0794777 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.46416 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.619731 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.326825 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.737739 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0729683 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.316393 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.385055 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.634496 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.463573 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.109462 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.496153 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.441227 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.256064 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0889298 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.54002 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.35575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.489784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.259201 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.401249 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.327737 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.662066 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.25258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0300903 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.324268 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.351252 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.469044 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.136976 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.479738 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.0146199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.579254 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.768257 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.691644 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.247037 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.261727 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.703521 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.741285 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.428531 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.25149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.07774 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.890258 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.29152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0771559 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0976437 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.443304 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.333354 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.565937 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.031995 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.150291 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.5464 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-1.03638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.40613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.466943 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.493043 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-1.15619 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-1.20882 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.2709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-0.201449 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.500578 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.37339 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.638315 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.447573 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.967828 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.00056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.068616 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0762962 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.426011 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.237968 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-1.03789 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.36059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0265288 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.441605 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-1.5121 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-1.50501 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.394718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.513042 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-1.67745 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.929204 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.32375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.196479 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0207884 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.333948 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.135961 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.549998 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0825191 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.373883 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-1.00265 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.892963 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.30454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.286922 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.204443 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.364061 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.779222 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.356107 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.915502 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0111394 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.22105 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-1.53407 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-1.02568 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.393314 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.492064 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.488631 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-1.14549 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-1.19812 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-1.0341 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.221759 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.82613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.387577 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.8478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.396738 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0400873 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.352559 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.556231 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.435399 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.41072 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.405665 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.261256 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.452275 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.541564 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.160186 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.000375765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.804082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.609863 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.26351 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.360181 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.333788 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.518209 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.395581 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.188298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.583642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.0721546 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.292849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.283503 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),0.112498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.209875 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.148921 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.14542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.552855 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.123749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.296918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.187819 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.274704 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0212968 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0657233 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.151065 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.595593 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.18006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.74206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.479917 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0573513 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.490812 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.598244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.45235 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0556019 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.566929 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.321939 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.158934 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.594853 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.425531 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.325931 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.651562 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.541419 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.359902 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.151693 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.588633 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.44869 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.280176 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.302221 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.108766 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.706793 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.40914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.475885 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.144199 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.149623 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.525248 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.191747 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.308931 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.62778 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.88121 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.133997 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.2471 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.107261 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.398364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.126232 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0936536 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.606126 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.62228 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.539283 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.541462 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.00352401 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.274677 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.183106 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.0178102 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),0.242061 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.265035 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.29962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.370178 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0372296 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.161656 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.494737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0605529 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.871119 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.122907 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.826016 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.189967 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.417902 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.227827 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.309724 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.168659 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.149623 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.142447 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.33053 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.661703 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.433443 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.523862 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.422687 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.2903 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.287613 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.0894799 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.113233 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.40914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,9),0.846666 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.126422 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-1.00008 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0704077 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.398364 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.126232 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0936536 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.171281 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.691113 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-1.25108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.574781 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.207406 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0519483 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.474946 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.252622 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.741547 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.303909 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.0153978 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.902405 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.0124663 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.648818 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.0849843 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.139964 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.163041 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.115909 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),0.745699 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.0530359 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.0299913 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.0326135 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.515805 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.500003 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.585965 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.173966 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.102843 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.123374 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),0.235336 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.176854 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.251534 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.11511 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.250902 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.00653103 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.55783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.166457 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.369232 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.409443 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.706935 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.77115 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.561073 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.29173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.45439 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0333423 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.737055 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0486475 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0836978 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.235862 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.22772 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-1.49984 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.183571 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.212227 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-1.79933 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.776371 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.77769 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.653762 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.36794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.953991 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.254921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.775146 # DEPENDENCYPART_GRANDPAR
