# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(1,7),(7,8),-0.066466 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0334891 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.12405 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0536036 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0449772 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.182786 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),0.0509547 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.0443273 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.250363 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.01698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.056706 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.303275 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.796867 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.372713 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.354194 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.64156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.173617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.965099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.580567 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.905244 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.378596 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.57717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.05349 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.75878 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.623499 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.581123 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-1.41825 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.14368 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.409165 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.277715 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.0678484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.33713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.348245 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.105415 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.519074 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.627176 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.695009 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.080501 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.0933976 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.949884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.515587 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.175853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.599903 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.489853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.51849 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-1.12255 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0369036 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.952125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.538859 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-1.00833 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.130077 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.877123 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.555222 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.151583 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.463367 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-1.08179 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.476283 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.0804894 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.173536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.602181 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.391482 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-1.12586 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0371026 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.952748 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.542161 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.552184 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-1.01164 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.129878 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.877921 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.0797549 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.17244 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.589869 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.193066 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.385983 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.367411 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0418758 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.954522 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.530034 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.999509 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.125104 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.3559 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.101293 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.45328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.903628 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.200657 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.97838 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.655272 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.723715 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.839683 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-1.45499 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.11961 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.816682 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.536278 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-1.29801 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.250003 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-1.01827 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.70534 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.657541 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.947599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,6),-0.595732 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.388647 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.375003 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.992754 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.208283 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.860865 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.551236 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.22456 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-1.00932 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.128945 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.86771 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.41381 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.64156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.698554 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0710563 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.581162 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.754959 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-1.36959 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.424563 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-1.40621 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.766632 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-1.24643 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.687367 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.945437 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.65386 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.764681 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.445376 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.3416 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.574521 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0968948 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.19712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.67299 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.09063 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.434859 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.337043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.25001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.939808 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.12427 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.2996 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.3308 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.46994 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.46881 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.13728 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.56392 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.12968 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.53139 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.896445 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.811416 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.4681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.24836 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.534164 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.565447 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.706489 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.251602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.592253 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.243894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.93236 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.699775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.50528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.131427 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.584556 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.612719 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.755202 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.00537 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.13953 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.860031 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.59765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0235855 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.252521 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.443692 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.511127 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.491254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.456048 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.658709 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.598364 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.719653 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.453728 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.675292 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.07049 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.02595 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.892036 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.57576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0220674 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.19247 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.269682 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.486286 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.450667 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.45752 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.499917 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.506216 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.587459 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.648083 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.478566 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.625573 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.709813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.889537 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.412563 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.146685 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.38597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.0164768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.335962 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.447346 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.332151 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.27823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.229072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),0.204173 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.452525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.303666 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.450077 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.186234 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.378899 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.428884 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.899587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.475734 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.590909 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.559039 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.55004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.52403 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.343308 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.392949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.882754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.07837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.591118 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.7707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.414466 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0276874 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0912141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.841187 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.18351 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.13894 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.736255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.94192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.132249 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.164135 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.272763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.420093 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0680542 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.35831 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.349427 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.666847 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.0325881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.589516 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.668918 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.68945 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.179475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.337571 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.258387 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.840439 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.944032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.142824 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.689723 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0614394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.1821 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0707416 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.359391 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.339975 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.657395 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.0299006 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.68071 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.774047 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.928987 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.356303 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.691418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.248283 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.663313 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0846471 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.145621 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.00803567 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0117785 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.237638 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.426924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0950312 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.403473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.177932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.00303802 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.409303 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.20471 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.763689 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-1.0796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.176006 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.330766 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.483706 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.148676 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.679507 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.406712 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.561694 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.301534 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.419811 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.4698 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.494825 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.787793 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.846163 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-1.00186 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.3755 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),0.142731 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.69616 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.0315008 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.183506 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.0298539 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),0.352675 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.281146 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.104466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.40874 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.787058 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.210566 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.133055 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.038308 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.315345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.46678 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.380421 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.0670759 # DEPENDENCYPART_GRANDPAR
(6,1),(1,7),-0.444128 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0739292 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.700962 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.176823 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.144063 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.0532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.345065 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.427093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.582461 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.795924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.2781 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.761349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.670541 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.779439 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0754344 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.902995 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.84212 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0619304 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.25721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.787495 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.49044 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.192843 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.312823 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.545202 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.22921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.568191 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.612193 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.02481 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.51595 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.847282 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.94922 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.358026 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.25357 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.09889 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.21306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.541291 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.44859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.155587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0257715 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.229085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.894161 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.888703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.207403 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.284678 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-1.29189 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.455697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.1587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.503602 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.164654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0446513 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0174955 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.358026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.541291 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.44857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.150843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.232158 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.894133 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.888889 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.210476 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.317957 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.287751 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.29186 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.456268 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.606547 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.487479 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0773907 # DEPENDENCYPART_GRANDPAR
