# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(19,8),(19,11),0.00845223 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0293104 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.125135 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.00928735 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0322131 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.127635 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0520727 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0153317 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0118605 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0437395 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0128121 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0582344 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.10141 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.268283 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00789135 # DEPENDENCYPART_SIBL
(19,9),(19,16),-2.02123e-06 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0708685 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.118957 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0151825 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0327654 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0181794 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00253099 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.091214 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0222494 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0662682 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0104347 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.216461 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0483116 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.049982 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0484318 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.108864 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0906902 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0137725 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0864322 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0232816 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.206863 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0940052 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.114231 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0106299 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0274959 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0320635 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0558811 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0843848 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0319072 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00890343 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.126528 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0289945 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0839973 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0392216 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0141244 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0540909 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0969571 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0290592 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0173971 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0113394 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0302995 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.204023 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.10291 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0328085 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0278886 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0494474 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0690815 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0953035 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0364389 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0410382 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.00856529 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0520727 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0153317 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0118605 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0437395 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0376457 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0785358 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.117884 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0586043 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0916247 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.11447 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0666601 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.120844 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.108194 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.721449 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.159307 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.367292 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0312351 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.112734 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0760741 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.109979 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.00833514 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.103953 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.10139 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0760741 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.109979 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.111427 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0521713 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.302606 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.449538 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.163205 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.302296 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.199085 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.13005 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.425943 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.443344 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.266797 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.326609 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.434437 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.630875 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.254024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.246892 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0066239 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.373015 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.478529 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0253934 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0920339 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.280857 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.068918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.165204 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.268007 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0911951 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.438507 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.395582 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.00191276 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.345668 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.150273 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.289779 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.517073 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.726298 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.682291 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.00262398 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.787039 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.461387 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.137966 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0187592 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0029549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.605373 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.259138 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0857174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.165911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.247045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.307341 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.057874 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.235138 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.308225 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.76257 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.134305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.816758 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.090851 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.30268 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0178875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.614691 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.196301 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.60905 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.925376 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.927199 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.628286 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.00658349 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.454705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.109648 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.103546 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.506392 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.531251 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.962599 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.270629 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0864316 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0882364 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.533687 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0271358 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.752048 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.287935 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.214507 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.516918 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.446265 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0581824 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.121315 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.537554 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0024976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.173487 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.43041 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.475971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.369791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.110033 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.14563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.499637 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.537153 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.217668 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.749737 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.6416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.646708 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.928598 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.587767 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.726504 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.402792 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.160182 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.410354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.406229 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.11156 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.571174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.153803 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.514549 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.644272 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.253119 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.41683 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.392256 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.087846 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.178701 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.322346 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.47801 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.115992 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.628286 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.00658349 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.103546 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.506392 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.0415559 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.619849 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.573554 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.643373 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.212188 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.573855 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.751708 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0843249 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0882364 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.188135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.737408 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.59932 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.00680616 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.588117 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.023485 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.726693 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.400325 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.159833 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.418029 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.395487 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0936768 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.571524 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.161478 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.504284 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.64234 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.261405 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.490213 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.622423 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.398063 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0506066 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.318447 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.49039 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.136747 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.39788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.373449 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.265166 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0172991 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.417413 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.00730808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.126077 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.743333 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.03844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.445712 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.10665 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.745344 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.227807 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0653207 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.281338 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.101292 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.13166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.404015 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0320926 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.452703 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.145775 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.46175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.41982 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.267559 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.333915 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.384861 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.126862 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.127923 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.423723 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.184482 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),0.0152783 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.554302 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-1.23723 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.181454 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.468186 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.677161 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-1.42842 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0180692 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.159563 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.108646 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.234383 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.157082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.261376 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.149108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0231135 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.431458 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),0.46385 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.043236 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.57403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.144851 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.311448 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.356424 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.306255 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.416172 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.104675 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.957476 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.204245 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.464039 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.952643 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.41866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.642903 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.138238 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.316326 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.491677 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.22458 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.129781 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.327291 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.470189 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.225568 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.583199 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.025916 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.542989 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.37589 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.150503 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.117064 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.457541 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.665847 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.56709 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.491355 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.95084 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-1.45355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),-0.243672 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.329422 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),0.457359 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.309757 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.129113 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.15207 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.300398 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.344506 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.155864 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.922652 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.516741 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-1.35107 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.172625 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),0.0426027 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.459355 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.6396 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-1.54226 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.152129 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-1.07577 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.234417 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.57403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.144851 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.306255 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.416172 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.0467052 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.433698 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.138338 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.840261 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.0233797 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.632055 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-1.45085 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.163804 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.952643 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.758223 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-2.37972 # DEPENDENCYPART_GRANDPAR
(1,17),(17,22),-1.59528 # DEPENDENCYPART_GRANDPAR
(1,17),(17,23),-0.318833 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.11363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.81123 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.928698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.676791 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.88542 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.14456 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.949058 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.761731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.26582 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.785129 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.31731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.22246 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.540279 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.39588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.398428 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0275535 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.443373 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0914042 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.716775 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.910956 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.545407 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.43772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.220587 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.100561 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.542569 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.699579 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.61523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
