# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(19,21),(19,24),-0.607429 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0166312 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.716944 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.71711 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.216423 # DEPENDENCYPART_SIBL
(19,23),(19,24),-1.35894 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.429718 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.421746 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0856225 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.214179 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0187838 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.199967 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00360816 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0351258 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.037636 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0366955 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0371004 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.0778579 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0673737 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0371909 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0370425 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0389313 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.279154 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.000182488 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0778579 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0368655 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0639106 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0290781 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0101513 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.279154 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0401565 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0880049 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.0780464 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0557065 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0165963 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.0170011 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.124962 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.0536832 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0170917 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0169432 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0131684 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.263709 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0222678 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.124962 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0222192 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0566725 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0535038 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.00372696 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.263709 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0346779 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0517992 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0418406 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0869033 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0165209 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.124961 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0536858 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0166114 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0164629 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0131722 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.263712 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.022748 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.124961 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0222195 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0566727 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0535 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00372956 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.263712 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.034225 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0538091 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.0438505 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0856118 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.111949 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0599027 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0268234 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0266749 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0194006 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.269536 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.012536 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.111949 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0280439 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0624971 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0472716 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00955771 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.269536 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0375838 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0456704 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.0357118 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.0889742 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.248106 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.00148039 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.00389926 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.026857 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.016446 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0511082 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.020552 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0951443 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.00863096 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0186577 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.017877 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.016446 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0151128 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0181265 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0157869 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0364068 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.135324 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.135741 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.233574 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.214715 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.12072 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.184749 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.173728 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.13628 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.184318 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.138717 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.214715 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0437921 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.108433 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.10892 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0939821 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0185534 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.013404 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.263958 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0206576 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.123006 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0224528 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0569818 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0532682 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.00397552 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.263958 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.034533 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0464873 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0365287 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.086343 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0131684 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.263709 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0227565 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.124969 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0222169 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0566701 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0535038 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00372696 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.263709 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0358076 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0524193 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0424607 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0871829 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.225142 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.105066 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00762594 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.118791 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.137823 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0997189 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0445305 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.225142 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0632448 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.105367 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.105876 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0111649 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0457506 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.325146 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0410043 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.00460663 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0350042 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0217705 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.018216 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.644471 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.00791893 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.00747504 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.122367 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0778579 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0368655 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0639106 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0290781 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0101513 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.279154 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0401565 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0880049 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0780464 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0557065 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0951443 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00863096 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0186577 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.017877 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.016446 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0151128 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0181265 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0157869 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0364068 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0200129 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0220449 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0310021 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0913939 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0510688 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.043651 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0446991 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.160004 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0479506 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.146066 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0476686 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0390589 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.00686045 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00651701 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.18693 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0792877 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.205806 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0694177 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.154525 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.155034 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.028265 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0898052 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0350174 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0571424 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0539216 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0858805 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.648686 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00198688 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00154299 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.121908 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.193353 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.193449 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.16339 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0345037 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.245608 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.237636 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.109759 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0170496 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.00788945 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0815327 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.00193892 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0183888 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.00208057 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0117101 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.111414 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0779455 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.198745 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.11938 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.121133 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.118766 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0776211 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0889597 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0693598 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0197461 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.150744 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0167848 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0337066 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.179585 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0487502 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0203374 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0486089 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0193722 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.132521 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0179531 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.000706048 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.00100501 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.111385 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.333648 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0135774 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0117671 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0153149 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.125677 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.19605 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0207452 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.151036 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.017784 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.180203 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.179593 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0192966 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.00379692 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.185563 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.124919 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.332651 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.018136 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0120523 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.185548 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.139211 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00261031 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.232166 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.235918 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.295467 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.284228 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.406425 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.295117 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.150926 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.846373 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.476455 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.489525 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.0907924 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.148465 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.407197 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.40589 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.254629 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.157604 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.278176 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.282332 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.404529 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.151776 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.889163 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.408355 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.107568 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.229823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.353332 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0548834 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.166037 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.529537 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.398785 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.288323 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.151678 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.885029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.468815 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.481885 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.381337 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.0896007 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.255975 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.16603 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.291772 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.529716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.354521 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.286405 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.127849 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.885018 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.47393 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.381253 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.321587 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.262095 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.24457 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.179323 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.41124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.528664 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.576728 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.410642 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.499346 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.552448 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.674349 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.078637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-1.03445 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.753862 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0883258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.543232 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.651269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.272839 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.52002 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0707771 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.0906325 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.119671 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.238891 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.0715423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0512584 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.308174 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.322567 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.061438 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0519726 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.462253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0458673 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.66117 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0591733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.295572 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.084793 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.395763 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.500446 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.790651 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.549129 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.562495 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.349131 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.582606 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.332113 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0907924 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.264588 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.59354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.432024 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.740101 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.844219 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.321587 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.179323 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0151631 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0229867 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.49464 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.275654 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.404293 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.401153 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.113382 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),1.0942 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0588643 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.326197 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.177452 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.530567 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.634796 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.334246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.443048 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.151359 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.113811 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.200253 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.176374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.779912 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.388757 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.403149 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.395243 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.31549 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.279693 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.463864 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.56652 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0866803 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.00444725 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.423266 # DEPENDENCYPART_GRANDPAR
