# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(18,24),(24,23),-0.506009 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.331541 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.359714 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.179735 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.422078 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.49565 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.123336 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.194796 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0726561 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.258083 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.416118 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.490036 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.120269 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.088775 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.0588201 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.253037 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.40594 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.0959173 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.157177 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.284656 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.425311 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),-0.109804 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),-0.471121 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.344849 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.33655 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.41502 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.31049 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.0184 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.30108 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.11977 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.28437 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.00458 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.20188 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.937326 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.23877 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.769037 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.2799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0502213 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0939776 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.385588 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.219998 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.394274 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.385617 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.577181 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.46172 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.337842 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.320668 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.345266 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.336283 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.761896 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.01229 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.134057 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),0.0774806 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.243344 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),-0.157174 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-2.38218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.661096 # DEPENDENCYPART_GRANDPAR
(20,1),(1,22),-0.962004 # DEPENDENCYPART_GRANDPAR
(20,1),(1,29),-1.01623 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.272812 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.640034 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.461679 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.882588 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.0920717 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.535751 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.355121 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-2.38533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.661853 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.96515 # DEPENDENCYPART_GRANDPAR
(20,2),(2,29),-1.01463 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.115685 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.397995 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.420631 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.864454 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.152909 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.244424 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.864984 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.129445 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.364626 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.725937 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.461057 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.651036 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.373435 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.291665 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.10476 # DEPENDENCYPART_GRANDPAR
(20,3),(3,21),-0.360769 # DEPENDENCYPART_GRANDPAR
(20,3),(3,24),-0.587621 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.119135 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.424945 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.777097 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.644421 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.229161 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.414859 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.467952 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.0286281 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.162082 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.776862 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.571183 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.15574 # DEPENDENCYPART_GRANDPAR
(20,5),(5,21),-0.315413 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.412991 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.682269 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.135291 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.639928 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.0159034 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.302183 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.26702 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.411324 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0809098 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.443651 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.261466 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.502338 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.171701 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.287586 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.0895272 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.500817 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.415483 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.09834 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.332592 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.419511 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.502863 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.142446 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.27074 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.0996454 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.0628869 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.032581 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.0139465 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.94297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,3),-1.29409 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.722806 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.360587 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.61415 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.682276 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-2.30264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,11),-0.0935851 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.554454 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.463995 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.257774 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.417956 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.09081 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.331382 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.487619 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.536302 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.0824754 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.0799838 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.182005 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0468215 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.287519 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.226033 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.14417 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.528311 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.0878754 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.247877 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0522417 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.118912 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0458062 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.0154985 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.215495 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.9458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,13),-0.03096 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.105542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0423194 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.264257 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.539333 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.312906 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.0710461 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.353121 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.78441 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.440374 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.653621 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.142162 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.37706 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.78147 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.430242 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.774665 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.172602 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.650738 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.282637 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.555731 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.21655 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.519692 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.277951 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.126608 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.03783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.324201 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.617705 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.167641 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.545449 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.538183 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-1.07627 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.229486 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.134533 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.409697 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.834986 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.269683 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),0.0478415 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.376281 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.504831 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.425012 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.53099 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.0714585 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.391389 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.188365 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.30056 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.147417 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.270164 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.722637 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.18981 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.52459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.795592 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.10441 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.570785 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.724787 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.97615 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.51689 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.749712 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.11813 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.532892 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.53118 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.707805 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.47729 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.935417 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.289178 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.50748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.583077 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.409046 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.294818 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.147295 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.662719 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.259864 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.488549 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.746535 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.26232 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.732115 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.15423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.582237 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.01997 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.437763 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.895921 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.507903 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.21256 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.694681 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.113616 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.4239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.492104 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.253353 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.134008 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.162774 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.706566 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.404025 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.482842 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.211381 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.00627659 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.203608 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.460668 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.294568 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.324869 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.86194 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.455467 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.638218 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.0743647 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0696726 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0994644 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.63066 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.301416 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.406928 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.282976 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.123637 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.414254 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.279064 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.191819 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.226367 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.29156 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.137288 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.210736 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.279242 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.231981 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.229236 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.127229 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.401314 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.293906 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.22638 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.291633 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.137379 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),0.210662 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.323683 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.0776567 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.231943 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),-0.0576755 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.135023 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.472984 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.0689615 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.0952568 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.0841027 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.182544 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.0493784 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.0678304 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),0.023763 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.0512265 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.0796349 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.0871827 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.112823 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.0610938 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),0.0573715 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),0.239118 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),0.082515 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-2.13303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,24),-0.831918 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.376896 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0770319 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.180455 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.119272 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.0717938 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.0976603 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.0326648 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),0.22019 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.118422 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.199173 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.0744588 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),0.0803218 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.245638 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.347472 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.0708173 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.0630853 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.199922 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.027704 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.191492 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0650685 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.197442 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.0334342 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.215604 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.13063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.594888 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.547706 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.823178 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-1.18661 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-1.20041 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.943442 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.241802 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.301982 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.0862676 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),0.211964 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.23015 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.213672 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.0183666 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.248423 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.283651 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.0308041 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.146016 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.326988 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.111072 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.296936 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.155088 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.174263 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.0445248 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.211593 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.12009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.56327 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.482532 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.631968 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.0923 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-1.10838 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.87305 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.599591 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.412123 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.0834689 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.109335 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.0374875 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.217377 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.123245 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.201986 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.0861339 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),0.0708512 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.249435 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.352295 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0756403 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.0725559 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.210711 # DEPENDENCYPART_GRANDPAR
