# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(0,16),(16,5),-0.147496 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.472443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.645801 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.149273 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.178954 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.342268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0801546 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.437265 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0753362 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.615814 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.32316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.36082 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.411666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.88496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.547952 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.608398 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.78384 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.660107 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.611786 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.848084 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.85661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.329298 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.587563 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.827792 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.704699 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.30466 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.763799 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.873223 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-1.0385 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.892035 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-1.17741 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.923362 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.88496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.322466 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.497132 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.78384 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.660107 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-1.25661 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.611786 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.24403 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.824586 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.05934 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.994855 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-1.23178 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.9232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.386848 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.472529 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.574835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.437883 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-1.49057 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.647859 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-1.49241 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.89706 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.902017 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.853965 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.786874 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.27046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.639152 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.3462 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.454327 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.794073 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.52075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.758201 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.246886 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.0389968 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.457292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.448682 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.46717 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-1.15322 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.628819 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-1.25478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-1.05088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.440955 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.55718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0880358 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.251088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.00347301 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.719693 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.295951 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.85655 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.615713 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-1.18428 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.51453 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-1.50629 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.591088 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.64202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0017835 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.717767 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.69886 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.66914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.138399 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.744887 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.190793 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.798984 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.219266 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.939518 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.5617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.774051 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.544587 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.671719 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.794073 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.52075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.121094 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.596492 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.181186 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.334269 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.651425 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.603173 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.46717 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-1.15322 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.349242 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.628819 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-1.25478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-1.05088 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-1.12617 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.854404 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.591088 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.64202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.0017835 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.717767 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0159137 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.193073 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.680051 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.13789 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.837622 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.646773 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-1.11278 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.555877 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-1.40572 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-1.56421 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-1.50789 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.33926 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.975903 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0646615 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.25692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.293287 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.461513 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.283187 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.37433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.583062 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.368014 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.633065 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.557404 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.501761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.897223 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.79593 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.574806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.00106484 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.199709 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.362074 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.216422 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.268554 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.155753 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.042261 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.184579 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.159136 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.801134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.617181 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.744656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.249074 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.648225 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.61783 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.679439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.459596 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.112713 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.555711 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.103333 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.462577 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.284215 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.099745 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.232623 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.00947773 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0403244 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.296965 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.13209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.607015 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.551748 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.742847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.413209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.164294 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0312476 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.394182 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.26314 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.267785 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0303448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.24269 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.137877 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.186664 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.120612 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.469366 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.202448 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.508334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.103779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.381844 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.408073 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.178135 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.244259 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.650574 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.897223 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.79593 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.574806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.465622 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.0674743 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.214246 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.249013 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.242116 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0710593 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.193035 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.184579 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.132682 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0118909 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.159136 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.132528 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.446816 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.173826 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.801134 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.617181 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.744656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.249074 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.200957 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0780749 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.580885 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0722656 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.465528 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.548657 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.188978 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.569095 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.2448 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.375659 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.259889 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.586302 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.280576 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.372849 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.224358 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.13171 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0650748 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.138668 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.179246 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0870768 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.145809 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.48798 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.129291 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.897223 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.79593 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.568553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.471875 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.073727 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.220499 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.232313 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.248369 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0543597 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.188181 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0338226 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.221023 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0600202 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.0523651 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0713419 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.445421 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.171028 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-1.00413 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.541719 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.61084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.346558 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.634428 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.52039 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.51275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.0151586 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.26423 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.409946 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.855398 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.709952 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-1.03209 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.99951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.456233 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.493239 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.43718 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.692221 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.853454 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.79104 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.32679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.80898 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.57103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.41604 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.78682 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.1797 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.9824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-1.52381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.90592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.19099 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-2.00952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.00374 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.709801 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0157924 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.978049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.255511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.435202 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.220264 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.215188 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.382239 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.669537 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-1.10906 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.61902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-2.00877 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.21996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.86113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.631761 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.442038 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.562242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.641703 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.16098 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.814366 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0976183 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.304497 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.759467 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.594353 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.889005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.603641 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.192742 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.361237 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.464522 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.295748 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.10828 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.800071 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.244508 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.86042 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.463221 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.136503 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.737874 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.292639 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.20338 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.496587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-1.0599 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.26591 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.52201 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.937684 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.89756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.840772 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.33329 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.679433 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.00734825 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.940821 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.44115 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.262906 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.308699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-1.27255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-1.01097 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.625421 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-1.13289 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.61455 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.764958 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.45989 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.734543 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.122143 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.414219 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.493964 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-1.19036 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-1.03518 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.481688 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-1.03881 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.0282742 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.890212 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.32908 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.525662 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.282562 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.451993 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-1.19809 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.435121 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-1.06948 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.771767 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.17932 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.318567 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.163341 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.804858 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.322506 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0599388 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0552237 # DEPENDENCYPART_GRANDPAR
