# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(17,16),(16,14),-0.623459 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.557243 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.60934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.611639 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.582194 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.625945 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.518354 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.744193 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.55879 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.916307 # DEPENDENCYPART_GRANDPAR
(17,16),(16,27),-0.994737 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-0.777779 # DEPENDENCYPART_GRANDPAR
(17,16),(16,29),-0.897103 # DEPENDENCYPART_GRANDPAR
(17,16),(16,31),-1.18334 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.775691 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0247464 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.258053 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.273237 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0238823 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.315217 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.573693 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.824538 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.781532 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.34851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0469216 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.173749 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.17858 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.153394 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.24123 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.586276 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.55596 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.772627 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-1.25691 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-1.51491 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.587284 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.829267 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.543442 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.47223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.211799 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),0.370245 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.805894 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.37343 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.792208 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-1.27009 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.799818 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.748251 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.96194 # DEPENDENCYPART_GRANDPAR
(19,16),(16,31),-2.1147 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),1.40993 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.406544 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.08173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.865709 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.176321 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.624222 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.997467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.937538 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.170145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.254316 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-0.94724 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.949655 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-1.26006 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.28813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.722518 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),1.15012 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.515414 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.398512 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.498638 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.676222 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.555617 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-1.1343 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.721455 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-1.94772 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-0.863874 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-0.886213 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-2.11645 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.817123 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-2.20206 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.850916 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.742633 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-1.25617 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-1.89125 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-2.15167 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.942298 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-1.09203 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.925681 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.350413 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.570818 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.999923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),1.50168 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.246054 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.400446 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.400127 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.569108 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.105494 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.33546 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.437105 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-1.00467 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.199597 # DEPENDENCYPART_GRANDPAR
(19,31),(31,20),0.935007 # DEPENDENCYPART_GRANDPAR
(19,31),(31,25),-0.382642 # DEPENDENCYPART_GRANDPAR
(19,31),(31,26),-0.577095 # DEPENDENCYPART_GRANDPAR
(19,31),(31,27),-0.0435118 # DEPENDENCYPART_GRANDPAR
(19,31),(31,28),0.129042 # DEPENDENCYPART_GRANDPAR
(19,31),(31,29),-0.406375 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),-0.911555 # DEPENDENCYPART_GRANDPAR
(19,31),(31,32),-0.0210875 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.495736 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.794428 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.796523 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.609842 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.731871 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.448534 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.35901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,25),-0.328018 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.718229 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.455818 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-1.01068 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-2.26967 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.593036 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-1.75896 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.565231 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-1.62009 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-2.12482 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-1.31323 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-1.5296 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.329458 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-1.74914 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.219227 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.130526 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.287787 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.321833 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-2.20446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,23),-0.805099 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-2.37164 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-2.20297 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-1.19892 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-1.4732 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-1.65441 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.43015 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-1.35571 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.317261 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.364903 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.667559 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.56513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.974909 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.995435 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-1.32614 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-1.60117 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-1.4859 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.691082 # DEPENDENCYPART_GRANDPAR
(21,16),(16,29),-0.940896 # DEPENDENCYPART_GRANDPAR
(21,16),(16,31),-2.1986 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.511069 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-1.58374 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-1.34684 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.159936 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.397738 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.32595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,16),-0.217832 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.267747 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.60191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,23),-0.950762 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-1.30207 # DEPENDENCYPART_GRANDPAR
(21,19),(19,31),-2.23531 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.20347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),-0.337705 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.603756 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.638259 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.245647 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.673464 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-1.02722 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.317761 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.108811 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.452118 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.139403 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.664419 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.298183 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.657625 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.0490724 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.240681 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.534954 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.645505 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.192553 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.784939 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.89806 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-1.14364 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.949518 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-1.15962 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.511047 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.16325 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.630662 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.58497 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.60729 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.0524436 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),0.183938 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.0680473 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-2.20912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.59679 # DEPENDENCYPART_GRANDPAR
(22,3),(3,27),-0.782495 # DEPENDENCYPART_GRANDPAR
(22,3),(3,28),-0.586494 # DEPENDENCYPART_GRANDPAR
(22,3),(3,29),-0.383881 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.5117 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.52583 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.0482261 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.486004 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.68237 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.645499 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.725765 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.0460143 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),0.0194689 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.322733 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.355258 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.527088 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.722429 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.683652 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.136209 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.301184 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.123889 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.68741 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.850316 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.151511 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.732268 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.430942 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.863509 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-1.09652 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.854378 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-1.10045 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.187003 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.583765 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.609732 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-1.47143 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.0585393 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),0.165142 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.076395 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.2009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.590236 # DEPENDENCYPART_GRANDPAR
(22,8),(8,25),-0.392314 # DEPENDENCYPART_GRANDPAR
(22,8),(8,28),-0.577819 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.705546 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.736884 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.127878 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.22609 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.197624 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-1.10143 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.054391 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.748567 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.883441 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.301172 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.457355 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.30913 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-1.03607 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.00620011 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-2.10907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,24),-0.861744 # DEPENDENCYPART_GRANDPAR
(22,11),(11,28),-0.538936 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-1.09621 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.277718 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.881662 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-1.08627 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.627717 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.51036 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-1.38857 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.00516174 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.578984 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-2.46492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,14),-0.276715 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0269373 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.0918933 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.34528 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.022425 # DEPENDENCYPART_GRANDPAR
(22,15),(15,23),-0.504368 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.690558 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.893214 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.592714 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.509555 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-1.38799 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.284975 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-1.14335 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.00646489 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.108881 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.321746 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.0157252 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-2.27448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.705187 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-1.02713 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-1.36051 # DEPENDENCYPART_GRANDPAR
(22,16),(16,27),-0.941599 # DEPENDENCYPART_GRANDPAR
(22,16),(16,28),-0.667072 # DEPENDENCYPART_GRANDPAR
(22,16),(16,29),-0.469991 # DEPENDENCYPART_GRANDPAR
(22,16),(16,31),-1.6012 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.606351 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-1.31201 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-1.08116 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.164296 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.20542 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0888417 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.0164072 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.196584 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.394387 # DEPENDENCYPART_GRANDPAR
(22,19),(19,23),-0.669702 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.975433 # DEPENDENCYPART_GRANDPAR
(22,19),(19,31),-1.62543 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.202935 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.285253 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.915218 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.139477 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0312473 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.224014 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.00309904 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.40807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.216177 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.21706 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.984103 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.19565 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.12603 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.350533 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.876227 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.64884 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.55257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.724656 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.216587 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.901 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.237304 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-1.06197 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-0.436903 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.08847 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-0.925914 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.2733 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-1.4533 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.12824 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-1.46547 # DEPENDENCYPART_GRANDPAR
(22,24),(24,8),-1.12203 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.680852 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.878592 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.905552 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-1.7823 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.869528 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.96967 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-0.526198 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.193336 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.110326 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.376301 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.48608 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.5878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.214233 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.223656 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.826376 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.224364 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.13334 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.223819 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-1.12101 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.506453 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.00360871 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.502551 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.299919 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.169481 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.780863 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.207886 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.175843 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.150983 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.388137 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.280707 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-1.0219 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.435552 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.266397 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-1.02362 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.212936 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-1.58668 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-1.06257 # DEPENDENCYPART_GRANDPAR
(22,28),(28,1),-0.672395 # DEPENDENCYPART_GRANDPAR
(22,28),(28,2),-1.42019 # DEPENDENCYPART_GRANDPAR
(22,28),(28,3),-1.2485 # DEPENDENCYPART_GRANDPAR
(22,28),(28,4),-1.38799 # DEPENDENCYPART_GRANDPAR
(22,28),(28,5),-1.78503 # DEPENDENCYPART_GRANDPAR
(22,28),(28,6),-1.34408 # DEPENDENCYPART_GRANDPAR
(22,28),(28,8),-1.44281 # DEPENDENCYPART_GRANDPAR
