# _root_ Jedná se o projekty snižující zamoření ovzduší , zlepšující kvalitu vod , hospodaření s odpady .
#goldHeads=0,1,1,3,8,5,6,4,8,12,10,9,12,13,14,0,
#predictedHeads=0,1,1,3,4,5,6,9,4,9,10,9,9,13,14,0,
(4,11),(11,14),0.247207 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.690373 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.92663 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.1604 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.19628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),0.496272 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.447038 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.626425 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.188949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.0902249 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0444294 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.144398 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.269153 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.46886 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.219608 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-1.83416 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.873067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),1.16404 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.829106 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.782121 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.219243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.383798 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.386461 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.576425 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.307503 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.649678 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0223008 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.281821 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0443282 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.12216 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.00328511 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.214662 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.383304 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.268468 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0182143 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.480965 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.59769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.254596 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.463352 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.47192 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.440045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.163203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.083152 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.69001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.201413 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.536172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.51972 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.803369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.690406 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.857884 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.528288 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.898592 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.413875 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-1.18398 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.01153 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.669387 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.318543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.564151 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.842659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.249137 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.037743 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.081099 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0988183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0745358 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.11223 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0717668 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.01153 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.669387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.318543 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.564151 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.841983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.854113 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0376473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0817266 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.104766 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0648169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0714232 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.0581 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.422421 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.76946 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.18027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.437311 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.100939 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.321488 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.155995 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.325289 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.125412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.36778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.128677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.653861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.339252 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.01153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.318548 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.86162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.526958 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.244776 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0235296 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0634248 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0248399 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.10489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0693283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.395254 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.133886 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.310208 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.403095 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.156573 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.788281 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.40145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0688645 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.829885 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-1.3149 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.751768 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.815382 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.32588 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.66242 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-1.4168 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.31712 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.35072 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.873519 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.67227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.923093 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.908589 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.05175 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.422056 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.381589 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.398387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.46562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.133042 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.864322 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.29434 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.37888 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.815937 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.849819 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.39079 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.62945 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.48098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.145786 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.426034 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.42889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0963095 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.825821 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.34216 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.26645 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.7631 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.02045 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.887546 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.970364 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.4288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.993517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0762964 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.347073 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.533344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0332934 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.218073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.85561 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.03229 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.22675 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.45714 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.3131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.01542 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.258893 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.323774 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.24571 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0944552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.322335 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.209228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.414908 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.514605 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.920878 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.30169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.02975 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.32649 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.00406791 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.569928 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0940112 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.00509911 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0511475 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0872736 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.442843 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.7631 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.887546 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.42889 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),1.3457 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.281187 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.280363 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0352756 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0655181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.529302 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.219672 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.626188 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.329483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.970364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.4288 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.986392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),1.34437 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.248724 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0990767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0802335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.570799 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.249527 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.667685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.76313 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.970373 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.4288 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.99151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),1.33926 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.262991 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0939576 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.659922 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.295023 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.184118 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.616766 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.330766 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0100152 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.222684 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0534508 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.284225 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0928805 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.451037 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.172269 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-1.44393 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.111284 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.10212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.605314 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-1.16868 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.909167 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.914987 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.61088 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.886306 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-1.57113 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-1.15862 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0231657 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-1.52776 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.07577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.698522 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-1.0082 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.829385 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.199683 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.427903 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-1.05751 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.238958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.16629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.639751 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.817506 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-1.23266 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.973337 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.949424 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.67579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.853335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.6353 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.190194 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.108019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0749882 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.12956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.601249 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.19593 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.10795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.828789 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.199639 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.42493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.432374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.13283 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.16629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.639751 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.816902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.23266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.973334 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.67579 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.853334 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.63621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.07837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.55543 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.10866 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.48989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.01655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.213473 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.170801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0950623 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.194573 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.600588 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.435258 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.562484 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.3564 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.966965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.19763 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.00215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.55683 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.160954 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.423193 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.00227933 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.26924 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.17106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.230936 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.28081 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.54371 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.933633 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.08041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.688595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.508713 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.188866 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.10233 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.162897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.794512 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.443784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.760722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.168377 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.29904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-2.08031 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.23436 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.689918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.220505 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.244258 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.1725 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.825785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.468527 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.791994 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0839034 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.506562 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.201666 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.12634 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0918388 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.121134 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.212385 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0332864 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.106647 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.187779 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.93026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-0.550741 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.78168 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.656809 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.757872 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.900522 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-1.02623 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.961942 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.183763 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.180448 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.12712 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.85391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,12),-0.580459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.139517 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.017322 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0465953 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0422845 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.129882 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.210257 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.05661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.515484 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.597457 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.828493 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.783162 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.805422 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.868015 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.07305 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.19146 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.459197 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0819273 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.163246 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.8599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.369618 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.865749 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.148364 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0266649 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0528454 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.227456 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0159101 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.211352 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.05661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.514881 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.597455 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.828491 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.805419 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.868013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.148922 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0267018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0532314 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.221545 # DEPENDENCYPART_GRANDPAR
