# _root_ Úřad slovenského prezidenta nejdříve vyvrátil slova Hornovy mluvčí , za několik dní však vydal prohlášení , v němž svoji původní verzi odvolal .
#goldHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
#predictedHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
(22,6),(22,11),-0.030904 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.196397 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0821784 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.017586 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.186191 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.148523 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0382167 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.160997 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.186643 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0121214 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.160113 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0082694 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0455642 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.200508 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0731459 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.00375467 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.190302 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.160113 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0102891 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.16897 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.190755 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0280237 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0291155 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.00644594 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.00965131 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.110618 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.124344 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.0254891 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.176591 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.038209 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0114289 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.024913 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0529955 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0551685 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0144917 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0174736 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.051694 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.197239 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0505598 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0776419 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0437351 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0621683 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0783647 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.00450956 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.000665814 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0661242 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0482494 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.00173087 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0022711 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0660153 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.00168865 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0793441 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.00445849 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.190472 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.150075 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0163495 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.169541 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.190924 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0266275 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00661991 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.00250191 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.123785 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0169883 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0757454 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.00260643 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.086039 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0184014 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0963485 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.035058 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0686697 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0183009 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0423677 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.153899 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0160434 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.169655 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.193545 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0248302 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.038209 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0114289 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.024913 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0253276 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.139089 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0406065 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.100159 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0560886 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.101412 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0226098 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.24913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.214354 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.16227 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.140103 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.506101 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.463281 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.216237 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.148421 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.362162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.155651 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.664398 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.266928 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.1581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.166183 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.140417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.304981 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.463821 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.451012 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.128307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0824767 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.127183 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.164925 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0786914 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.154084 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0434777 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0440694 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.153579 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.371199 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.269951 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.237015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0303245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0477469 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0637741 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.553615 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.88736 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.335072 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.239645 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.199881 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0395078 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.571854 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.501233 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.308048 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.445766 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0949007 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.49238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.256699 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.520935 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.161922 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.026311 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.00847424 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),1.17831 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.787348 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.461449 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-1.02592 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.062519 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.317411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.685936 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.162303 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.347318 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.35535 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0234287 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.511201 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.643501 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.585198 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.245898 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.299511 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0717848 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.865384 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.355049 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.301149 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0978993 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0591815 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.800991 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.999351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.0830885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.473824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.120487 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0596644 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.140907 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.521758 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.339738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.308261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.0327599 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.147242 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0113764 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.568819 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.342235 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.055857 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0288301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0281826 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.33128 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.469431 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.948999 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.335072 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.571854 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.308048 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0859477 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.274026 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.705437 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.221159 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.17456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.380443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.00847424 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.306045 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.66381 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),1.17831 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.16531 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.443042 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.0904468 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.121809 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.516909 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.37052 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.339044 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.0753673 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.15586 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.02289 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.599602 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.335549 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.152016 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.269178 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.0796365 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.284965 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.500617 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.774978 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.0602675 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.02934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),1.15516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.238401 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0426266 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.694306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.931683 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.084865 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.137874 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.315459 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.222814 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.20265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.582391 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.780011 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.210591 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.319772 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.03486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.567691 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.937178 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.266598 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0774875 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.268941 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.343232 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.505336 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.0351655 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.248938 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.0414709 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.160901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.293005 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.721074 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),0.341636 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.0198107 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.488672 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.525133 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.895782 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.108932 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.216275 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.307595 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.197399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0917825 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.160996 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.605438 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.0824838 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.263674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-1.2862 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.0719171 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.184989 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.04038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.495668 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),0.932702 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.136193 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.153174 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.261643 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.0959253 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.162378 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.636378 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),0.0849374 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.275249 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.507243 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0895914 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.309035 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.0836922 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.0362454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.333264 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.776957 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.160213 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.04489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.875046 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.719345 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.898071 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.558353 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.27993 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.922618 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.58811 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.20071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.327216 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.322642 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.705612 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.496003 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.44846 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.48384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.132781 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.341839 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.142341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.21118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.255723 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.116358 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.692434 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.474874 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.210699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.508323 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.276526 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.220495 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.557999 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.787408 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.479184 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.352412 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.907381 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.616116 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.427413 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.42277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.483542 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.30256 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.53632 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.37536 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.09692 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.709542 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.38579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.660122 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.49929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-2.00682 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.500492 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.40999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.645198 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.478841 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-2.04085 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.545025 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.26694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.164915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0944986 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.321451 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0363945 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0670545 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.427615 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.289248 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.401708 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.336728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.709054 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.933242 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.18123 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.473689 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.784194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.807644 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.23499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,6),-0.37274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.609572 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.269385 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0146392 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.300944 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.334586 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.631768 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.976986 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.408218 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.689374 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.787829 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.480116 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.601186 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.62303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.526859 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.280185 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.453256 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.813217 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.657344 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.699871 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.68059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.250223 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.717531 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.510146 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.62327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.52696 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.06454 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.453261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.06238 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.0001 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.08454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.1791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.320275 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.505462 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.127129 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.129128 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.43751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.191401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.253794 # DEPENDENCYPART_GRANDPAR
