# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(20,17),(20,18),-0.0679905 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0594055 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.119894 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.105884 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.080254 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0103797 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.106515 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0141539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0614936 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.779035 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0478392 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.369464 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.464496 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.4478 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.625105 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.864913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.45268 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.29141 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.297769 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.230298 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.352828 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.677337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.18668 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.256068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.231341 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.944037 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.613118 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.135995 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.111523 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.297491 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.115558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0515779 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0314267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.304675 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.90913 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.332031 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.309556 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.0389768 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.354819 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0397125 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.181074 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.201152 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.656086 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.212418 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.390331 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.343919 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),1.21798 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.282582 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.3488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.879341 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.619917 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.171107 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.123033 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.329148 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.534313 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.130673 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.265935 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0239465 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.291988 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.912461 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.548648 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.339511 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.296868 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.589957 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.259124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.337258 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.0314966 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.352405 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.684392 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0984528 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.111609 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.54043 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.342482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),1.18388 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.27431 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.483718 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.304829 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.850349 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.290046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.11664 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.616342 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.177745 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.124269 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.332719 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.527676 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.126532 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.112644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.179477 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.337517 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0357325 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.485864 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.372043 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.327908 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.652741 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.287407 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.369694 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.000939562 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.597359 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.129783 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0934071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.304757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.575639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.109138 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.140606 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.22744 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.345074 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.866025 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0299702 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.361774 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.326265 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.568121 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.309678 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.359521 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.00923357 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.430411 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.352405 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0984528 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.111609 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.342482 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.191958 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.956452 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.192441 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.572501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.691425 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.850349 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.290046 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.365396 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.11664 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.546299 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.100375 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.0478635 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.264817 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.605046 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0571317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.180546 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.256847 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.401126 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.826085 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0433946 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.658039 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.612286 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.406007 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.30003 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.581303 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.368657 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),9.70939e-05 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.129266 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.670595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.3104 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.331203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.105361 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.27111 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.741688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.759763 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.211044 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.539686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.983746 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.499798 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.18827 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.452492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.196086 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.144777 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0135578 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.0982044 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0259186 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.0133987 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.382857 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),1.016 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.317385 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.161131 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.794288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.814208 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.288712 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.566128 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.061727 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.358523 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.031057 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0700827 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.281378 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.204981 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0702418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.0598949 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.549345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.983006 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.488614 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.557939 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.096855 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.534263 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.233874 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.122622 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.0124994 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0906489 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.0300183 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0480744 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.0123403 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.118848 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.5632 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.609878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.405012 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.20291 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.262159 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.120919 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.118632 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.182205 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.341398 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.177288 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.383732 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.278036 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.16891 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.627338 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.431716 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0930543 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.152204 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.40863 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.230892 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.308747 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.821384 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.770803 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.539013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),1.02398 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.509952 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.581587 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.137827 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.544044 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.241959 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0984512 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0400599 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.410142 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.0715381 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0540854 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.0252678 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0773281 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.553933 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.6157 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.410835 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.541058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.988651 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.497638 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.565232 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.102499 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),0.543369 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),0.225605 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),0.063124 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.0493272 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.0984129 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.393997 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.0230892 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.0166054 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.107395 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.56237 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.584893 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.380027 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.942425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,4),0.177288 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.278036 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.16891 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.431716 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.0332769 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.273316 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.923064 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.310307 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.570701 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.308747 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.821384 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.88961 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.770803 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.538396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),1.00028 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.500987 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),0.568652 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),0.114132 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.545545 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),0.229025 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),0.0747569 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0595817 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),0.101833 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.404271 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.0882245 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.0728071 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.0597408 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.554234 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.469543 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.600181 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.395316 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.0911577 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.58551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.376913 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.14098 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.68464 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.62779 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-1.28223 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-2.01945 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.25153 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.9388 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.34743 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.55144 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-2.02553 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.691296 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.53297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.587874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.826339 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.35798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.220557 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.157616 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0105712 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.4113 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.474823 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0340451 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-1.09064 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.392963 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.265864 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-1.05414 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.0469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0351771 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-1.08979 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.802637 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.57429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0701656 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.125759 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.679542 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.436739 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.723278 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.24933 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-1.08414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.50247 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.549239 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-1.17959 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0944928 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.82679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.447392 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.69683 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.545882 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.890545 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.15042 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.742366 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.03259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.951011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.859495 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.989462 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.102621 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.81225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.38845 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.699638 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.624522 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.491169 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.5716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,9),-0.685887 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.147342 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.101496 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.4055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0434497 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.306374 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.25654 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.517146 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.847848 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.05724 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.825038 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.07084 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.68966 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0465444 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0361363 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.97049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.510074 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.107392 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.121154 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.218851 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),0.40211 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.00583547 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.179095 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.419422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.553676 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.696523 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.492591 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.40893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.695858 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.425003 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.422262 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.048992 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.184009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.00916564 # DEPENDENCYPART_GRANDPAR
