# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(17,12),(17,27),-0.0735399 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.190393 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.186266 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.143693 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0282894 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.189416 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.101822 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0557184 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00496065 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0465259 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00711072 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0392705 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0430453 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.0240011 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.193641 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.150871 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0284545 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.189189 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.101594 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0554906 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0122789 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0564568 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00504723 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0396454 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0529761 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.0242462 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.147224 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0274339 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.188936 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.101342 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0552379 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0141066 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0488073 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00328306 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.03879 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0453266 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0235206 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.123223 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0698926 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0581555 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0420903 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00403666 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0106713 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0063874 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0274263 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.00257948 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0253276 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.297807 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.347492 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.344023 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.292379 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.471071 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.286903 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.230714 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.471047 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.18732 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.276447 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.220666 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.138007 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0746341 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.224928 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0266458 # DEPENDENCYPART_SIBL
(17,19),(17,26),0.0746011 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0561087 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0883461 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0659738 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0123906 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.112608 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0177014 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0123575 # DEPENDENCYPART_SIBL
(17,20),(17,27),0.0269679 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0482979 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0226567 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0923599 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0544876 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0226897 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.0332181 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0312836 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.00757189 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0662404 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.0284726 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0478964 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0252859 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0170124 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.115366 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.128318 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0996151 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0460613 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.0942788 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.108301 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.15051 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.129833 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.124361 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0531258 # DEPENDENCYPART_SIBL
(22,23),(22,26),-1.45901 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0245866 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.00839285 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0433663 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0278644 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.142263 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0739216 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0886793 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00730218 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.00887521 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.140009 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0724581 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0500833 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.10291 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0097521 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.103707 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0473589 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0378834 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0860094 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.157625 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.173802 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0384707 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.11991 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.034234 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.179464 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0348873 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0288576 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.153701 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.205457 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.91242 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0792311 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0683081 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0913362 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0665237 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0903121 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0432091 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.717288 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.205751 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.474989 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0609152 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.00839264 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0428928 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.109603 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.115096 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.114707 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.0886637 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0102256 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.106082 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0422035 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.141661 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0859938 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0488973 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.096237 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.039607 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.120479 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.110425 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0107929 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.00259588 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0132625 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.183143 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.106361 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.027869 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.269646 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0571393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.438225 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.269746 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.141152 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.424691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.552723 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.475816 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.382116 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.369105 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0527314 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.3322 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.12768 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.335499 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0138483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.26089 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.250174 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0873948 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.126407 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.196 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.153992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0548207 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.255894 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.132162 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.175729 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.279829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0904889 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0973656 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.54086 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.408969 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.204034 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0616814 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.305739 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.812217 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0748699 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0319072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.409757 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.554331 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.367001 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.953588 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.293406 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0837492 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0821154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.12887 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.621136 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0215115 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0976266 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.289245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.613521 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.574851 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.363251 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.378661 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.90023 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.369117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0526917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.332248 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.230266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.151323 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0208336 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.198003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.693333 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.420053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0874694 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.126368 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.195959 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.153951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0548618 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.255846 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),1.12794 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.422366 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.615327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),0.0265872 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.132162 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.279829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.00179253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.0225318 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.325949 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.57878 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.24224 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.105713 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.315812 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.526858 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.51178 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.280016 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),1.42091 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.457351 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.402734 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-8.04252e-05 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.367983 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0526917 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.230266 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0208336 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.198003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.420053 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.192674 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.225663 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.223352 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.407413 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.390979 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.161473 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.281474 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0954537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.163276 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.20401 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.582936 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.420861 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.615327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.0270661 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.613273 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),-0.383135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),0.210886 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-1.18661 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.952959 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-1.09981 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.89628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.154507 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.00560718 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.108229 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.27138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.178 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.479464 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.18046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),1.72688 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.224073 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0601753 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.364322 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.888053 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.69506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-1.14352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.05054 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.36618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.13351 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.158925 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.324788 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.191177 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.541234 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.945606 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.462512 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.34538 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-1.44571 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.237846 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-1.37854 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.146924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.04408 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.35984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.0136127 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.306059 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.216886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-1.13518 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.73478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.303817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.262025 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.176551 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.946603 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.73847 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.478829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.230509 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-1.80566 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.195437 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.894645 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.68621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.155511 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0601884 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0821977 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.860117 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.975402 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.53274 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.299559 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-1.78579 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.58331 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-1.71917 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.402365 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-1.13158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0557004 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0651562 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.208933 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.280135 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.485063 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-2.02151 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.800885 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-1.92747 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.05054 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.36615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.133542 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.180845 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.140204 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.15398 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.05616 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.498715 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.817147 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.462495 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.345377 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-1.44571 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.237841 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-1.37854 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.146918 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-1.10226 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-1.06604 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-1.71772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.855767 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.227007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-1.24166 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.09633 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.301157 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.457771 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.05708 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-2.0271 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.119718 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),0.161703 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.168842 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.59277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.292906 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.0167124 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),0.00685168 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.592147 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.797545 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.554975 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.376251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.3863 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.15456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.305984 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.198818 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.856662 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.25461 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.18187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.29135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.307997 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.551001 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0204925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.159691 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.077328 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0564691 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.0769275 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.0601856 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.23482 # DEPENDENCYPART_GRANDPAR
