# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(2,13),(13,12),-0.240189 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.182509 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-1.86886 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.852239 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.17317 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-1.03427 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.104552 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-1.57667 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.616928 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.472572 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0269995 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.08422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.510988 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.850392 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.02839 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.234958 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.17356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.786406 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.958301 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.27216 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.951923 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.333 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.934967 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.21702 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.35399 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.59531 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.12219 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.809769 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.36921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.389611 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.451374 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0231218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.498865 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.375106 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.449257 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.594302 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.14415 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.07435 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.686534 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.63725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0500443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.417384 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.144151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.424904 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.626501 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.435864 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.520341 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.35244 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.878895 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.50756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.143739 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.300915 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.204773 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.406024 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.486486 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.383966 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.501461 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.21716 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.836634 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.50634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0929364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.283806 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.100549 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.379336 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.406896 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.377505 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.294877 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.474772 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.491848 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.045116 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.591818 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.506235 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.606858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.126773 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.145716 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.40487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.4029 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.339785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0655654 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.35362 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.17387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0987783 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0517423 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),0.158808 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.375764 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.144989 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.117718 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.666784 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.616705 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.407771 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.384178 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.56699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.511668 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.644761 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.116442 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.89283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.841517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.634883 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.947105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0149745 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.541695 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.00494076 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.371174 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0286183 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.146765 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.06395 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.912863 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.758474 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.963325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.080164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.261433 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.11963 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.451326 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.121732 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.271335 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.714016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.729821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.397685 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.811061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0354825 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.405129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.277727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.107226 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0999258 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.234889 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.126021 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.29982 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.203199 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.0559649 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.0861707 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.349171 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.6768 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.264707 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.359189 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.306445 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0810441 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.555395 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.513951 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.531725 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.00742 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.943671 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.785899 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.09655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.309413 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.146988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.477639 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.342703 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.489947 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.18362 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.526171 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.343326 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.501083 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.518278 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.905581 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.874519 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.619502 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.00363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.0976672 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0589433 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.786456 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.119694 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.285155 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.25065 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0682942 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.353909 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.284683 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.431992 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.2192 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.239641 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.293873 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0786544 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.137811 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.555395 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.513951 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.633828 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.531725 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.540922 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.518771 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.914368 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.729719 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.383746 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.358354 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.162036 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.317601 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.79383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.619733 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.289009 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.309441 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.442944 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-1.08719 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.538018 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.13744 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.9432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.923435 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-1.24164 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.191142 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.158562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.94754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.98128 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.770429 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.587941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.866737 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.473611 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.987091 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.60394 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-1.34784 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-1.26756 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0274036 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.02847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.21007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.791931 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-1.23503 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.816661 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.335491 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.08155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.0948 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.937801 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.63232 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.984584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.474223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.932872 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.528842 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.90112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.66924 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.44787 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.860324 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.4812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.117696 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0395134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.735363 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.082522 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.340065 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.83268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.66135 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.45383 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.889316 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.37406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.256417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.153531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.659245 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0800639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.05228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.454083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.549566 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.179005 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-1.02313 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.973306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.645712 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.41988 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.303422 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.501899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0392264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.136775 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.391303 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0390498 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.875135 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.860038 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.47298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.182986 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.00406065 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0743141 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0167028 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0892633 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.335711 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.41038 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.049859 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-1.10876 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-1.03932 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.9429 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.8013 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.56294 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.898485 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.62135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.551864 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.212241 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.163166 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.848172 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.015306 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.423681 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.425876 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0447991 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.285125 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-1.0446 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.985714 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.559007 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.602181 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0890569 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.391303 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0390498 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.250901 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.875135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.813328 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.593879 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.386656 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.33305 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0226107 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.25859 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.51029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.908131 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.270667 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.26843 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.127244 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.52413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-1.17626 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.02413 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.18453 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.679986 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.67116 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-2.03403 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-1.04107 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.838289 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.00429471 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0808949 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.80191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-1.2237 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.910683 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.377033 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.288991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.039976 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.62838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.32376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.01966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.26147 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.613332 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.22341 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.549639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-1.26429 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.680344 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.522146 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.463993 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.32479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-1.03169 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.885223 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.35851 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.481772 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.08896 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-2.01045 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.33344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.46807 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.89553 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.5035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.36745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.19728 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.14993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0265451 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.180344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.401022 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.773247 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.28235 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.585698 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.618038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.636866 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.56097 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.38059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.230067 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.423217 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.221655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.855321 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.275073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.688332 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.852186 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.586973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.07198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0331864 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0978017 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.367127 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.175507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.483663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.815414 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.297462 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-1.16529 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.1773 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-2.06963 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.43139 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.52882 # DEPENDENCYPART_GRANDPAR
