# _root_ Nepřispěje - li sponzor , nezbude škole než využít možností , které jí dává zákonodárce .
#goldHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
#predictedHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
(4,1),(1,4),-2.46558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.37694 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.4106 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.90883 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.418518 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.874871 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.23565 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.01561 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.18334 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.106072 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.67187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.503459 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.42745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-2.11512 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.438657 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.44196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.2408 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.861589 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.325738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.38597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.332128 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.31297 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.777384 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.970795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.66987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.73491 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.28162 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.705405 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.38054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.857718 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.908571 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0148013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.307913 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.220633 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.298452 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.6616 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.21174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.709515 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.39266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.81356 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.545605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0538418 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.123112 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.138338 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.148495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.360269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.501567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.784108 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.794194 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.5972 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.05737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.727208 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0744157 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.132739 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.406439 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.485303 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-1.3381 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.80452 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.2647 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.88756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.687474 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.680424 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-1.33459 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.221285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.213587 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.190937 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.564094 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.14104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.968183 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-1.66206 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-1.2119 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.709543 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.36428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.799606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.543129 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.817377 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.101993 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.00310966 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.131627 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.16094 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.911216 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.314896 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.770732 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.799982 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0502205 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.140684 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0235685 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.05707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.673002 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.12897 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.735584 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.11783 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.38137 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.833191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.235014 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.290356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0648792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.17711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.57142 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.13099 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.600238 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.38342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.07607 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0514211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.122981 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.134764 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.98889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.480084 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.925057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.765011 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.758359 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.179699 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.134471 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.164236 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.18722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.672711 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.17877 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.688546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.17739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.913072 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.63953 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.834799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.942691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.41262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.109787 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0873427 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.371324 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.373374 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.298497 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.429712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.425762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.534636 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.327749 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.795862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.992607 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.39565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.0218568 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.405242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.430869 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.450667 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.590947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.84185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.548301 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.80932 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.04493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.216317 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.322806 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.43846 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.454446 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.343024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.46428 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.619135 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.335723 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.913092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.639551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.834799 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.930639 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.174353 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.148848 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0961125 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.370522 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.287532 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.431633 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.530862 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.322268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.107248 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.062976 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.276055 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.275909 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.44481 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.470998 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.450228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.589049 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.355498 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.869193 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.682344 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.728033 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.42233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0346663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.503592 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.419052 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.777486 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.575989 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.50107 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.814134 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.558774 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.427661 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.117955 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.432764 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.618728 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.40747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0675708 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.143932 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.0292203 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.91352 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.716581 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.296922 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.155823 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.266898 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.426258 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-2.48186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.2311 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.214202 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.07707 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.969469 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.407577 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.399459 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.231322 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.973666 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.42092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,9),-0.0427113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.835014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.765053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.315927 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.00719796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.117649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.356251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.31543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.18246 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.089439 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.80307 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.488532 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0578735 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0290343 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.350498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.67227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.523455 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.330517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.294212 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.36941 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.948813 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.160907 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.505686 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.214824 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.17162 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.783411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.310234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0719262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.373706 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.867476 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.643114 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.06251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.534417 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.70714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.137089 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.615397 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.410622 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.269416 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.226612 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.481033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.296778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.501411 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.364052 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.233991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.710949 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.80333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.255748 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.23551 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.523493 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.115931 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.417268 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.589292 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.22631 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.702172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.1812 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),1.14387 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.183487 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.675512 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0438044 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0704402 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.368362 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.253987 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.786621 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.585242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.426135 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.438225 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.87712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.349977 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.49618 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.502039 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.318694 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.869689 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.572696 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.376365 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.438078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.179048 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.587629 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.522875 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.385217 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.255047 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.759702 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.20689 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.80917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.276723 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.232803 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.577202 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.563972 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0821959 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.597162 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.150629 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.618587 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.281405 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.521315 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.00522943 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.24838 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.951482 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.162498 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-1.15134 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.00920699 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.778588 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.813585 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.985845 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.77178 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.01938 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.394716 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.219221 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0993937 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.568412 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.75097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.108188 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.02649 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.19863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.277953 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.131024 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-1.09666 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.646339 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-3.00649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.195967 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.98466 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.47401 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.13829 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.89363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.09998 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-2.24217 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.30128 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.83477 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-2.10635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.260043 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.132219 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.212772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.388321 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.643178 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-1.07399 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.75077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.04709 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.660419 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-2.08847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.69192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.64655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.321349 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.203963 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.122662 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.341543 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.300318 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.90737 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.28098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.607745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.209961 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.285831 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.816459 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.337139 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.323347 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.854064 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.874843 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.75117 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.04719 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.660414 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-2.10365 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.20328 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.69232 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.60551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.331357 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0457822 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0604527 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.114918 # DEPENDENCYPART_GRANDPAR
