# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(3,7),(7,8),-0.139587 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.149142 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0528226 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.224374 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.485446 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.271627 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.436553 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.153415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.195166 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.782224 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.701339 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.10252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.482896 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0638529 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.341069 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.293275 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.243965 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.170992 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.325048 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.601287 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.360198 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.377368 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.536013 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0017605 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.467723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.397885 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.782224 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.701339 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.10252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.0638529 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.341069 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.293275 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0236589 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.352467 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.325048 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.601287 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.360198 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.377368 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.536013 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0017605 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.467723 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.397885 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.84165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,7),0.125739 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0754598 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0655284 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.162224 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.485434 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.27164 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.276689 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.436548 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.153415 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.195169 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.25279 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.766911 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.8517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),0.380701 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.0329645 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.0721976 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0379353 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.158962 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.113796 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.378958 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0503635 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.166093 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.314717 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.120074 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.22373 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.463589 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0202359 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.254757 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.403039 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.246598 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.71955 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-2.26316 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.04768 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.997377 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.66614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.28429 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.804885 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.368486 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.514195 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.348739 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.288764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.775924 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.384233 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.486572 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.364486 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.271058 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.139901 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.659325 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),1.34172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.885326 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.59893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.278049 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.44259 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.973555 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.16094 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.82806 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.40983 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.48157 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.824997 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.37574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.101419 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.289352 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0045604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.181283 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.182825 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.07671 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.660381 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),0.0220165 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.693516 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.909331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.713777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0252402 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.478732 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.162145 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.765385 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.420544 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0922962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.405655 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.473612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.34777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.688345 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.00594726 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.742882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.0431539 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.26099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.670419 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.100709 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.274836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.201549 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.56734 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.239226 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0802613 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.908254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.208305 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.603568 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.272028 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.821418 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),0.0220165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.693516 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.913443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.712622 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.232434 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.370991 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.164065 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.772649 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.427808 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.11356 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.412919 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.47553 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.350311 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.688345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.00594726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.742882 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.26099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.670419 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.100709 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.3699 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.198289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.56734 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.239226 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0802613 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.908254 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.208305 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.603568 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.272028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.821418 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.152852 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.713666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.10375 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.43472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.42545 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.307875 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.188769 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.409783 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.00138386 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.693348 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.368747 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.720701 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0184448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.490321 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.0130078 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.808415 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.62812 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.78794 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.948274 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.66517 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.907649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.237085 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),1.30513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.214012 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),1.07331 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.547742 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.132853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.790434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.125688 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.992303 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.79568 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.9555 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.15232 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.83099 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-2.09159 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.11118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.9399 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),1.35106 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0509474 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),1.10735 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.530122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0540122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.713055 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.748769 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.273198 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.28526 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.672714 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.78905 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.949383 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.66628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.90803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),2.39216 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.5361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.214097 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),1.07006 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.550996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.675761 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.793688 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.125776 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.992838 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.79568 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.9555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.15232 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-2.09159 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.11118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.9399 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.755568 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),1.29806 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),1.10735 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.530122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0540122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.713055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.748769 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.273198 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.28526 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.672714 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.79101 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.831788 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.6665 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.66957 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.21383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),1.87247 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.517875 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),1.22641 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.494802 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),1.00021 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.646218 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),1.32672 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.131401 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.276028 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.08957 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.612436 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-2.1801 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.66319 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-1.60084 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-2.15898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-1.67327 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.799545 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.779173 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.19474 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-2.16373 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-1.26405 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-2.05778 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-2.00435 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.942 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.181296 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-2.00421 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.527631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.40059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.574696 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.90163 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.990267 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.833311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.60723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.633465 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-2.10824 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.04904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.907107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-3.0073 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-2.94494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.518394 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-3.00813 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-2.91253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.44986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.24803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.829453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.234904 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.90924 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.651282 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.192728 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-1.18837 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.710069 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.4531 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.847687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.912113 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-2.9166 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.468837 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-2.65724 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.30512 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.929526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.56733 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.19774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-1.11554 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.840851 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-1.39467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.91567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.326403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.926581 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-3.0073 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-2.94494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.518394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.91253 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.44986 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.24803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.572223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.74958 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.90924 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.651282 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.192728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-1.18837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.710069 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.4531 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.847687 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.912113 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.468837 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.925412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.571763 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.42733 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.156192 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.833572 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.181252 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-1.3874 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.908399 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.324483 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.92404 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.719021 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.468837 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.928657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.430574 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.505384 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-1.38744 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.908439 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-3.09185 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.489179 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-3.15504 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-2.84351 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.51561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.44625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.407861 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.952135 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0077096 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-1.02298 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.768538 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-1.01358 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.532973 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.335948 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.56677 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.901516 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-2.65724 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.91955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),-0.421467 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.496277 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.228258 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.265502 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.775411 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.339106 # DEPENDENCYPART_GRANDPAR
