# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(0,6),(6,17),0.248013 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.127876 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.0690859 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.150982 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.133814 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.447258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.163684 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.356554 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.429625 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.299982 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.260055 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.246181 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.500059 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.390571 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.194443 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0379029 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.867278 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.127241 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.293262 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.653529 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.385883 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.463568 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0722539 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.509226 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.126587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.00968186 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.367726 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.203297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.142007 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.515541 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.280687 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.593118 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.685847 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.00922616 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.00369737 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.37105 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.543389 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.0908879 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.209628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.363521 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.112779 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.241597 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.181139 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0938953 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.174719 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.603963 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.272398 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.345024 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.141929 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0221393 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0438703 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.32374 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.170529 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.389162 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.248013 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.308484 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.127876 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.0690859 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.150982 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.524201 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.361258 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.407747 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.653529 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0111866 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0376199 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.257688 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.210606 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.381358 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.219584 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.303313 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.430504 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.312353 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.203297 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.142007 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.730559 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.385427 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.994188 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.409423 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.714194 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.231177 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.241597 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.181139 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.174719 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.603963 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.272398 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.345024 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.141929 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.0221393 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.0438703 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.16104 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.395619 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.115534 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.412852 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.39966 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),0.0364045 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.524818 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.0324915 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.176069 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.0901966 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.176715 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.449083 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.276388 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-1.14853 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.14956 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.154455 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.210019 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.599047 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-1.16895 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.176715 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.449083 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0942449 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.262421 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-1.24971 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.154455 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.210019 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.599047 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-1.16895 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-1.09612 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-1.71151 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.76596 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.0863404 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.219803 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.397151 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0511864 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.571683 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.163139 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.2777 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.428194 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.196308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.259168 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.127442 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.10646 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0755805 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.187747 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.179646 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.581679 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.313448 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.350124 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.247555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.00638592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.211052 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.042502 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.602419 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.0863404 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.219803 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.10327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),1.16618 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.333562 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.13259 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.163139 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.2777 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.428194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.196308 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.386141 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.114001 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.448935 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.347008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-2.30182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-1.54231 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.84254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.03344 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.08304 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.823673 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.22578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.651175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.927995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.331715 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.131301 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.192169 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0148762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.114052 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.640768 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.65639 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.126533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.293538 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.778298 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.442583 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.0556875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.66758 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.27608 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.598752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.908557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.0965127 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0624395 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0821349 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.00465962 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.725131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.35777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.653264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.59144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.00691554 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.313621 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.216037 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0556795 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.101083 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.742586 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-1.24201 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.899803 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.0427179 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.833531 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.914054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0798344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.332847 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.154544 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0424148 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.286153 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.823317 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-1.04537 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.320757 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.642797 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.227788 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.30562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.331227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.749579 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.54611 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.121504 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0359515 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-1.06174 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.097434 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.422559 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.564789 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),0.0224134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-1.2448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.823673 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.22578 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.651175 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.927995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.248041 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.693144 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.168485 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.218589 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0818413 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.505836 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.640768 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.65639 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.126533 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.293538 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.697417 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.778298 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.442583 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.0556875 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-1.21524 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.687917 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.733312 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.235989 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.495004 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.106858 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.256629 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.86717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),0.460745 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.257588 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0605705 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.392775 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.93244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.236424 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.347629 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.412627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.280229 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.663579 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.821638 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.076132 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),0.117592 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.0457513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.336146 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.54393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0216906 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0101512 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.103919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.0625705 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.00403046 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.00614464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.187315 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.851827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.485764 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.135439 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0645045 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0800161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.405135 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.171792 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.0924506 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.158038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.435051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.893239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.49412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.033455 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.503325 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0948381 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.7227 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.564566 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.383956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.445354 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.714329 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.960754 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.746972 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.28104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.0244127 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.382978 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.645866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.116437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.33497 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.296073 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.573707 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.582014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.121617 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.546165 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.341141 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.210317 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.0325921 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.437357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-1.40928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0402089 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.41476 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.421738 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.214386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.492118 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.629225 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.405321 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.285245 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.726246 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.694054 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.295284 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.644969 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.534816 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0539242 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.56819 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.387819 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.0625733 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.00403324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.856853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.483601 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.150508 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.225859 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.351948 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.41201 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.364326 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.288591 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-1.17775 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.532319 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.439818 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.0884056 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.515428 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.156295 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.49412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,9),0.377998 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.167387 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.592161 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.22526 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.623244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.38522 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.618009 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.650907 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.237259 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.714329 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.960754 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.181541 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.199268 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0917548 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-1.06965 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.374925 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.367906 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.380077 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.234632 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.6463 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.119097 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.23231 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.396115 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.822189 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.341141 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),0.210317 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.437357 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-1.40928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0402089 # DEPENDENCYPART_GRANDPAR
