# _root_ Do oblasti Plitvických jezer , kde působí náš prapor jako součást ochranných sil OSN , se začnou přesunovat autobusy 10 . října .
#goldHeads=17,1,4,2,7,7,2,9,7,11,9,13,11,13,7,18,0,17,17,22,20,17,0,
#predictedHeads=0,1,4,2,7,7,4,9,7,11,9,13,11,13,17,18,0,17,18,22,20,19,0,
(18,1),(18,16),0.0607324 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00195423 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0140542 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0470984 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0661189 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0108502 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0661189 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.198706 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.146106 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.000956204 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.198706 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.19946 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.200995 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.1965 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.146106 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00525837 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.017413 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0215308 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00993325 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.00971371 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.00213468 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.00971371 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.147224 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.00926081 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.189104 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.189858 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.191393 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.186897 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.147224 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00778024 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00719597 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0410702 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0156441 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0235203 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.021674 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0235203 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.114835 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0268348 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0267766 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0172115 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.034764 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.174704 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.025981 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.110493 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00359131 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00614388 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0253276 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0309536 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0253276 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0133743 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0134257 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0182075 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0118739 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0784595 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0401116 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.232808 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0196054 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0744684 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0398373 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0128316 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0398373 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.189858 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.191393 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.186897 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.147224 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00778024 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00719597 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0402637 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0198785 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0284303 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0208675 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0284303 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.199249 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.194753 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.153077 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00194932 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0227062 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0485252 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0213481 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0292422 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.029129 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0292422 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.187938 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.147739 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00761671 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00810007 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0384703 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0186791 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0236233 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0190741 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0236233 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.144065 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0131761 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00632637 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0329753 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0110768 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0171763 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0135791 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0171763 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.025981 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.110493 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00359131 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00614388 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0253276 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0309536 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0253276 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0226889 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0545238 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0839327 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.169472 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.000256822 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.169472 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0160779 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0744356 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.042054 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00930398 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.042054 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0216467 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.124134 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0948601 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.124134 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0937397 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0614193 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0937397 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.066223 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0812926 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.123555 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0852502 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0886637 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0501752 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0886637 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.213678 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0135147 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.213678 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0306221 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.149215 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.21071 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0703362 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0645478 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.00711907 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0645478 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0978749 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0308651 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0978749 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.154891 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.167916 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.127902 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0726343 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.131113 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.038746 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.000553419 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.101492 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0376514 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0546705 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0174879 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.00325365 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0255293 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00230946 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.109567 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0976781 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0943232 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.089114 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.00410793 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0247736 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00364471 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.000804966 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0193107 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.216833 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.215991 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.13792 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00948699 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.321584 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.384988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0438705 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.275914 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.311126 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.345989 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.579661 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.151144 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.452821 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.561153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.230854 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.638091 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0218281 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.291449 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.495704 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.559843 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.176631 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.531858 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.080404 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.18327 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.196302 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.362357 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.579579 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.151756 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.461401 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.576345 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.514281 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.476577 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.91432 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.183296 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.111443 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.282203 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.325187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.118974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.847009 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.254901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.284047 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.205423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.494386 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.48701 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0775971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.361994 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.44056 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.582874 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.354279 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.152073 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.685876 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.603922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.469865 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.200583 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.0653642 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.21629 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.266862 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.291895 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.326317 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.235033 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.160648 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.193147 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0743952 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.308953 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.342008 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.430424 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.551685 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),1.15378 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.231509 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.101046 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.114092 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.748648 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.237323 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.205265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.111443 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0911154 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.571123 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.266649 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.51354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.663518 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.729949 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),1.48701 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0949652 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.00521276 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.278357 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.821968 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.127209 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.278585 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.240828 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.00663723 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.249477 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.272605 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.500293 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.351933 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.15431 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.40045 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.544911 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.603033 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.544758 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.480312 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.174441 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.154541 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.145051 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.681309 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.290818 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.137926 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.2423 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.00514578 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.206644 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.244231 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.501225 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.350442 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.152818 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.54342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.601541 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.539513 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.495822 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),1.11292 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.128827 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.128144 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.712782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.265104 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.169399 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.532177 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.392215 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.358073 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.454694 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.21671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.304722 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0646967 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0667856 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.189056 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0272673 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.45635 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.531988 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.62845 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.24845 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.37906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.590848 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.00355629 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.302992 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.224309 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.665219 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.26257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.01911 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.123985 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0482188 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.178599 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0334652 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.42382 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.543492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.718131 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.512365 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.46049 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.47457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.662395 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.19796 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.144683 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.187919 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.313819 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-1.16722 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.533114 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.835808 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.179588 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.851864 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.282037 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.215005 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.391274 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.445103 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-1.67241 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-1.16228 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.893917 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.771474 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.820815 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.277099 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.76176 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.712905 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-1.93158 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-1.34639 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.02937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.214586 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.557049 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.648473 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.365638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.745103 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.6644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),1.06932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.780725 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.136549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.079548 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.71102 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.371778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.815484 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.156469 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.556544 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0160383 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.368724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0340937 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.16204 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.310298 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.220641 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.849275 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.611446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.89209 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.841268 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.648439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.155822 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.135874 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0291984 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0528619 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.241786 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.456029 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.732294 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.850415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.473916 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.606476 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.205977 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0555511 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.152197 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.113209 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.347666 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.803096 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.669402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.461588 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.800604 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.669202 # DEPENDENCYPART_GRANDPAR
