# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(17,25),(25,28),-0.216712 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.50334 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-0.743552 # DEPENDENCYPART_GRANDPAR
(17,28),(28,24),0.14672 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-1.24689 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.155771 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-1.11897 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.596349 # DEPENDENCYPART_GRANDPAR
(17,29),(29,13),-1.69538 # DEPENDENCYPART_GRANDPAR
(17,29),(29,14),-1.86832 # DEPENDENCYPART_GRANDPAR
(17,29),(29,15),-1.87913 # DEPENDENCYPART_GRANDPAR
(17,29),(29,17),-0.536481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,29),(29,18),1.45551 # DEPENDENCYPART_GRANDPAR
(17,29),(29,22),0.359133 # DEPENDENCYPART_GRANDPAR
(17,29),(29,24),0.14672 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),0.271663 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-1.24689 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.155771 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.226208 # DEPENDENCYPART_GRANDPAR
(17,29),(29,30),-0.596349 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-1.12328 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.859771 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.600678 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.498968 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.67356 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-1.09276 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-1.98936 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.354946 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.259189 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.232479 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.209088 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.058486 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0123065 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.681777 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.79228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-1.36991 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-1.94181 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.12363 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.884202 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.358602 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.256098 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.534546 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0556241 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0186884 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.684639 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.79277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.365303 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-1.37011 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-1.94269 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-1.12654 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.887022 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.09122 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.34756 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.250841 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.544698 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.395721 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0111089 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.68166 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.79225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-1.3699 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-1.94179 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.12361 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.884184 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.183988 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.370843 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-3.00281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.419836 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.206508 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.79225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-1.3699 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.94179 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.85009 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.12361 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.884184 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-2.1917 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-2.57242 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.956222 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-2.47822 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.71879 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.914774 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-2.20407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-2.79952 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.860091 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.838999 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.6795 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.51463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.78862 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.954308 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.05068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.63972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.836175 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.906948 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.782046 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.500602 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-1.50438 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.946363 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-2.15556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.61116 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.938117 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.980864 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.88223 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-2.72621 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.866551 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.858784 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.22121 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.35683 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.19676 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.46597 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.918194 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.728027 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.65366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.86396 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.931636 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.411713 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.383028 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.146396 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.235234 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-1.96232 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.63808 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.75332 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-1.13404 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.489519 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.830173 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.825714 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.446501 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.337508 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.177811 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.795151 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.3171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.781343 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.913541 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.487105 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.719105 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.480565 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-2.02499 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-1.19493 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-1.32269 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-1.70341 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.396286 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.215054 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.263177 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.403773 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.171785 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.0160459 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.421303 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.241918 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.308009 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.22087 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.203894 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.167108 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.357958 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.0826556 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.156148 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.570063 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.536442 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.507304 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.607779 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.627026 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),0.0213504 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.173429 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.544477 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.413982 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-2.09143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.572069 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.235399 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.560492 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.471242 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.513199 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.560384 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.0649209 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.226946 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.0197619 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.421351 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.309085 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.338456 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.309025 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0211605 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.255991 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.166193 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.133625 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.35843 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0840996 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),0.0398031 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.323139 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.254902 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.378289 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.176273 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),0.0682849 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.222495 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.21558 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.17196 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.23012 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.252897 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.0323973 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0715647 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.00655695 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.0938333 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.0409932 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.0407766 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.00026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.615948 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.999978 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.950031 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-1.24513 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-1.07128 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-1.20858 # DEPENDENCYPART_GRANDPAR
(19,9),(9,28),-1.31241 # DEPENDENCYPART_GRANDPAR
(19,9),(9,29),-1.25283 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.378235 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.344849 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.0211337 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.142851 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0427875 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.92121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,7),-0.341532 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.262587 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0509922 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0872872 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.0847714 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0665048 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0360761 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0594461 # DEPENDENCYPART_GRANDPAR
(19,11),(11,20),-0.352696 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.437731 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.34516 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.314583 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0233195 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.265083 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.280947 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.0473138 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.00823449 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.379963 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.218307 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0770363 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.0333489 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0377742 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.00929844 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0865201 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),-0.615692 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-1.12828 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.850093 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.9868 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0150377 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.365653 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0439682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0246513 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0497861 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.000600107 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0778217 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.13041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.615679 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-1.12895 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.852527 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.98922 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.273718 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.0207409 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.363516 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.0305418 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.124297 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0364758 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.00935682 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.0865785 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.615658 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.12824 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.850053 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.986757 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.158298 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.114973 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0335371 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.91521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,16),-0.100349 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0871551 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.615658 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.12824 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.04977 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.850053 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.986757 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-1.3622 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-1.30262 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0287639 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.126076 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0143157 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.100175 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0420126 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.13041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.615658 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.12824 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.04977 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.982952 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.27373 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.89409 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.8522 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.641515 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.22612 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.680206 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.850335 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.0578 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.713586 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.926928 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.07516 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.975022 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.00812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.999881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.918743 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.35581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.104701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0241537 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0298116 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.2265 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.158198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.41131 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.198607 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.288281 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.228696 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.526937 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.765433 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.25416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.274134 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.253974 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.520171 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.04967 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.968534 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.34809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.136516 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0413102 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.288035 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.174828 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.496657 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.260022 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.350756 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.291171 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.136532 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.00561584 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0222997 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.174837 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.49666 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.260066 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.350799 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.291214 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.976725 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-1.12198 # DEPENDENCYPART_GRANDPAR
(19,29),(29,15),-1.02481 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),-1.04967 # DEPENDENCYPART_GRANDPAR
(19,29),(29,18),-0.968534 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),0.00592367 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.239554 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.0703311 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.507978 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.206538 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.306511 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.554528 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.221465 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0450459 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.110379 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.0520707 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),0.41639 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.115341 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.0640065 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.202366 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.150036 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.197805 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.268264 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),0.546871 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.286393 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.371249 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.0402375 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.201338 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.568164 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.18451 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.699014 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.111321 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.0967015 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.356063 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.560924 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.512103 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.49835 # DEPENDENCYPART_GRANDPAR
