# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(22,3),(22,21),-0.0237933 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.22807 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00386465 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0215511 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0511366 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.00217907 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0182889 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.0342975 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.00701074 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.136447 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.301628 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.00441906 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.00298061 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.136447 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0118389 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0454297 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0039393 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.00324306 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0157152 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.204787 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0351921 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.00741032 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0120838 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0476043 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0551612 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0541463 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0326953 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.233098 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0711139 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0123043 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0326953 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.040898 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0285806 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0772732 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0155102 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.0466295 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.108764 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0039101 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.181124 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.187279 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0180683 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.193821 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.147733 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.271714 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0645431 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.181139 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.147733 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0605373 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0140252 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.116507 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.182205 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0353805 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0290265 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0687475 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.000375277 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.00156047 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.0094458 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0919149 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0472404 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0395234 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0687897 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0919149 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0863473 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.00097755 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0530859 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0698122 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.00913332 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0474398 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0473542 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0554113 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0538962 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0324364 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.23335 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0708638 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0120542 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0324364 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0406479 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0288307 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0770231 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0152601 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0473799 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.108075 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0180446 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.193846 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.153691 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.271577 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0645666 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.181163 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.153691 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0605608 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0140489 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.11653 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.182229 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0353556 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0192732 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0491215 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.277838 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.194238 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0718307 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0862037 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.277838 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0484295 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0576283 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0331544 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0878651 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.00602102 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0908193 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.153664 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.27172 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0645431 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.181139 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.153664 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0605373 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.014025 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.116507 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.182205 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0353806 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.032954 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.545247 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.021703 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.00764857 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.175011 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0139644 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0355994 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0184525 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.00561085 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.100385 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0341648 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0462928 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0256705 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.00379437 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0336297 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.165176 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0327303 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0246482 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.211336 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0108853 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0434994 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.231106 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0263482 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0682774 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.042668 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0441353 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0545018 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.202615 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.049058 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0444055 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0242606 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0848699 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0195407 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0405987 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.117194 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0139644 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0355994 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0184525 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.00561085 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.100385 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0341648 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0909861 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.105167 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.170331 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0751058 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.209394 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00546601 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0876111 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0151303 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0936789 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.105804 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0573493 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.231694 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0369349 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.110169 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.149631 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0808072 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0834152 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00654827 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.264524 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.194471 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.200899 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.313182 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.115031 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.784757 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.195929 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.19199 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.284425 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.209058 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0941606 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0593341 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.141515 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0753528 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0118502 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.180162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.759255 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.0453755 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.107707 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.342327 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.646737 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.63361 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.159701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0255125 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.10102 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0202496 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.209556 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.121942 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0384844 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0314227 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.243209 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.874408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.045058 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0587455 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.263544 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.522597 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.325253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.174144 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.12637 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.200837 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.143579 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.00274267 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.438912 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.232134 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.274498 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.3663 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.983963 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0139816 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.486855 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0236221 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.303795 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.271151 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.784757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.629277 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.175726 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.118053 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.045841 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0511351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.312126 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.063891 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.231183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.181666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.23935 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0762751 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.759255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0179893 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.0453755 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.220553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.109666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.107707 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.342327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.0553541 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.583609 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.549056 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.68796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0243687 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.211943 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.490874 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.522597 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.325253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.00274267 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.885055 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.361638 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.140439 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.243913 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.165341 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0823829 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.357407 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.271151 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.798886 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.544378 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.843304 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.489403 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.665298 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.648707 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.145295 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.0405145 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.0856668 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.0133467 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.0317259 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.310074 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.0963853 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.138869 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.214161 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.258746 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),1.20851 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.20105 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.259336 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.0605952 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.396556 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.421193 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.181886 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.264997 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.413069 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.201495 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.524515 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.490056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.286818 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.201888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.15573 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0745356 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.209904 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0203563 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0905888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.131242 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.127515 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.100762 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0182562 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),0.0391787 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.121631 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),0.0131003 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.741104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.10239 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0538357 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.20081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.127831 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0449408 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.746961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.01378 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0212721 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.240159 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.232407 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.216334 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.284702 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),1.11743 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.134072 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.201089 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.075333 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0570224 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.680587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),0.0934406 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0180852 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0192926 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.0173342 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.205443 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.110552 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0783506 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.645307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),1.2851 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.096522 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0539603 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0748117 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0248681 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.19145 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0849514 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.104772 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.133152 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.147613 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.00946251 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.118129 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.0488013 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.394609 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.912092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.708229 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.174372 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.239612 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.420851 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.356991 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.0881805 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.609369 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.339327 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.287387 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.558669 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.220104 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.209953 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.390346 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.272693 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.249763 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.412902 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.912092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.708229 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.0881805 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.255056 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.467608 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.637027 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.566277 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.710365 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.466589 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.235925 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-0.412902 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.58491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.245262 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.410205 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.724794 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.830946 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.959298 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.16239 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.00445 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.338966 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.29593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.114864 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.131715 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0803191 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.454062 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.307019 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.38541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.167868 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0718566 # DEPENDENCYPART_GRANDPAR
