# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(17,21),(21,19),0.0149293 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.379051 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.542342 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.361394 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.454096 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.574472 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-1.6072 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-1.13225 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),-0.642705 # DEPENDENCYPART_GRANDPAR
(17,21),(21,32),-2.05898 # DEPENDENCYPART_GRANDPAR
(17,21),(21,34),-1.62056 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.95457 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.57309 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.77308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.178737 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.000671211 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.40255 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.637798 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.371625 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.472845 # DEPENDENCYPART_GRANDPAR
(17,22),(22,35),-1.45707 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-1.86761 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-1.09255 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.509759 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.855745 # DEPENDENCYPART_GRANDPAR
(17,26),(26,33),-0.917091 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.3157 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-1.44486 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-1.58257 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.0706801 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.228826 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.542844 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.37578 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.303596 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.327873 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.309757 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.234788 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-1.38973 # DEPENDENCYPART_GRANDPAR
(18,9),(9,35),-1.64267 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.346132 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.638653 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.533896 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.12518 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.87977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.582994 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.717837 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.88539 # DEPENDENCYPART_GRANDPAR
(18,15),(15,35),-1.64427 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.637677 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.684153 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.137938 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.88719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.577303 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.83247 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.84172 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.88186 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.643222 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.704521 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.101315 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.88746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.577419 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.83274 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.842 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.07644 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.881994 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.50305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.305233 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.345544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.390361 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.324551 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.358826 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.334362 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.988911 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.197125 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.25254 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.362157 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.377895 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-1.55822 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.50013 # DEPENDENCYPART_GRANDPAR
(18,20),(20,34),-1.58039 # DEPENDENCYPART_GRANDPAR
(18,20),(20,35),-0.919293 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.954104 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.62187 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.342371 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.340813 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.211372 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.248096 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.342613 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.377011 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-1.57247 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-1.01282 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.497762 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-1.67617 # DEPENDENCYPART_GRANDPAR
(18,21),(21,34),-1.59464 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.53407 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.953359 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.62113 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.41416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.328113 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.364312 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.285937 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.258326 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.361362 # DEPENDENCYPART_GRANDPAR
(18,22),(22,35),-0.92453 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-2.64476 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-2.08314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,20),-1.03653 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-1.0071 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.282785 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0576506 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.296385 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-2.00952 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-1.33004 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.779139 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-1.14739 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-1.40843 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.630863 # DEPENDENCYPART_GRANDPAR
(18,24),(24,35),-0.959023 # DEPENDENCYPART_GRANDPAR
(18,24),(24,36),-0.993724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-1.24407 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-1.17419 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.421717 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-1.10125 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-1.20788 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-1.04244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.3511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.463505 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.904377 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.785713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.226718 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.07766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0295028 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.104609 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.205548 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0781885 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.105023 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.422949 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.140132 # DEPENDENCYPART_GRANDPAR
(19,20),(20,34),-0.995675 # DEPENDENCYPART_GRANDPAR
(19,20),(20,35),-0.057327 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-2.0273 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.85222 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.07418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.73859 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.00515358 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.25584 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.11617 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.0395599 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.522404 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-1.14111 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.204093 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-1.38304 # DEPENDENCYPART_GRANDPAR
(19,21),(21,34),-1.09513 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.90353 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-2.02795 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.85288 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.7567 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.07901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),1.73217 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.390661 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.239103 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.103988 # DEPENDENCYPART_GRANDPAR
(19,22),(22,35),-0.0935853 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.39061 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.29927 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.14106 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-2.3455 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-2.46991 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-2.29482 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-2.19866 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),1.29375 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0684664 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.106551 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.140328 # DEPENDENCYPART_GRANDPAR
(19,23),(23,35),-0.534815 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-1.05667 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.79579 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.977566 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.387881 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.276055 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.177167 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.100937 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.684647 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.121787 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.753612 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-1.30156 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.971283 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),0.118113 # DEPENDENCYPART_GRANDPAR
(19,24),(24,35),-0.390336 # DEPENDENCYPART_GRANDPAR
(19,24),(24,36),-0.043243 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.839139 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.34732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.236829 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.81753 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.727815 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.494042 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.59447 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-2.37532 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.00487 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.663512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.298084 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.149163 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0167684 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.128912 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.477596 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.367584 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),0.202901 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.711255 # DEPENDENCYPART_GRANDPAR
(20,21),(21,34),0.396449 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.15052 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.59372 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-2.37457 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-2.32471 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.00398 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.687011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.50559 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.136419 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.00449417 # DEPENDENCYPART_GRANDPAR
(20,22),(22,35),-0.0168731 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-1.76892 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-2.20119 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-2.94554 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.40602 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.84921 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-2.63005 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-2.5802 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.984463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),0.574331 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0258667 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.112272 # DEPENDENCYPART_GRANDPAR
(20,23),(23,35),-0.209881 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-3.00188 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-2.38815 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.34102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.805273 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.186187 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.450134 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.193556 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.783489 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.264871 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.16361 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.0410881 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.473219 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.263715 # DEPENDENCYPART_GRANDPAR
(20,24),(24,35),-0.0643101 # DEPENDENCYPART_GRANDPAR
(20,24),(24,36),-0.650444 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.908225 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.00289974 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.214945 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),0.330142 # DEPENDENCYPART_GRANDPAR
(20,26),(26,33),-0.346141 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),0.0366444 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),0.572447 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.89026 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.35977 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),0.196868 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.246953 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.703441 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),-0.163889 # DEPENDENCYPART_GRANDPAR
(20,28),(28,34),0.404263 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.104828 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.0495626 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),0.150427 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.289158 # DEPENDENCYPART_GRANDPAR
(20,30),(30,33),-0.372302 # DEPENDENCYPART_GRANDPAR
(20,30),(30,34),0.801801 # DEPENDENCYPART_GRANDPAR
(20,34),(34,16),-1.59372 # DEPENDENCYPART_GRANDPAR
(20,34),(34,17),-2.37457 # DEPENDENCYPART_GRANDPAR
(20,34),(34,21),1.51112 # DEPENDENCYPART_GRANDPAR
(20,34),(34,28),0.101439 # DEPENDENCYPART_GRANDPAR
(20,34),(34,29),0.17906 # DEPENDENCYPART_GRANDPAR
(20,34),(34,30),0.536099 # DEPENDENCYPART_GRANDPAR
(20,34),(34,31),0.298449 # DEPENDENCYPART_GRANDPAR
(20,34),(34,32),-0.0541953 # DEPENDENCYPART_GRANDPAR
(20,34),(34,33),0.0105348 # DEPENDENCYPART_GRANDPAR
(20,34),(34,36),-0.550935 # DEPENDENCYPART_GRANDPAR
(20,35),(35,9),-1.66314 # DEPENDENCYPART_GRANDPAR
(20,35),(35,10),-2.09356 # DEPENDENCYPART_GRANDPAR
(20,35),(35,11),-1.01095 # DEPENDENCYPART_GRANDPAR
(20,35),(35,12),-1.21761 # DEPENDENCYPART_GRANDPAR
(20,35),(35,13),-2.87223 # DEPENDENCYPART_GRANDPAR
(20,35),(35,15),-1.0876 # DEPENDENCYPART_GRANDPAR
(20,35),(35,16),-1.52656 # DEPENDENCYPART_GRANDPAR
(20,35),(35,17),-2.3074 # DEPENDENCYPART_GRANDPAR
(20,35),(35,18),-2.25754 # DEPENDENCYPART_GRANDPAR
(20,35),(35,19),-1.05706 # DEPENDENCYPART_GRANDPAR
(20,35),(35,20),-0.979037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,35),(35,21),1.15534 # DEPENDENCYPART_GRANDPAR
(20,35),(35,22),0.552122 # DEPENDENCYPART_GRANDPAR
(20,35),(35,23),0.609514 # DEPENDENCYPART_GRANDPAR
(20,35),(35,24),0.215201 # DEPENDENCYPART_GRANDPAR
(20,35),(35,25),0.0284122 # DEPENDENCYPART_GRANDPAR
(20,35),(35,26),0.217084 # DEPENDENCYPART_GRANDPAR
(20,35),(35,27),-1.23312 # DEPENDENCYPART_GRANDPAR
(20,35),(35,28),-0.195102 # DEPENDENCYPART_GRANDPAR
(20,35),(35,29),-0.122318 # DEPENDENCYPART_GRANDPAR
(20,35),(35,30),0.302554 # DEPENDENCYPART_GRANDPAR
(20,35),(35,31),0.00344492 # DEPENDENCYPART_GRANDPAR
(20,35),(35,32),-0.394168 # DEPENDENCYPART_GRANDPAR
(20,35),(35,33),-0.30965 # DEPENDENCYPART_GRANDPAR
(20,35),(35,34),0.65425 # DEPENDENCYPART_GRANDPAR
(20,35),(35,36),-0.591391 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-1.06756 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-1.04985 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.644415 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.495489 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.168529 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.340632 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.40616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,26),-0.711056 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-1.0731 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-1.07022 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.619195 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.500779 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.169701 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.345922 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.40643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),0.0312555 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-0.71119 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.497645 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.430508 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.62304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.18558 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-1.15526 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.753908 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.683808 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.40616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.0315242 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-1.0845 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.627313 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.711056 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-1.55615 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-0.902125 # DEPENDENCYPART_GRANDPAR
(21,20),(20,34),-1.52895 # DEPENDENCYPART_GRANDPAR
(21,20),(20,35),-1.24912 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.90731 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.47878 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-2.12361 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.96685 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.07827 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.80712 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.855687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.290674 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.27092 # DEPENDENCYPART_GRANDPAR
(21,22),(22,35),-0.527937 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.44908 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-2.06628 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-2.66984 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-2.16273 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.7342 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-2.37902 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-2.22227 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-2.06259 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),1.21039 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.235405 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.212937 # DEPENDENCYPART_GRANDPAR
(21,23),(23,35),-0.716185 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-2.72629 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-2.03031 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.87058 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.55924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.837861 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0203413 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.113898 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.917562 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.459312 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),0.0387251 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.337762 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.872497 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.616731 # DEPENDENCYPART_GRANDPAR
(21,24),(24,35),-0.552612 # DEPENDENCYPART_GRANDPAR
(21,24),(24,36),-0.965887 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-1.06617 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.227474 # DEPENDENCYPART_GRANDPAR
