# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(18,9),(18,22),-0.151891 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.214971 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.123744 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.117682 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0100485 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0540678 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0179835 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0364805 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0360549 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0398578 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0922988 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0294574 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0419256 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0954212 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0233836 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.000106606 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00777552 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00197157 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00879215 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.104882 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0104434 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0855852 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00613771 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00957924 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0289932 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0295395 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0260671 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.120745 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.136085 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.012533 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0131785 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0415414 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0420877 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0386153 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.127423 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0413758 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0717042 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0254457 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0263477 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0274644 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0151252 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.101935 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0568115 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0538509 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.055975 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0319743 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.156715 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.159086 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.164535 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.085114 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0186926 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0160034 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.181622 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0132254 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.180491 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.185779 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.107947 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0526927 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0683828 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0236018 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0168613 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0793412 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00721478 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0117925 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0110465 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00392617 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0368987 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0978691 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.105665 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00930716 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00334277 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.224131 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0456041 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0190449 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0456038 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0471053 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.135524 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00949157 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0131071 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0157555 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00458137 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.03579 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0332103 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.107827 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0157638 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00399798 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0130064 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.240993 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0406627 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.725458 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.429803 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.667969 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.518965 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0378864 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0532073 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.036478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.125745 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.484036 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.371447 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.159924 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.239081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.797068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.321222 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.363709 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.514897 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0351923 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.614851 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0486733 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.170851 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.533446 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.299536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.209558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.284187 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.846478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.24558 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.223441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.350186 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.44886 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.356667 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.235857 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.22593 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.307103 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.883918 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.354276 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.581186 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.667467 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.42044 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-1.19695 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.443281 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.519404 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.415098 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.113295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.787504 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.00114722 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.4419 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.46793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.779328 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.136956 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.282177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.255394 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.780962 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.542843 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.486146 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0894546 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.575891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0947236 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.35013 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.133806 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.663718 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.262812 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.458091 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.254364 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.876235 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.053816 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.282924 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.323199 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.888134 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.163635 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.587414 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.41018 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.515482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.600883 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.428568 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.215644 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.727379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.415098 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.787504 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.00114722 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.4419 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0340677 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.751823 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.436578 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.482375 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.679591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.780962 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0521562 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.542843 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.300697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.125278 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.401534 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.902601 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.150538 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.567277 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.430258 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.844152 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-1.38924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.563975 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-1.08852 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.93549 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-1.00705 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-1.39419 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-1.09347 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.940429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.725765 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.479193 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.528085 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0483985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.629565 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0411127 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.317372 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.187183 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.533065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.387903 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.386524 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.586836 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.30052 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.846097 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.553219 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.201853 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.214327 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.828993 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.168692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.528273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.357666 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.45634 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.82996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.234174 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.614177 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.563479 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0783319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.33263 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.09524 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.804639 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.623275 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.595974 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.819663 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-1.12904 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.83746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.189234 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.752974 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.631524 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.165278 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.374874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-1.15794 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.847343 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.710221 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.638218 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.88497 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.75106 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-1.04247 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-1.19708 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.48201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.180689 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.295238 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.562301 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.475562 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-1.11279 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.95585 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.360177 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-1.10724 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.738906 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.843594 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.418122 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.923117 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.924245 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.931026 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.982202 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.288766 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.93481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.117312 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.0392378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),0.23558 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.217218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.642353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.51379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.373831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0507833 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.217722 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.179719 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.245748 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.23648 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.4484 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.0499247 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.145857 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.843414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.845767 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),0.405598 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.338623 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),1.14691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.123098 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.362888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0555482 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.411941 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.251475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.410361 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.593567 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.29519 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.232377 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.291879 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.0654873 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.4217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.612677 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.151245 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.472511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.775645 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.512601 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0528875 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.545435 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.70319 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.486123 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),0.307494 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.22371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.84587 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.179339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0197706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.262118 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0607819 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.0352437 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.450247 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.45448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.653598 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0669541 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.368438 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.246139 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.290542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0882138 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.22238 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.474272 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.12529 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.040581 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.160591 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-1.02131 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.141725 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.873108 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.911469 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.916551 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0789661 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.131218 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0674183 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.57117 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0364516 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.291879 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.4217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.612677 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.151245 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.190859 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.32114 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.210494 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.43711 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.0934785 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.70319 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.31672 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.486123 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.328983 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.336043 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.22371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,7),-0.173485 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.00279528 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.227008 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.307034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.336845 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-1.08196 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.24857 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.933756 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.976892 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.969417 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),0.201225 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.619029 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.49128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.616754 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.0595472 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.191056 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.243336 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.243083 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.606386 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.0972044 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0962066 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.474015 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.249303 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.153785 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.155755 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.997383 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.0947145 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.849179 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.890267 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.89262 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.120873 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.854622 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.210467 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.708391 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.723743 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.53323 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.210849 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0542881 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.6726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.857601 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),0.036456 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.168444 # DEPENDENCYPART_GRANDPAR
