# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(19,8),(19,11),-0.0121667 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0161347 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0250515 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0324364 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0410323 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0122445 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0183769 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0556332 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0626498 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0581148 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.106297 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0381877 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00166335 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.018646 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.147903 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0551602 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0329272 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0138308 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.189786 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0237429 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0353624 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0305076 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0691108 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0359772 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0391373 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00196107 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.046064 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.00546193 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00725019 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0275356 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0118663 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0929458 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0789681 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.24789 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0197115 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0886562 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.155116 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0590584 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0165703 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0333578 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.199379 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.100927 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.102928 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00357547 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0693365 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0315477 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00519061 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00316648 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0552749 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.00316519 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0134754 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00704781 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00973937 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0241315 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00563591 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0547758 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.080321 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0954006 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.10664 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.121121 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.185046 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.202403 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.056535 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0763156 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0180903 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0391456 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.129938 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0872463 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0838951 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0208943 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.136553 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0238421 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0334063 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.030501 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00703268 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.051429 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.137285 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0694072 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0675389 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.378168 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0256935 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0150667 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0501699 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0623675 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.182264 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.133526 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0913476 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.34996 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0344552 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.238755 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.669749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0402361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0357262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.251518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.14929 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0504107 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.475647 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.228204 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.0600918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.200683 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0284637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0466908 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.369732 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.00696716 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.389498 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0725834 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0168766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.125847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.388962 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.23941 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.19011 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.404915 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.117642 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.180429 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.149567 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.405851 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.205759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.295396 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.140873 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.294229 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.553556 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.309088 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.449701 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.618338 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.56334 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.343725 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.412927 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.158994 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0954829 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.445343 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.00519733 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0432863 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.148005 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.221883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.254721 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0548954 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.516544 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.419136 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.558055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.665338 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.661117 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.11302 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.292546 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.273294 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.046076 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0401161 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.337842 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.250204 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.176294 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.203542 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.34297 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.384603 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0139138 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.404105 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0923512 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.518629 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.179766 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.321246 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.481346 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.419841 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.166029 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.17008 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.325077 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.159939 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.176563 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.389372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.201464 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.294241 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.136577 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.294229 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.553556 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.449701 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.060685 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.562641 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.445343 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.232427 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.00519733 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.0432863 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.409808 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.423471 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.12564 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.537963 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.150913 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.291332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.466898 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.389928 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.194912 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.34966 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.103329 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.20202 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.149422 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.346303 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.439183 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.522694 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.181639 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.583717 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.151883 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.28387 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0153866 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0789246 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.13556 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.92999 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.32569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.254042 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.458844 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.381594 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.47716 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.94627 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-1.02451 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.070406 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.288349 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.503663 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.353916 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.301399 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.894352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.0960311 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.929521 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.29717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.244818 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.117459 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.292544 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.432722 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.940626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.980074 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0792074 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.256967 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.455108 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.362718 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.25737 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.274894 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.595979 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.869196 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.838596 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.865147 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0979983 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.243309 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.728421 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-1.01258 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.185533 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.123469 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.394581 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.28729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.612147 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.979483 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.1242 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.279307 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.53684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.276298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.11171 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.69519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.444202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.561331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.908187 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.741573 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.633524 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.266376 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.317122 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.765295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.497011 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.354663 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.335043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.727387 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-1.23497 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.751506 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.460371 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.330116 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.203506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.184112 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.391516 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.246935 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.477938 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.357653 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.259304 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.383582 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.369311 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.500227 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.614528 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.205224 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.409119 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.515757 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.914773 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.522787 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.365679 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.41833 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.390974 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.24455 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.55385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.403631 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.25648 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.383052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.371385 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.500757 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.83778 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.92493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.510817 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.424712 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.850932 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.891871 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.577294 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.480865 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-1.16855 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.633128 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.273521 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.444889 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.64173 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.572691 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.594967 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-1.41166 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.77602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.420681 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.322947 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.481433 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-1.01464 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.920575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.729474 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.032588 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.921185 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.606713 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.492657 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.28403 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.366082 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.65722 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.07885 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.75844 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.633329 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.278592 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.11608 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.67933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.427745 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.429287 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.607645 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.957462 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.902923 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.666754 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.0758684 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.270939 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.819778 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.462489 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.374527 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.32386 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.726216 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.23281 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.750335 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.92493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,5),-0.510817 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.850932 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.000593741 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.906461 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.444889 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.683173 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.64173 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.572691 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.99883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),-0.5448 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.864031 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.152379 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.409065 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.670242 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0782562 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.342867 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.715081 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.836799 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.807601 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.571547 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.40387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0263557 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.5554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.66384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.276325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.395555 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.944088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.678243 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.978255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.476038 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.619948 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.831594 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.61335 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.615673 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.325043 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.419362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.113157 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.15835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.47427 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0845514 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-1.00586 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.242291 # DEPENDENCYPART_GRANDPAR
