# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(18,13),(18,17),-0.0389364 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.129899 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0720735 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.122755 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.125302 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0337567 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.129627 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.21483 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.102308 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.121355 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0647101 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00613167 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0614063 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0598775 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0106549 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0644483 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.105252 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0115888 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0224754 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0126955 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.045313 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0296626 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0389748 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0227379 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00745991 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0516101 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0145992 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0217524 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0467775 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0418791 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0513483 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.044081 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.000859089 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0577253 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0522389 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0239472 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0481537 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0138615 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0146368 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.115114 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.00183792 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.109554 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.12712 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.129855 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0930843 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.122217 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0557533 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.100794 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0549792 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.00427416 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0981466 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0337385 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0433665 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00582308 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.119251 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0569907 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.080257 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0653941 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0780856 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0411837 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0738701 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.104607 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0429457 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0108807 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.085997 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0206223 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.043199 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.107928 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.038474 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0742043 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0558445 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0373528 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0525465 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0355741 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0377795 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0313586 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0474462 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0470537 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.128201 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0554815 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.00842501 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0600765 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0451066 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0324462 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0335485 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0142073 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.00762347 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.125593 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0348668 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0210282 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0234546 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0196388 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.009202 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0312663 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.00400127 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0696866 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00226892 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.476915 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.00849337 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.10003 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0052798 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0371826 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0202857 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0422578 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0588947 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0339833 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0753 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0176796 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.066703 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.042906 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.150733 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0734561 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0703437 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0236883 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.181631 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.057968 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0682004 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.669579 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0116935 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.04297 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0145861 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.167751 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.118898 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0803432 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0218049 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0659818 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.200405 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.191725 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0129961 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0132142 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.121331 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.000682093 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00820763 # DEPENDENCYPART_SIBL
(22,23),(22,25),-1.4555 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0479864 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.106894 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.120371 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.107469 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0385396 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0643661 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0559944 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00552836 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0208869 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0796053 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0269225 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0999818 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.107469 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0385396 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00232855 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.0360696 # DEPENDENCYPART_SIBL
(24,2),(24,5),0.00336669 # DEPENDENCYPART_SIBL
(24,2),(24,11),0.00188304 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.145943 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.0231931 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.00775502 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0106246 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.155861 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.00400434 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.195845 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.145943 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.331844 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0106246 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.197517 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0303388 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0203198 # DEPENDENCYPART_SIBL
(24,4),(24,5),0.00928284 # DEPENDENCYPART_SIBL
(24,4),(24,11),0.00827099 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.0485858 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.000986179 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.0184892 # DEPENDENCYPART_SIBL
(24,4),(24,15),0.0193023 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.0113016 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.00809518 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0235868 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.0485858 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.14237 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0193023 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.0274389 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.00777177 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0919859 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.234987 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0924126 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.0682431 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0408538 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.00234465 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.0154236 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.232294 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0214561 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0924126 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.173566 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.00234465 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0173114 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0125983 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0306223 # DEPENDENCYPART_SIBL
(24,11),(24,12),-0.0985412 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0682431 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0408416 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.00234454 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.0152805 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.232294 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0215992 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0985412 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.173554 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.00234454 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0174545 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0125864 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0392742 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.0475569 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0297418 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.0304618 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.0389966 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.112564 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.0219319 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.176645 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.449681 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0304618 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0141017 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.000989333 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.027191 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0688571 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0540415 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0342181 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0746519 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.0691065 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.150674 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.195093 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.0540415 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0729586 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0698118 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.121838 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.197323 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.0799025 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0161717 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0124618 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.21473 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.194444 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.197323 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.0207707 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.050795 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.164956 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.00250392 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.112307 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0497536 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.292452 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.212144 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0622728 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0535936 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.000252264 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.0850245 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.012609 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.186791 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.133731 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.336451 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0313504 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.188462 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0724051 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0153893 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0223815 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0947305 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.174152 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00399374 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0182368 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.001806 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0401325 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.15062 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.336552 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0166423 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.201063 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0327683 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0251885 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.449681 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0304618 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0141017 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.000989333 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.027191 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0374793 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0661164 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00722165 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0195339 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0535936 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.000252264 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0850245 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00710102 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.00558418 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.127344 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.106894 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.120371 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0518748 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.119894 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0796053 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.084668 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.062831 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0518748 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.119894 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00434273 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.457536 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.816204 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0391156 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.17062 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.119485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.489522 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.00109911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.328988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.301893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.449386 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.435653 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.699192 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0699851 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.116347 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.222428 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.000662073 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.331535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.116713 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.244291 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.602672 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.514518 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0167754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.386596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.357688 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.62899 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.408041 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.248099 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0700739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0339386 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.056571 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.215563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.117846 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0858547 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.439597 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.110551 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.115567 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.166045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.147556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.419478 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.153506 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.100186 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.200573 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0445268 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.12938 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.0994305 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.257744 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.48621 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.177646 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.150972 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.066291 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.389731 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.445524 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.706255 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.078017 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.592654 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.423408 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.572206 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.389623 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.543095 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.70899 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0718712 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.596013 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.419891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.801616 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.21728 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.567514 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.00722316 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.389638 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.538402 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.503776 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.147878 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.120489 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.482066 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0778991 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.249915 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.25755 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.44452 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.428816 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.685475 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.40222 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.178967 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0470532 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.303676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.210021 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.582554 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.464604 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),0.115662 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.158033 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0413899 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.395133 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.150735 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.344091 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0668393 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.365412 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.334482 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.592565 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.213206 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.155172 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0122743 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.202953 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.145835 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.430088 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.082763 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.224166 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.224312 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.178102 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.164617 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.108904 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.101452 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.213519 # DEPENDENCYPART_GRANDPAR
