# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(18,13),(13,9),-1.0326 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-1.11424 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.2286 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.874241 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.83977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,18),-3.15671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.496169 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-2.26767 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-2.6239 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-2.18365 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-2.16285 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-2.01708 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.67203 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.940338 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.717377 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.90735 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.37603 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.28042 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.80357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.800705 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.139417 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.607462 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.202211 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.452088 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.459102 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.519819 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.822724 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.595115 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.307977 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.260981 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.600418 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.269785 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.466878 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.426382 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.828432 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.23353 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.46444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,21),-0.0658321 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-1.37092 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-1.60715 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.1425 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.22363 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-2.43954 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-2.41643 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-2.27065 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.73807 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-2.46666 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.91472 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.955671 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.924659 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-2.16324 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.62835 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-1.39895 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.98872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.557199 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.408074 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.374411 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-1.10627 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.445425 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.484216 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.51813 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-1.01956 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.746658 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.457385 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.919756 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.878216 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-1.34516 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-1.98793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.515073 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.568046 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.249639 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-1.10217 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.596123 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.685471 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-1.14846 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.684415 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.450751 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-2.6239 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.716648 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-1.37603 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-1.28666 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-1.80093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,20),-0.428717 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.370653 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.911854 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.364513 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.479668 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.822371 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.595034 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.307896 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.64465 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.660184 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.485402 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.6932 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.55408 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.285151 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.357562 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.201336 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.479744 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.328209 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.484698 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.344168 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.228097 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.4716 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.324605 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.339021 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.134505 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.0304758 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.93648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,21),-0.898649 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.592173 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),-0.598761 # DEPENDENCYPART_GRANDPAR
(19,5),(5,29),-0.597503 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.800529 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.425048 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.812046 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.570724 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.561994 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.571403 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.389097 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.698835 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.65149 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.284374 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.0863594 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-2.02766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.52626 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.508272 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.55408 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.285151 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.357562 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.201336 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.355959 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.563058 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.287215 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.373466 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.284564 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.231503 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.411996 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.43436 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.311553 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.130544 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0804024 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0304758 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.169184 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.93648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.570141 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.898649 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.16558 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.592173 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.598761 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.847526 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.758765 # DEPENDENCYPART_GRANDPAR
(19,15),(15,27),-1.2491 # DEPENDENCYPART_GRANDPAR
(19,15),(15,28),-0.705794 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-0.597503 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.566596 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.30641 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.217376 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.372749 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.308474 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.305823 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.433254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.447151 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.327594 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.145088 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.254242 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.00601681 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.182428 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.93648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.570141 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.900408 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-1.16558 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.592173 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.598761 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.847526 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.758765 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-1.24911 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.705794 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.597503 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.132132 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.86443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,22),-1.05811 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.448789 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.222164 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0104387 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.569854 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.862826 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.21537 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.61799 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.693648 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.758475 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.30924 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.11055 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.30558 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.30869 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.969054 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.971845 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.845175 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.992043 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.802006 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.879006 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.13371 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.29485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.129072 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.141912 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.331258 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.0174699 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.00120933 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.0066958 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.220376 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.175569 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),0.00145722 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.4007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,22),-0.194174 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.176015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.101018 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0831255 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.277513 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.801489 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.1835 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0420564 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.251794 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-1.01327 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-0.972605 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.732057 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.07912 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-1.21367 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.21677 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.986132 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-1.3442 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.958641 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.781391 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.814652 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.960609 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.767004 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.72756 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.04178 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.13726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.28279 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.224809 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.301004 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.00594315 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.132092 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.0504836 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.294536 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.18868 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.0344371 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.182133 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.138663 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.523143 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),0.0141788 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.802165 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.833384 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.716308 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-1.02354 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-1.12483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.263643 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.0738434 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.118285 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0397351 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0901294 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.245941 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.144307 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.0472238 # DEPENDENCYPART_GRANDPAR
(19,26),(26,2),-1.30924 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-0.844447 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-0.802006 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-0.885242 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-1.13371 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.290437 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.00936123 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.201183 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.123225 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.0281483 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.220104 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.175569 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.00145732 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.110812 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.485059 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.137519 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.579107 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),0.103937 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.376798 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),0.108814 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.266973 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.136336 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.326803 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.108403 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.54713 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.528091 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.103226 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.107384 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.157571 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.389918 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.141121 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.587922 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.726489 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.000884815 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.035602 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.098436 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),-0.359309 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.389347 # DEPENDENCYPART_GRANDPAR
(20,5),(5,21),0.293757 # DEPENDENCYPART_GRANDPAR
(20,5),(5,23),-0.250253 # DEPENDENCYPART_GRANDPAR
(20,5),(5,24),-0.342036 # DEPENDENCYPART_GRANDPAR
(20,5),(5,29),-0.828284 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.298148 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.552308 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),0.074882 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),0.044053 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0876818 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.146308 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.304096 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.315393 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.281272 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.0261087 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.666141 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),0.504081 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.0923814 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.128876 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.0403847 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.326746 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.293836 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.653554 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.491494 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.280793 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.76023 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.085134 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.0785046 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.245856 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.0523622 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.534438 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.63773 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.0957487 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.0135835 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.153263 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.345591 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-2.27355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,23),-0.492084 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.228081 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0176637 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.5374 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.603032 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.513953 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.364087 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.108403 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.54713 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.528091 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),0.103226 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.334293 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.152021 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.122852 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.195131 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.0955105 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.515611 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.680879 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.27802 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0871828 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0494975 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0583401 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.359309 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.529979 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.389347 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.00893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),0.293757 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.245341 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.250253 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.342036 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.502014 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.840876 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.384084 # DEPENDENCYPART_GRANDPAR
(20,15),(15,28),-0.83193 # DEPENDENCYPART_GRANDPAR
(20,15),(15,29),-0.828284 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.0961182 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.544003 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.117731 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.325555 # DEPENDENCYPART_GRANDPAR
