# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(21,25),(25,5),-1.18544 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.17469 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.905226 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.875357 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.718463 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.902598 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.02903 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.917958 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.791159 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.479496 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.605694 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0402875 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.103055 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.518911 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.0142546 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.044809 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),0.0829351 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.160574 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),0.0578618 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.0697344 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.022921 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-0.960212 # DEPENDENCYPART_GRANDPAR
(21,26),(26,3),-1.26137 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-1.07976 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-1.19086 # DEPENDENCYPART_GRANDPAR
(21,26),(26,11),-0.89468 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-1.17426 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-0.868824 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.889446 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.04519 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.904474 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.820278 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.80732 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.493499 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.768754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.688254 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.0123074 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.119034 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.656019 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0766777 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.0758475 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.0553833 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),0.129535 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.160667 # DEPENDENCYPART_GRANDPAR
(21,26),(26,34),-0.0539595 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.027725 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.107614 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),0.158687 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.132687 # DEPENDENCYPART_GRANDPAR
(21,28),(28,22),0.579211 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.113829 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.00637451 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),0.0971105 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.0172305 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.344291 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.18246 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.0810548 # DEPENDENCYPART_GRANDPAR
(21,29),(29,22),0.675771 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.151228 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.0683896 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),0.0981506 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.15778 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.329826 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.0804178 # DEPENDENCYPART_GRANDPAR
(21,30),(30,27),-0.105539 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),0.145414 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),0.117111 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.024713 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.351176 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.189943 # DEPENDENCYPART_GRANDPAR
(21,30),(30,34),-0.088027 # DEPENDENCYPART_GRANDPAR
(21,31),(31,22),0.675774 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),-0.151225 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),-0.0683896 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),0.0156089 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),0.118017 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.329587 # DEPENDENCYPART_GRANDPAR
(21,31),(31,33),-0.320544 # DEPENDENCYPART_GRANDPAR
(21,31),(31,34),-0.0798324 # DEPENDENCYPART_GRANDPAR
(21,31),(31,35),-0.0867538 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),0.16609 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.260933 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.295702 # DEPENDENCYPART_GRANDPAR
(21,32),(32,34),-0.0177202 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),-0.0903893 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.12811 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.274271 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.230322 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.144206 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-1.67822 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),0.0464599 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-2.38832 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-2.42023 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.813858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.8828 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.417574 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.351324 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0738793 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-0.81863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,27),-0.148343 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.593159 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.925736 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.544505 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),0.127269 # DEPENDENCYPART_GRANDPAR
(22,28),(28,33),-1.14975 # DEPENDENCYPART_GRANDPAR
(22,28),(28,34),-1.83489 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.274191 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.00189043 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.772724 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.271262 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.794535 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.428334 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.120003 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.32275 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.473738 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.55188 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.06149 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.187569 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.247191 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.441582 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.138581 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),-0.125089 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.135114 # DEPENDENCYPART_GRANDPAR
(23,14),(14,24),-1.06171 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.536246 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.932455 # DEPENDENCYPART_GRANDPAR
(23,14),(14,30),-1.23217 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-0.687218 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.790505 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-0.730177 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.824571 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-1.11556 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.978054 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.691599 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.852404 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.729097 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.11484 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.09435 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.798237 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.78764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.428933 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.177422 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.557274 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.527208 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.514854 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.656706 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.51654 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.706347 # DEPENDENCYPART_GRANDPAR
(23,25),(25,34),-0.767111 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-0.668272 # DEPENDENCYPART_GRANDPAR
(23,26),(26,3),-0.596584 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-1.28273 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-0.716075 # DEPENDENCYPART_GRANDPAR
(23,26),(26,11),-0.805743 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-1.06934 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-1.1041 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-0.6711 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.838301 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-0.707322 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-1.44252 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.10074 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.09107 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.796204 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.781228 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.80762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.404035 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.0892694 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.547315 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.496254 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.556757 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.625751 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.696388 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-0.736156 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.418338 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.475995 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.55957 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.477682 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.669934 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.289551 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.420209 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.706325 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.420427 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.621923 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.634199 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),-0.81682 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.488014 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.576468 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.690536 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.668215 # DEPENDENCYPART_GRANDPAR
(23,32),(32,35),-0.774489 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.999477 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.588682 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-1.19584 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.79108 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-1.67402 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.576226 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.157733 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-2.60601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-1.39601 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-1.43539 # DEPENDENCYPART_GRANDPAR
(24,19),(19,31),-1.95019 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.174281 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.84123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,28),-2.54651 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-1.86874 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-1.2861 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.33522 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.08384 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-2.0898 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-1.14936 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-1.25718 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-1.64878 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-2.9271 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-1.41496 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-2.26297 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-2.56465 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.09861 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-2.02931 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.34036 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-2.28507 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.49929 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.24597 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.79916 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.55674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.661183 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.496889 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.911594 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.953812 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.950039 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.883026 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.562403 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),-1.14082 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-1.23713 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-2.44463 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-2.35047 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-2.91154 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-1.39503 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-2.50419 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-2.25057 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.07701 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-2.01375 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.31749 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-2.5685 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-2.26951 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.49466 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.498739 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.22786 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.790912 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.49072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.528001 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.484049 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.882161 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-1.01574 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.920606 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.549563 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-1.11138 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.837914 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-1.04289 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.887186 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.972103 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.818656 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.509889 # DEPENDENCYPART_GRANDPAR
(25,1),(1,8),-0.641923 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.672073 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.646966 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-1.06097 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-1.2905 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.91077 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.655884 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.693664 # DEPENDENCYPART_GRANDPAR
(25,5),(5,11),-0.885981 # DEPENDENCYPART_GRANDPAR
(25,5),(5,21),-0.433172 # DEPENDENCYPART_GRANDPAR
(25,10),(10,6),-0.340641 # DEPENDENCYPART_GRANDPAR
(25,10),(10,7),-0.782549 # DEPENDENCYPART_GRANDPAR
(25,10),(10,8),-0.626363 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),-0.0767283 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),-0.557373 # DEPENDENCYPART_GRANDPAR
(25,10),(10,12),-0.639224 # DEPENDENCYPART_GRANDPAR
(25,10),(10,13),-0.779322 # DEPENDENCYPART_GRANDPAR
(25,10),(10,15),-0.751832 # DEPENDENCYPART_GRANDPAR
(25,10),(10,17),-0.225216 # DEPENDENCYPART_GRANDPAR
(25,10),(10,26),-0.17893 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),-0.738567 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),0.281373 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.485227 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),-0.0420018 # DEPENDENCYPART_GRANDPAR
(25,13),(13,1),-0.977594 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),-1.60621 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-1.27097 # DEPENDENCYPART_GRANDPAR
(25,13),(13,6),-0.756123 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),-1.00036 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.512701 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-1.13789 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-1.39347 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-1.29901 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),-1.20382 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.736473 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.771483 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),-1.18163 # DEPENDENCYPART_GRANDPAR
(25,13),(13,20),-0.317013 # DEPENDENCYPART_GRANDPAR
(25,13),(13,21),-0.501903 # DEPENDENCYPART_GRANDPAR
(25,14),(14,1),-0.739283 # DEPENDENCYPART_GRANDPAR
(25,14),(14,3),-1.14649 # DEPENDENCYPART_GRANDPAR
(25,14),(14,4),-1.4286 # DEPENDENCYPART_GRANDPAR
(25,14),(14,5),-1.09336 # DEPENDENCYPART_GRANDPAR
(25,14),(14,7),-0.814199 # DEPENDENCYPART_GRANDPAR
(25,14),(14,8),-0.869997 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),-0.273444 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.899403 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-1.15036 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-1.40177 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-1.01186 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),-0.609959 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),-0.560595 # DEPENDENCYPART_GRANDPAR
(25,14),(14,19),-1.05513 # DEPENDENCYPART_GRANDPAR
(25,14),(14,20),-0.230698 # DEPENDENCYPART_GRANDPAR
(25,14),(14,21),-0.419477 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),0.063155 # DEPENDENCYPART_GRANDPAR
(25,14),(14,24),-0.302976 # DEPENDENCYPART_GRANDPAR
(25,14),(14,25),-2.37483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,27),-0.319856 # DEPENDENCYPART_GRANDPAR
(25,14),(14,30),-0.914687 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),-0.0258697 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),-0.968506 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),-0.461179 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),-0.239834 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),0.267991 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.810387 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.253331 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),-1.08203 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.656141 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),-0.19681 # DEPENDENCYPART_GRANDPAR
(25,16),(16,22),0.498435 # DEPENDENCYPART_GRANDPAR
(25,16),(16,24),0.0979443 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-2.28078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,26),-0.177552 # DEPENDENCYPART_GRANDPAR
(25,16),(16,31),-0.618618 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.693141 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.408024 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-1.13247 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.681879 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.441178 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),-0.230192 # DEPENDENCYPART_GRANDPAR
(25,17),(17,24),0.0472899 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),-0.0692542 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.804371 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.34263 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.390299 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.979429 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.19175 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.500715 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.112503 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-2.28024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),-0.177006 # DEPENDENCYPART_GRANDPAR
(25,19),(19,31),-0.618146 # DEPENDENCYPART_GRANDPAR
(25,20),(20,4),-1.67266 # DEPENDENCYPART_GRANDPAR
(25,20),(20,5),-1.36482 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-1.82874 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),-1.60913 # DEPENDENCYPART_GRANDPAR
(25,20),(20,15),-0.853611 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.567897 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.42637 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-1.21532 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-1.04487 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-2.60878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.496969 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.177145 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.283219 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.778678 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.93045 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-2.21635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.119726 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.219142 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.306944 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-0.323004 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.978461 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.781219 # DEPENDENCYPART_GRANDPAR
