# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(4,6),(6,5),0.513359 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.318354 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.32948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0458574 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.263914 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.303464 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.381489 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.074232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.930038 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.310132 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.706476 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-2.27483 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.94401 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.46915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.333231 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.177604 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.227214 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.48482 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.764315 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-1.00409 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.421833 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-2.46179 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.54449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.248644 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.641752 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.242613 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.417424 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.364005 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-1.02445 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.621063 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-1.27546 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.21512 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.647244 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0593288 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.00189529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.983636 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.260143 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0459976 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.365633 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.97865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-1.83432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.232885 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-1.089 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.05907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.0531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.25476 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.609676 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.10072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.32508 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.59031 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.514223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.600157 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.460966 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.97866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.855319 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.312 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.41361 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.95394 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-2.83017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.35973 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.935596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.78818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.847887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.358653 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.260967 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0221979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.253659 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.288616 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.143345 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0642945 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.70542 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0544374 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.850686 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.518084 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.402622 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.243206 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.219105 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.687512 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.828776 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.398058 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.357057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.377181 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.70737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.826404 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.45243 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-1.02297 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.1125 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.84806 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.794755 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.492956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.474136 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.189861 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.23674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.12626 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.924086 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.43772 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.465489 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.472538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.129047 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.23508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-1.15739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.1003 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.07829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.57483 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.593082 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.52377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0843164 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0617735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.119322 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.331225 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.141876 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.00435383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.169856 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.991565 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.967252 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.06931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.385648 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.402939 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.427997 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.253876 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.311424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.343983 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.00662154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.255445 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.21464 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.12581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.738065 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.86283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0636538 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0572792 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.350478 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.514422 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.355404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.339938 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.292908 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-1.18603 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.173352 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.208756 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.30237 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.720788 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.738065 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.86283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0636538 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0572792 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.303985 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.514422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.355404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.339938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-1.18603 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.717165 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.201923 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0617768 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.447487 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.119325 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.185139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.309504 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.245688 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.755396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.215833 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.29768 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.23891 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.87683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0615007 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0788261 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.230148 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.287696 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.327995 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.5406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.344885 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-1.06941 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.369554 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.38565 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.21692 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.803097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.821343 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-1.49619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.246141 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0029856 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.431828 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.374279 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.383191 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.299674 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.207492 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.906921 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.191406 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.40537 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.40311 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.21602 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.823771 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.841059 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.65842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.265288 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.111693 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0865111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.14406 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.546578 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.156257 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.20582 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-1.08571 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.332622 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.38791 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.37691 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.272797 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.406987 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.150733 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.211589 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.249301 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.342263 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.343661 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.475745 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0843038 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.372577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.278745 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.636093 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.21745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.164032 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.92632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.0248 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.636439 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.723191 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.181335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.338979 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.308998 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0552388 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),0.17127 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.844884 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.2651 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.13006 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.336344 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.131543 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0663307 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.637332 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.361222 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.648251 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.394205 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.29796 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.86361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0013447 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.693957 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.0774389 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.780062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.0706311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.696498 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.240943 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.574874 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.25019 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.619653 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.72528 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.370833 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.277349 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.960914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.158199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.244304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.434059 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.248159 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.181476 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.867041 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.951258 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.606772 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.18603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.31827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.331994 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.304793 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.225112 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.283959 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.116682 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.249238 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-1.04457 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.949066 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.700266 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.606772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.18603 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.31827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.331994 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.20825 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.225112 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.283959 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.116682 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-1.04457 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.655733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.489315 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.051713 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0564311 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0343924 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.13337 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.540313 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.207336 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.646857 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.19562 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.949401 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.06372 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.35625 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.30584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.367264 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.126137 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.212243 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.39924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.313233 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.298695 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.928284 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.325052 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.999697 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.01241 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.749784 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.657397 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.22379 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.17898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.223191 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.477644 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.391538 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.309122 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.334838 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.211082 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.821522 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.222599 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.05018 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.05482 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-1.04057 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.801367 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.707879 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.43585 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.15601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.337455 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.0214317 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.107537 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.158236 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.212433 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.398835 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.961688 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.314167 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.375472 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.265209 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.175338 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.372391 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.626227 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.471034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.350349 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.293733 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.790008 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.632485 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.421924 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.302977 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.406609 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.37904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.66695 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.69801 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.604507 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.423324 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.459076 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.406823 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.498076 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.516939 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.430047 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.369367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.306395 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.526551 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.48616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.172215 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.481717 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.423541 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.365743 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.550975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.329885 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.548495 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.06901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.916156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.01702 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.00935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.839372 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.21195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.292518 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.296812 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.211501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.410511 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0383242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.391418 # DEPENDENCYPART_GRANDPAR
