# _root_ Stát má v podnicích obvykle 30 procentní majetkovou účast , která by mohla být převedena českým věřitelům , uvedl E . Obminskij .
#goldHeads=2,19,2,3,2,7,9,9,2,13,13,13,9,15,13,17,15,2,0,22,20,19,0,
#predictedHeads=2,0,2,3,6,7,9,9,2,13,13,13,9,15,13,17,15,13,0,22,20,19,0,
(18,20),(18,22),-0.0171166 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0679238 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.00170373 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.065176 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.165765 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0945678 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0198349 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.138286 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.149373 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0932512 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.283069 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.164647 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0584498 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.00463209 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0618419 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.139292 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.164514 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0932512 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.124113 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.045432 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.119177 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.045432 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0573929 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.104806 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0694493 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.12827 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.131531 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.100103 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.168131 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.232752 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.181632 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.348381 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.474095 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.334793 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.13076 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.104808 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.168131 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0222311 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0667049 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0204547 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0667049 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0217269 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0495017 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.081702 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.105473 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0291766 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.308341 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.21987 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0129267 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.00429762 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0658569 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.00277678 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.105321 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.022769 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.308341 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0119382 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.103154 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00868001 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.103154 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0645264 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.047472 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.165571 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.178578 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.150403 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.303973 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0811646 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0182274 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0813092 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0148353 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.166576 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.193719 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.150403 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.094166 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0463842 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0892297 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0463842 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0284953 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.00511236 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00613548 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.146905 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.142644 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.13781 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00994664 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.063309 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0163224 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.00739744 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.000845605 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.146905 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0333788 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.167858 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0320383 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.167858 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0171497 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0495511 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0774486 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.16811 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0664481 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0430963 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.100749 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0371146 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.00285462 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0561419 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0774486 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0128583 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0372335 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00730364 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0372335 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0518369 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0388751 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.17346 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0984078 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.020588 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0843766 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0145918 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.00844638 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0588725 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0388751 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.078615 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.100211 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0730791 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.100211 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.154944 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.315148 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0599482 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0393785 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.10246 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0359864 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.177708 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.201496 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.154944 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0960377 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0438707 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0911013 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0438707 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.281438 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.295016 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0394976 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0901103 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0436163 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0306175 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0312906 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.223309 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0249497 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0417532 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0223491 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0417532 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.298994 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.126392 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0481606 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.134758 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0258847 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0226933 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.216115 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0100249 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.102963 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00758818 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.102963 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.104132 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.209995 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.084883 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00857054 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.101207 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0659781 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.000193698 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0115108 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00158267 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0115108 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.4761 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.320427 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.109628 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.068345 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.136228 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0269377 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.048671 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0251613 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.048671 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.27778 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.087619 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0635253 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.138809 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.038084 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0323776 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0363076 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0323776 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0996879 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0580114 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.132562 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00934086 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.03558 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00756449 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.03558 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0625496 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0390449 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0767267 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0995753 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0711908 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0995753 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.148236 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0893831 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0440939 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0844467 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0440939 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0249497 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0417532 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0223491 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0417532 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.13252 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.138718 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.13252 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0430825 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0863031 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.129488 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.21718 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.12556 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0190621 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.12556 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0515919 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0663376 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0515919 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0372827 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.154237 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.207667 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.909413 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.19007 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.247732 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.120243 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.205361 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.426972 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.082544 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0693727 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00862976 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.117084 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.173335 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.020277 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.220189 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.209075 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0383826 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.111423 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0200722 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.261869 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0367055 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0234166 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00259604 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.286916 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.280999 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0057753 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.187416 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.273597 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0802721 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0477465 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0045402 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00511794 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.21453 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.103316 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0798334 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.266898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.34611 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.214629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.153102 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.404772 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.100069 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.35679 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.325523 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.157503 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.286015 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.521726 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0693457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.283485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.066821 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.190617 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.287753 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.468683 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.814609 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0688628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.567079 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.535668 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.293359 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.74438 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.133198 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.50616 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.122116 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.71804 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.565534 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.250995 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.722981 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.721949 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.36841 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.552242 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.709268 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.000672254 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.121458 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.231485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0749618 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.436137 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.404774 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.152135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.238066 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.928435 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.455856 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.107652 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.235626 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.365676 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.137244 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.155687 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.448798 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.14846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.617052 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.21733 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.0423722 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.478517 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.583409 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.195181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.309393 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.927964 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.279126 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.359984 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.189349 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.244623 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.233287 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.195134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.402521 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.244502 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.121287 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.514907 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.629279 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0477014 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.158792 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.229819 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.101527 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.453619 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.422256 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.189469 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.262867 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.908977 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.337806 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.405352 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.253656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.357173 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.151442 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.144802 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.428844 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.162658 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.609481 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.203132 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.814609 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.109525 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-1.06748 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.52118 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.279336 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.215227 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.582113 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.490367 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.664454 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.285095 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.71804 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.0770613 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.489802 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.648427 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.0696935 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.183895 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.150844 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.120762 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.462353 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.214572 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.239839 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.927716 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.359584 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.431833 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.226466 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.181254 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.477621 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.400607 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.144441 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.111995 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.599242 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.253795 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.0601817 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.80089 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.195431 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.010609 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.798914 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.408609 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.47511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.228586 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.454323 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.466608 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.32927 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.04958 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.24936 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.507101 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.246144 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.848905 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-1.05807 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.853809 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.33452 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.2937 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-1.39951 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.469747 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.606615 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.46191 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.548473 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.10099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.214691 # DEPENDENCYPART_GRANDPAR
