# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(14,11),(14,21),-0.00955364 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0303562 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.147359 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00278347 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00275862 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0307004 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0345079 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.014529 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0433413 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00941595 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0307004 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0329909 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0284129 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.120724 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0488709 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.130384 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.083776 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0320598 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.120724 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.131814 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.175193 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0226386 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0862931 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0322016 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.122145 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.175193 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.189096 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0430753 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0985568 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.053648 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.112669 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.189096 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0361351 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.163867 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0634791 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0277385 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0355755 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.104974 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0929183 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0987072 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.141159 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0354391 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0566091 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.189328 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0996322 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.154272 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.183712 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.207269 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.010071 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0372257 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0823364 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0219452 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.118918 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.224276 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.255553 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0589902 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0698269 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0579573 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0100608 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0508797 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0527837 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.013743 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0166395 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0109148 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0113724 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0109182 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.015333 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0115883 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0414575 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00432926 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0174554 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.015333 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0122945 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0127521 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0122979 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0210923 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0115467 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.035695 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.00437091 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0114919 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0210923 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0130191 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0125649 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0205268 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0115467 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0362605 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.00437089 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0142777 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0205268 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0121849 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0208146 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0116198 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.036057 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00429775 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0146004 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0208146 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0206503 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0115484 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.036137 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00436914 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0133846 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0206503 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.220232 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.292235 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.342869 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.107867 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.181164 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.158141 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0302745 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.011712 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.263614 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0680702 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0409415 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.296437 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0121677 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.308926 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.25596 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00561134 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.035935 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0232069 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0354757 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0295448 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0855325 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.122237 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0648843 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0234932 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.114072 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.012217 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0353943 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0294634 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0800359 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.121854 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0649361 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0203633 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.113773 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0742597 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0618763 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.10154 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0982303 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0984807 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.032287 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0755457 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0297348 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0800313 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.121794 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0648843 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0215988 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.113629 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0882826 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.125705 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0655819 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0291387 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.117912 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.151465 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.130484 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.101234 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.232702 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0703846 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0264129 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.142983 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0146181 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.201549 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.118051 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.238311 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0623919 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.00848923 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0158215 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0161299 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.238311 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0645554 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0158223 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00193645 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.131195 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0838261 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.136476 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.444683 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0423824 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0372051 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0797976 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.112281 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.123002 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0620129 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0654179 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.11223 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0859029 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.180857 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0637632 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.00986837 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.148621 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0531868 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0257724 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0170382 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0171721 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.00598991 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0511355 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0171393 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0259979 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.014717 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.086152 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0256637 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0579806 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0198526 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0262481 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0260909 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0675907 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0165593 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0261399 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0168247 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0508075 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0671047 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0431913 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.103924 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0582723 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0161292 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.238311 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0645544 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0158216 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.00193578 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.131194 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0838265 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.136475 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.444681 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.042364 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.238024 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0638169 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0149719 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00108604 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.130917 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.084096 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.134181 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.441388 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0397777 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0654179 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.11223 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0859029 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.180857 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0637632 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00986837 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.148621 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0531868 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0411255 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0501762 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.017698 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0974509 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0178517 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0540671 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0376077 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00185677 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.131192 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0838281 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.136474 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.443787 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.042241 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.11732 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0880886 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.129868 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.427624 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0312706 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.134393 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0695091 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0512336 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.14107 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.246531 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0126221 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0468762 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0618793 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.138946 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.108887 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0378404 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.118732 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0526062 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.214154 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0811472 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.111302 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.293779 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.103779 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0562093 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.118615 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.01189 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.054592 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.021867 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00156347 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0361047 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0336143 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.362933 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.416874 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.197782 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.848359 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0169421 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.710429 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.206819 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.411351 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.811503 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.556619 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.057015 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-1.08594 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.530509 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.243582 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.303642 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.512577 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.252932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.418433 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.098806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.563799 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0630545 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.361987 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.429763 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.123677 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.513264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0806353 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0264633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.253047 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.214912 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.226263 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.437887 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0911985 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.403359 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.36811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.826005 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.281765 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.444433 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.928624 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0853872 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.725713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.822051 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.147127 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),1.02162 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.285784 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.390713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.168894 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.280557 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.128384 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.379502 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.1636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.343445 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.558245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0297698 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.653802 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-1.1276 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.27311 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.445779 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.162723 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.542683 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.907332 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.166943 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.644332 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.896745 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.202663 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.704369 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.765098 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.266486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.169199 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.437887 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0911985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.403359 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.36811 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.826005 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.173957 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.655345 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.363204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.880909 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.725713 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.822051 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.147127 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),1.02162 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.285784 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.390713 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.475106 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.168894 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.280557 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.128384 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.379502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.411351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.091691 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.508578 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.857153 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.257452 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.605237 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.403308 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.89883 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.067575 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.699178 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.754043 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.987868 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0463658 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.153537 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.457919 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.488093 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.191429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.414706 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.408476 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.779457 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.192116 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.603753 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.315096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.815511 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.00223873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.622547 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.676485 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0949047 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.019204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.088292 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.397406 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.286282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.241772 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.265885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.0776953 # DEPENDENCYPART_GRANDPAR
