# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(0,4),(4,5),-0.335969 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.618148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.592223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.322158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.617148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.37157 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0610633 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.218069 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.152435 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.0165825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.269389 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.669119 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.1679 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.71181 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.238348 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0616706 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.419324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.167465 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0180676 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.355135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.303492 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.610533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.196571 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.100634 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.253421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.524411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0360585 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0916677 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.285826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.258648 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.168213 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.00169104 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.251481 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.405978 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.0484138 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.503031 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0412594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.71181 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.238348 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.105368 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.332096 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.115221 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.902063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.033677 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.404484 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.355135 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.111211 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.559129 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.395946 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0281915 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.116751 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.67222 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0368309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.283115 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.635149 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.532559 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.149843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.182247 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0667831 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.903316 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0288707 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.432199 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.276873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.152985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.251038 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.613363 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.109986 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.125418 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.157215 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.580119 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.124199 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.626583 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.31267 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0159733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0989759 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0263189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.288325 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0690025 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.526848 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0948858 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0912528 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.381041 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.672679 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.170227 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.210673 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.471133 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.071353 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.000706863 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.456509 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.343767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.023329 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.0316839 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0271388 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.312945 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.516323 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.156332 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.624086 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.139924 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.41033 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.25858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.244631 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.122137 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.317558 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),0.213615 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.115129 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.635079 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.128748 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0680356 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.142198 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.05449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.783318 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.141571 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.657798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.134129 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.59502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0822221 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0233914 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.605159 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.168202 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.28158 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.122046 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0109986 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.141835 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.425712 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.69861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.367886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.373959 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.685439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.665734 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.430133 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.944699 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.238125 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.60818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.452406 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.281614 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.159018 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.674605 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.553234 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.297681 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.155582 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.839083 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.13965 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.238805 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.115601 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.368584 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.384496 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.507423 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.509377 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.33514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),0.492067 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.595394 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.295008 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.59077 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0133729 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.103592 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.231284 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.312385 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.208946 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-1.41713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.562045 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.692049 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.378009 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0856134 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.741847 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.521978 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.173447 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.381452 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.168062 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.457149 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0462946 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.238854 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.0816806 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.616257 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.42471 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.032966 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.110533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.145254 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.265307 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.129134 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.00348019 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.359836 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.535637 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.127357 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.501195 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.059144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.613075 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.346949 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0475153 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.681607 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.46101 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.0608081 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.293624 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.448636 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.69861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.367886 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.156915 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.171722 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.196672 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.863831 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.548757 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.653835 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.944699 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.431811 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-1.53562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.43652 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.42316 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0507048 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.764979 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0236613 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.569315 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.0213802 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.104954 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.773516 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.180271 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0893049 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.378921 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.36769 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.458549 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.501035 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.674013 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.593135 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.421402 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.113051 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.78369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.610065 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.496814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.22677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0964129 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.238566 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.213142 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.186525 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.176017 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.295184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.371328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.0177587 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.206891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.207313 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.105733 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.201811 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.745512 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.630904 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.05845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.257817 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.487881 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.289058 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.418638 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.46591 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.744087 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.561446 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.18859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.257402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.380044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.072424 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.198773 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0494132 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.335257 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.355933 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0496415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.117343 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.109981 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.220139 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.179874 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.213511 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.312034 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.127655 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.31133 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.054581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.10307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0888217 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.475415 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.403214 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.58677 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.652413 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.11631 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.495693 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.02158 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.361594 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.774815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.410344 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.572508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.94946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0116377 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.381996 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.820346 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-2.32446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.541871 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.01967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.0756946 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0896624 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.296083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.0889288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.640399 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.196195 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.820856 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-2.25085 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.560624 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.01952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.1443 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),1.37354 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.151128 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.00916409 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.096183 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.260867 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0200949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.207806 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.137464 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.021237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.277891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.133063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.0926387 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-2.17997 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.18712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.980504 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.11498 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0888913 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.122633 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.023797 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.086653 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.482098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.792345 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-2.18056 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.502338 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.949189 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.00684045 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0538815 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.096675 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),1.01262 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.362372 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0512681 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.197256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.279222 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.209364 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0098044 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.229553 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),1.13504 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.127432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.241582 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0442059 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.103822 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.239425 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.122401 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0113642 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.421276 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.00339156 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.098771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-1.18752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.723357 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.959431 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.143892 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.201176 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.20723 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.193816 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.0276036 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0877042 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.537139 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-2.32446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.541871 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.580836 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0895351 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0755661 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.212711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.417335 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.0432449 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0889288 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.793995 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-2.34535 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.560977 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.24664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.997449 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),1.09703 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.454756 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0197687 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.234347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.161677 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.28271 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.109267 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0646924 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.00274792 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.38745 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0936552 # DEPENDENCYPART_GRANDPAR
