# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(4,3),(3,1),-0.626758 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.610255 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.33919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.700353 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.515131 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.69459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.0254456 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.847351 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.09039 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.16957 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.18965 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.68077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0753394 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.330755 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.430808 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.128625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.581055 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.873615 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.821512 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.532052 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.381994 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.06891 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.43673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.45687 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.81599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.126249 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.190676 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.411888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.267709 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.526859 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.808443 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.759147 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.465001 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.521078 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.688444 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.601334 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.138659 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.319059 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.311461 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.697345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.689161 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.20148 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.22163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.74048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.00272525 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0996861 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.307713 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0848437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.312054 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.363136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.97726 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.925354 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.338212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.519558 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.444791 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0746682 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.438261 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.474209 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-2.08889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,11),-0.79068 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0782798 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.267243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.486039 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-2.08768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.416947 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.364724 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),0.482297 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.859665 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.789467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0163648 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.111572 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0559136 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.08691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.325211 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.353219 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.517502 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.351739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.798469 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.849845 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.631104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.52909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0118623 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.430763 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.303181 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.402544 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.194216 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.162212 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.367798 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.539129 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.376518 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.506688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.135375 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.390207 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.529103 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.568462 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.309495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.0965246 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.147923 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.172897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.07345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.186803 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.106631 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.419447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.182672 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.344447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.632704 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.595451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.655395 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.317177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.663349 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.813524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.864925 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.494076 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-1.73896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0331232 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.28912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.497236 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.2662 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.931912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.486974 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.449445 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.660275 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.75274 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.896048 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.347216 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.398473 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.178633 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.5904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0293958 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.236197 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.576392 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.00329795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.153175 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.491595 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.454341 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.666864 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.541212 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.452023 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.537194 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.161663 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.192601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.40343 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.552851 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.0405357 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.00579396 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.393638 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.547302 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0349982 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.506675 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.155137 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0122814 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0566536 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.549304 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0369949 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.508677 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.813524 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.494076 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.73896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.0331232 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.497236 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.129045 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.418497 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.522777 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.476033 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.687533 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.896048 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.683585 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0213976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.252917 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.157384 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.596024 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.531255 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0214003 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0678057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.160019 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.596165 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.52536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.112998 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.421959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.636608 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.530299 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0445972 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0595074 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0370322 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.661276 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.37847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.142763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.373893 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0757538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0569273 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.106188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.55666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.449361 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.585785 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.626249 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.743036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.12884 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.07215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.05678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.554262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.908617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0342255 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.30459 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.228481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.197026 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.631147 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.650419 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.664938 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.123973 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.821218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.359894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.167875 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.480429 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.197406 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.313235 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.249488 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.095888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.119538 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.306653 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.01568 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.03495 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.768224 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.261636 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.937146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0958201 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.148422 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.481425 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0956571 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.242488 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.178467 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.170181 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.277022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.209567 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.948445 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.967647 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.849 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.442802 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.767295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.478331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.313533 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.200066 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.381542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.123397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0523985 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0531022 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.1955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0906953 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.365786 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.288302 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0778886 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0696019 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.158859 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.330127 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.071797 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0674306 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.158853 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.330129 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.327438 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.906475 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0742237 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.127954 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.158853 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.330126 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.327438 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.01568 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.768224 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.261636 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.937146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.148422 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0675944 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0763689 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.346667 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.291399 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.273479 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.209567 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.472536 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.942973 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.962175 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.842993 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.436941 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.779377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.467882 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.317125 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.21099 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.385212 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.272407 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.00067947 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0584953 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0799854 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.139003 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.375763 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.91965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.875521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.846111 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.527538 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-1.17494 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.91558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.488581 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.86467 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.07518 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.899188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.981953 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.12149 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.928412 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.2347 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.910978 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.36301 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.33364 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.11421 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.53942 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.823429 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.54741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.237144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.221262 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.3237 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.321974 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.404731 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.300887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.483198 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.394351 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.76794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.73857 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.23445 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.71109 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.943039 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.75003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.220217 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.515211 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.818931 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.5977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.68019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.81973 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.751285 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.969135 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.44323 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.277037 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.360464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.554276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.64841 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.523907 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.33955 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.31011 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.0373 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.52971 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.759894 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.47037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.0785003 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.295378 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.209507 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.481061 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.275046 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.351978 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.489984 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.35912 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.525219 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.775705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.548289 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.145092 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.769473 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.0300906 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.775704 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.700413 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.142553 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.769419 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.228524 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0583249 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.43589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.68893 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.0310459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.760351 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.683344 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.80577 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.885287 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0515296 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.0349259 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.41854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
