# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(13,14),(14,19),-0.384198 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.757059 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.00142324 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.16429 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.040482 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.250087 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.117341 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.207639 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.750488 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.37168 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0481831 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.752684 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.690381 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.216525 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.152647 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.292433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.103236 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.35861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,8),-0.377702 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.925466 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.141589 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),1.03587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.39587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.358375 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-1.23493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.93512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.385973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.66072 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.29524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.35582 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.250365 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.211197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.428122 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.048555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.35861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.286303 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.68972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.21288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-2.10356 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.71263 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.543247 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.05812 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.50491 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.92367 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.70316 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.33269 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.473711 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0274614 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.24576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.673513 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.22673 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.241496 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.253067 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.303787 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.237948 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.64342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.293644 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.93329 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.444248 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.0866047 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.2385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.760992 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.453663 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0946196 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.590311 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.0931658 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.123367 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),0.343925 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.30972 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.310021 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.384802 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.161093 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.665852 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.360943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.170425 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0678173 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.00093963 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.675907 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.610987 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0464205 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.401432 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.439398 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.00921781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.622998 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.0294594 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.84319 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.486164 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.662187 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.600355 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.152513 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.415778 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.436371 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.00114605 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.637343 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.061913 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.840164 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.483137 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.448747 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.156514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.348452 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0859454 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.337092 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.316905 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.84014 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.859 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.26009 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-2.02981 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-1.84302 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.504859 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.10515 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-1.43116 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-2.06179 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-1.62942 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-1.52166 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.507569 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.16504 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.44913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.558845 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.462445 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.322786 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.348804 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.20436 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.528862 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.362308 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.252601 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.13408 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.450199 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.120673 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.357285 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.343925 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.30972 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),0.0384102 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.310021 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-1.00536 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.19651 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),0.109253 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.342192 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.189718 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.111782 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.2615 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.20434 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.191106 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.0185995 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.272798 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.119347 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.0601132 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0986273 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.0644636 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.16692 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.9231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,22),-0.60836 # DEPENDENCYPART_GRANDPAR
(15,2),(2,26),-1.14308 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.436453 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.28894 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.33774 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.249352 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.302284 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.429046 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.403725 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.163399 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.294661 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0839947 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.231709 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0356487 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.0998678 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.00829732 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.094378 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.364233 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.492153 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.488828 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.330364 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.490045 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.318748 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.211548 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.147094 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.160893 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.253346 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.459555 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.409739 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.117803 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.529995 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.350976 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0936486 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.161691 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.86257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,22),-0.423579 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.476428 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.2953 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.243614 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0428997 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.161861 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.178349 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0563404 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0344088 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0976256 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.00833444 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0953238 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0931381 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.203809 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.04514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.364222 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.843652 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-1.05148 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.976681 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.655446 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-1.14349 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.512873 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.572955 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.211719 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.508904 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0511012 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.118463 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.155929 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.273218 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0492867 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0109561 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0973287 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.20216 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.364224 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.224149 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.414415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0691625 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.204903 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.3946 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.15087 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0213218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.209903 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.00113468 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.128603 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0601109 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.117491 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.222453 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.91601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.231962 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.927709 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.851138 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.907376 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.923715 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.928571 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.631081 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-1.01123 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-1.01655 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-1.12336 # DEPENDENCYPART_GRANDPAR
(15,11),(11,26),-1.14545 # DEPENDENCYPART_GRANDPAR
(15,11),(11,27),-1.00507 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.564946 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.537861 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.167062 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.382278 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.115376 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.85706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.091341 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.206367 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.236214 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.299669 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.155874 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.697082 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0625198 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0802334 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.192377 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.12322 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.04514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.36445 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.843652 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.897269 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.955473 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.05171 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.655448 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.14372 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.93249 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.652044 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.570843 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.815834 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.622814 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.16889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.178172 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.121865 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.190413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.191899 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0250419 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.267009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.398385 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.58651 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.29688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),0.011628 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0479594 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0551729 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0509027 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.164381 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.08473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.629769 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0719956 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0264276 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.109589 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0592893 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.23482 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.173408 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.122267 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.155969 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.175041 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.626074 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0676332 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.148091 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.11584 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0675906 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.232068 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.179659 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.139855 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.147668 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.16674 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0190319 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.106968 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0603244 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.192516 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.267217 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.398967 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.153591 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.0867026 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.0732526 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.167341 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.169054 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0755812 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.158252 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.0243328 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.153551 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.491802 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),0.154915 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),0.0880263 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),0.0767554 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.13825 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.0161544 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.128428 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.503282 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.559349 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.429996 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.932243 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.485954 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-1.65731 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.711485 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.763516 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.662908 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.412785 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.131615 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.66809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,7),-0.319165 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.410881 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.290064 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.35514 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),0.155215 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.843683 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.674697 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.322942 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.498664 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.081258 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.81611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0949768 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.809772 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.00667 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.3508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.574367 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.952498 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.415123 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.989646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.554141 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.31443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.71431 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.54634 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.405864 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.883019 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.08563 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.941977 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.712326 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.401315 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.738549 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.618178 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.78784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.00212419 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.01379 # DEPENDENCYPART_GRANDPAR
