# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(15,13),(15,19),0.00212807 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.138484 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0411116 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.123216 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0299237 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0836579 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.103613 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0185768 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00663555 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.000733822 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0686417 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00621636 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0448915 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.237229 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0577203 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00323918 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0344957 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0182062 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.159069 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.1139 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0929423 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.156479 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.344467 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.48582 # DEPENDENCYPART_SIBL
(16,17),(16,22),-1.3949 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0554653 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.5691 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.735972 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0762831 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0185598 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0786725 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.113943 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0786653 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0169959 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.120707 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0843393 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.19605 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.166564 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.19605 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.205782 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.183058 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.018942 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0145031 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0185575 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0105296 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.111916 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00506645 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.109083 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0309808 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.153719 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0448012 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00120137 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.132857 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0311691 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.153914 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.205707 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.140016 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0809426 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0317785 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.00966538 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0234672 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.133082 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.494797 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.0149937 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00814256 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.001763 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.111642 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0232695 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0109233 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.00813229 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0672573 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00813939 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.166798 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.031572 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.209684 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0128102 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0507012 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0131374 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0342834 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.063602 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0542673 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0491489 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0496418 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0328661 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0460017 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0497824 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.000368456 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0652463 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.000375556 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0126969 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.00692759 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.131463 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.000353393 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0252247 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0842979 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.108931 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0508911 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00240228 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0143549 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.144283 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0539861 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.00118595 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0252578 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0112442 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0252649 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.00265752 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0159187 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0729471 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0334052 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.156292 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.110997 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0651329 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.077276 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0282048 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0114966 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0772365 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0701729 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0159923 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.312907 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0159994 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0469335 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.064878 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0217588 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.131572 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.492294 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0167321 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.00609258 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.000152203 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.109592 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0251473 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.00887328 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.00887497 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0681744 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00888208 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.165437 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0328269 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0734482 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.173551 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0127143 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0124747 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0486398 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0737311 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0199403 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00839562 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.00817153 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0277969 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.00817863 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0576416 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.00896536 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.199456 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0570828 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0317934 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0873267 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.111342 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0727959 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0314065 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0950659 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.124659 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0950587 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0331965 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.114515 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.119478 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0768878 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0753322 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.256332 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.129712 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0735907 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0299769 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0162326 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0299698 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0436341 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.018469 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0353298 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.020808 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0545926 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0928912 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0257314 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0624531 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.336107 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0624602 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.00938609 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0580711 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00135063 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.109925 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0110317 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00920624 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0149245 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.083063 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0149316 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.188295 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0352145 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0760348 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0905581 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00497393 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.565322 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0318969 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.565301 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00445153 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.00844751 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0240292 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00736873 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0171675 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0705422 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0171746 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.151844 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0298232 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0829382 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0737499 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.289262 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.073757 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.131787 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0868703 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00879191 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0659085 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00879901 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.168971 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0326573 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0899547 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.117025 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.037399 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.106077 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0515996 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.066238 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00555265 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.037399 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.10608 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.12197 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.148118 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.147744 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0932332 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0586426 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.272618 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00577599 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0731064 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0275375 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.149597 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0204948 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0783102 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.123827 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.107846 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0708268 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0977995 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0425018 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0003754 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0539008 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.238486 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.195907 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.317538 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0443486 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0161983 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0223412 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0745552 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0533789 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.104628 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.132385 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0459842 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00628325 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00461692 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0911954 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.205936 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.094191 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.064058 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.714648 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.185114 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.415829 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.187165 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.00219873 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0838447 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.00261386 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.119202 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00596972 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.163613 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00684011 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.00309604 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0787396 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.000851306 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.11246 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0196192 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.127067 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.112631 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.251217 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.109695 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.367167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.150619 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.500787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.419447 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.16796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.106651 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.418271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0227063 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.108251 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.10491 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.545375 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.11631 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.118478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0717632 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.00201525 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.470518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.301903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.0974014 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.287412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.232233 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.248835 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.0132646 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.139703 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.326507 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.249094 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.112655 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.384666 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.483608 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.08375 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0367183 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.768953 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.189682 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.108687 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.306564 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0831146 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0816441 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.118758 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.549893 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.071614 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.146095 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.398503 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.266524 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.260976 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.40306 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.477384 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-1.08979 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.19475 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.332713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.381793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.626695 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.235184 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.858488 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.191172 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.535387 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.388947 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.706306 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0187457 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.280507 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0864039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.266735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.00589436 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.421209 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.472674 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.115026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.19847 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.21232 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.854417 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.119986 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0942987 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.166763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.037404 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.144642 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.681905 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0236165 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.643999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.254768 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.408699 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.0842058 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.505404 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.262797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.264914 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0206464 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.564751 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.20125 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.142985 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.103344 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.878982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.121746 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0165107 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0176161 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.184879 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0927387 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.455351 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.0189951 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.407639 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.210797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.170074 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0621773 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.265756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.245611 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0206464 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.564751 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.20125 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.103344 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.878982 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.121746 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0165107 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0576622 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.202022 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.116607 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.254188 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.611681 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.346268 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.619001 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.170074 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0621773 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.54919 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.265756 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.245611 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.21784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.779423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.407463 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.506487 # DEPENDENCYPART_GRANDPAR
