# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(12,22),(22,25),-0.991481 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.73893 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.573571 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.56868 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.507662 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.190239 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.332184 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.731573 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.460912 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.56026 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.356436 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.769559 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.663121 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.546299 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0568853 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.314204 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.10503 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.688424 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.61477 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.266365 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.963028 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.844338 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.116132 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.157253 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.0799259 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.550851 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.16755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,1),0.0837101 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.667 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.962253 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.240826 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-1.12181 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.844767 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0662244 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.185933 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.0129016 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.526376 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.589471 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.00233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,20),-0.723835 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.68895 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.399476 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.326955 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0942118 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.208178 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.647879 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.334021 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0789183 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.00218381 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.105417 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0369217 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.89045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),0.0110567 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.420465 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.01448 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.77974 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0752985 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.668228 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.542585 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.339048 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0493792 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.717624 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.527519 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.48908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.175623 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.556291 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.851594 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.683924 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-1.19522 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-1.3856 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0523883 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.633476 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.851144 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.664024 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.178756 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.832531 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.76227 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.367397 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.303708 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.634656 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.480117 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.35132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.0438356 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.470666 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.779425 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.06351 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-1.24668 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.902082 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-1.02522 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-1.0426 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.542555 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.247986 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.634013 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.03402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.238912 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.280903 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.595446 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.420806 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.470244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.849232 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0803035 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.672985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.948426 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.8022 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.172074 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.921756 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.813499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.340517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.276279 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0857903 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.696155 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.0026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.262075 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.264193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.549698 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.572283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.404581 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.447081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.724417 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.896821 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.731028 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.55586 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.826068 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0442232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.139788 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0885495 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0424718 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.188193 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0624846 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.144665 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.381603 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),1.02628 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.174741 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.291651 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.413081 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.198364 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.97232 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.354313 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.244599 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0833371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.321482 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.129677 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.158354 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),1.03214 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0708322 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0406277 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.185526 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0644164 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.382229 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.232085 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.146737 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.22391 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.286724 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.879999 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.303529 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0842276 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.148452 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0839168 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.174761 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0583141 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.147969 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.928624 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.369326 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.225325 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.69465 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.67499 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.53421 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.692408 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.12178 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.845313 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.68867 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.49561 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-1.46124 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.47339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.67341 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0990984 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.390014 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.175677 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.130783 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0318292 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.874117 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.220855 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-1.14469 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.692942 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.460116 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.651448 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.544633 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.02406 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.603438 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.502799 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-1.20596 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-1.1893 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-1.36059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.587892 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),0.0203488 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.256666 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.256365 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.218324 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.117838 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.130873 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.416436 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.325179 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-1.19639 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.649392 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.502222 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.546841 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.677284 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.19771 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.00165586 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.0146864 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.383534 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.218961 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.530037 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.0389316 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.839939 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.322463 # DEPENDENCYPART_GRANDPAR
(13,26),(26,27),-0.516076 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.15099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0867715 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.340522 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.543213 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.259202 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.31865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.275516 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0619426 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.235054 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.864443 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.170406 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.255287 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.956205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.132223 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.144762 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.901632 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0461582 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.924571 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-1.2207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.299108 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.357561 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.176967 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.599507 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.525012 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0780235 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.585205 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.256244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.261329 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.0552952 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0435541 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-1.15899 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.910987 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-1.21147 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-1.34745 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-2.72473 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.335068 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.356676 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-1.2629 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-2.25468 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.883618 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.28295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.256766 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.238058 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.244189 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0148551 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.619786 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.697646 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.427455 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.137274 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.592609 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.867794 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.639388 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.53502 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.517509 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.875785 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.607247 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),0.198101 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.868435 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.658454 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.5 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.705315 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.439991 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.425256 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.86641 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.387414 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.446931 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-1.96744 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.30814 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.44406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.195185 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.32751 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-1.22703 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.164931 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.342216 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.48124 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),1.36052 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.214851 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-1.26781 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.105638 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-1.28918 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-1.78273 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.40509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.3849 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.685221 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.272967 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.333207 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.112099 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.121287 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-1.36808 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-1.27936 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-1.7771 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.40656 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.22477 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.38459 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.660039 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.22706 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.13182 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.978162 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.21819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.26452 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.950407 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-2.02515 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.61449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),1.03347 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.331421 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.466954 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-1.08392 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.224941 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.265152 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-1.11367 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-1.41242 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-1.53463 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.701344 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.100568 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.76045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.072028 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.304978 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.348151 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.505583 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.405167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.827293 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.167074 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.77618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.312926 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.589063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.546335 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.658343 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.28171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0727551 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.147566 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0150905 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.311382 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),0.0100592 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.373657 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.271835 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.147921 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.18971 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.39566 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.27262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.392056 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0193407 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.031094 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.030285 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0706775 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.0464789 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.318408 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.00130977 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.900326 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.269694 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.644828 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.695675 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.804883 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.816243 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.790749 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.716742 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.538257 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.1435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.348717 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0244189 # DEPENDENCYPART_GRANDPAR
