# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(12,14),(14,15),0.0626174 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.25277 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.116852 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.343737 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.565784 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.950815 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.618855 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.370085 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.617783 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-2.88474 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.68884 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.00215 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-2.42066 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.28287 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-2.06852 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.4411 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-2.53928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.92885 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.21 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.15809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.822529 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.557639 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.26745 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.131531 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.358416 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.583435 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.965495 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.633535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.380134 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.632462 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.43951 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.695894 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.923422 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.600615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-1.52598 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-1.21883 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.556312 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-1.60853 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.244965 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.928969 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.608487 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-1.53152 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-1.22438 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.564335 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-1.61765 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.366074 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.413943 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.121831 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0363397 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.0226279 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.0020245 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0780068 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.683116 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.451698 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.279379 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.110069 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.124338 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.98661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),-0.639527 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.231215 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.529982 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.443141 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.0350543 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.0144606 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.0382261 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0329822 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.123662 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0512337 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.0277174 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.8981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,15),-0.686432 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.164987 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.483551 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.40601 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.206623 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0192065 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.072285 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0257531 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.0584628 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0527237 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0335209 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.89543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.573283 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-1.02955 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-1.15641 # DEPENDENCYPART_GRANDPAR
(13,5),(5,18),-1.20371 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-1.13763 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.163007 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.485971 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.406229 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.207383 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0639065 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0728733 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0332931 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.15831 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.0509228 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.0507861 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.0410609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.89543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.573283 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-1.03097 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-1.15783 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-1.20513 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-1.14771 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-1.29711 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-1.31527 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-1.14085 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-1.14061 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.463107 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.201418 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0333523 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0485055 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.462314 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.424289 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.250269 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.0877542 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0972349 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0287064 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0402244 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.103594 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0598365 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0326643 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.02606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.590765 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.683611 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-1.05885 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-1.01588 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.464137 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.271376 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.277581 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0459 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0463382 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0410161 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.429889 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.420514 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0858522 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.00532382 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0450722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.102625 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0507893 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0240053 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.02558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.59027 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.683116 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.05785 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0141895 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.05082 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.81646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.367434 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.913672 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0576182 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.128828 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0352166 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0754204 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.590271 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.683116 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.08116 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.20624 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.19722 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.01835 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.91502 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.961364 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.818605 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.82787 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.00195 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.940033 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.919099 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.92394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.00184 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.26525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0471523 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0141508 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.156379 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.204982 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.253016 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.296829 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.315853 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0957902 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.14296 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.18898 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.01825 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.912291 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.960496 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.827002 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.85179 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.993718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.937228 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.910863 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.92153 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.993601 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.25098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.374233 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0096054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.132622 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.181225 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.262021 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.273073 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.292097 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.100288 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.119204 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.164201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.178025 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.225 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.282766 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.313736 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.343268 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.170549 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.297058 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0257199 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.233307 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.286902 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.322044 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.351575 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.174836 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.304422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.04455 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.021244 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.150407 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.285465 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.332046 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.361578 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.174682 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.30753 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.182867 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.742567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.595717 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),1.28222 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.881419 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.818527 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.715972 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.753533 # DEPENDENCYPART_GRANDPAR
(14,1),(1,15),-0.437836 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.246575 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.604623 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.212713 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.148868 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.392927 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.793436 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.758331 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),1.09888 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.684647 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.957805 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.345503 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.827693 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.970005 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.29181 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.226402 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-1.21782 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.45019 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-1.27329 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.424018 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.358444 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.4238 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),-0.58043 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.282462 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.782435 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.931499 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.580922 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.243542 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-1.22052 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.425307 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.399135 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.309856 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.598487 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.44571 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.56882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,16),-0.82258 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-1.01148 # DEPENDENCYPART_GRANDPAR
(14,5),(5,18),-0.960059 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-1.15363 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.257197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.772189 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.91689 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.594899 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.165033 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.22143 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.432916 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-1.2769 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.406744 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.312106 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.606096 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.443301 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.57451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.831108 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-1.02001 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.968586 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.765066 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-1.04783 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-1.03661 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-1.16432 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-1.2178 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.82841 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.742864 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.909307 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.491916 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.434444 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.83918 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.736252 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0400258 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0456335 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.134973 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.170614 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.47096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.43786 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.511798 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.853859 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.190553 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.994084 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.328641 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.323189 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.10353 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.519038 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.47132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,3),-0.741037 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.489505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.809946 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.184678 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.882621 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0507585 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.128767 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.174213 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.47094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.437836 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.511609 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.139044 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.187056 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.214267 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.59355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-1.01778 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.184105 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.887878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.165463 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.198444 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.47094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.437844 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.551514 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.739355 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.246575 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.965396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),0.101063 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.293641 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.351107 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.08221 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.376008 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-1.14617 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.370043 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.215845 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.55837 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.82745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.793436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.25597 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.44381 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.39242 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.64521 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.35029 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.609133 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),0.0950441 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.407456 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.4002 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.782372 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.46414 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.764633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.546686 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.962408 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.430098 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.81215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.444733 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.650628 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.597058 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.554276 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.681935 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.675808 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.736906 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.857789 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.680031 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.382059 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.328045 # DEPENDENCYPART_GRANDPAR
