# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(21,19),(21,24),-0.0907209 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0302195 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.133238 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.20461 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0134527 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00407459 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.145201 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0134527 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.00259588 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00407459 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.145201 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0134527 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.00259588 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0869278 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.108387 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0907209 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0212285 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.133238 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00259588 # DEPENDENCYPART_SIBL
(23,1),(23,2),-0.0398179 # DEPENDENCYPART_SIBL
(23,1),(23,3),-0.0952234 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.0686351 # DEPENDENCYPART_SIBL
(23,1),(23,5),-0.0397096 # DEPENDENCYPART_SIBL
(23,1),(23,6),-0.0702682 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0305509 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.235095 # DEPENDENCYPART_SIBL
(23,1),(23,10),-0.00357341 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.234867 # DEPENDENCYPART_SIBL
(23,1),(23,12),-0.068777 # DEPENDENCYPART_SIBL
(23,1),(23,13),-0.00529748 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0952234 # DEPENDENCYPART_SIBL
(23,1),(23,15),-0.0280998 # DEPENDENCYPART_SIBL
(23,1),(23,16),-0.068777 # DEPENDENCYPART_SIBL
(23,1),(23,17),-0.012286 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.012286 # DEPENDENCYPART_SIBL
(23,1),(23,19),-0.0891952 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.00133317 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.012286 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0134129 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0337754 # DEPENDENCYPART_SIBL
(23,2),(23,3),-0.0838223 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0324271 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.022903 # DEPENDENCYPART_SIBL
(23,2),(23,6),0.00183784 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0588498 # DEPENDENCYPART_SIBL
(23,2),(23,9),-0.0224717 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.0550022 # DEPENDENCYPART_SIBL
(23,2),(23,11),-0.0222435 # DEPENDENCYPART_SIBL
(23,2),(23,12),-0.00805459 # DEPENDENCYPART_SIBL
(23,2),(23,13),-0.055236 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.0838223 # DEPENDENCYPART_SIBL
(23,2),(23,15),-0.0684702 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.00805459 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0624703 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0624703 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.00190803 # DEPENDENCYPART_SIBL
(23,2),(23,20),-0.0209082 # DEPENDENCYPART_SIBL
(23,2),(23,21),-0.0624703 # DEPENDENCYPART_SIBL
(23,2),(23,22),-0.0624703 # DEPENDENCYPART_SIBL
(23,2),(23,24),-0.168229 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0500902 # DEPENDENCYPART_SIBL
(23,3),(23,5),-0.025981 # DEPENDENCYPART_SIBL
(23,3),(23,6),-0.0105215 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.0176307 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.116511 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0342944 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.116855 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.00912908 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0264011 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.174704 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0343651 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.00912908 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0268348 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.0268348 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0280096 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0741861 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0268348 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0268348 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0253276 # DEPENDENCYPART_SIBL
(23,4),(23,5),-0.0666771 # DEPENDENCYPART_SIBL
(23,4),(23,6),-0.0782697 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.117427 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0730204 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.0542393 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0727922 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.111694 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0591819 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.150166 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0909066 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.111694 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.0617073 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0617073 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.122395 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0641061 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0617073 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0617073 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.121693 # DEPENDENCYPART_SIBL
(23,5),(23,6),-0.018039 # DEPENDENCYPART_SIBL
(23,5),(23,7),0.0910939 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.0134278 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.0477009 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.0131566 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.040751 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0375359 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.213189 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.000822478 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.040751 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.0315823 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.0315823 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.082535 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.276886 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.0315823 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0315823 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.169472 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.0509362 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.00867846 # DEPENDENCYPART_SIBL
(23,6),(23,10),-0.057319 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.00845026 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.0302945 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0575239 # DEPENDENCYPART_SIBL
(23,6),(23,14),-0.0652045 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.045273 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0302945 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0647582 # DEPENDENCYPART_SIBL
(23,6),(23,18),-0.0647582 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0948314 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.00895341 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0647582 # DEPENDENCYPART_SIBL
(23,6),(23,22),-0.065907 # DEPENDENCYPART_SIBL
(23,6),(23,24),0.0113547 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.045677 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.0233428 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.04523 # DEPENDENCYPART_SIBL
(23,7),(23,12),-0.0911699 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.017105 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.255247 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.0333522 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0911699 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0320326 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0320326 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.0536444 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.00568635 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0320326 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0320326 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0864738 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.00292459 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.232683 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0688382 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.00464865 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0920056 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0272797 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0688382 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0116372 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0116372 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0892227 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.00127332 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0116372 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0127641 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0388712 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.00251504 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.174683 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.179081 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.147259 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0390471 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.174683 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.189117 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.189117 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.144107 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.00178041 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.189117 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.189117 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0191998 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0686416 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.00407246 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.091809 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0270831 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0686416 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.011061 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.011061 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0890255 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.00147657 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.011061 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0121879 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0386911 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0483852 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0324364 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0462392 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.0118336 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0556194 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0556194 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.101928 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0542658 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0556194 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0556194 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0993264 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.1458 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0365042 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.169951 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.1715 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.1715 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.151189 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.00309184 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.1715 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.1715 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.021713 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0343651 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.00912908 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.0268348 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0268348 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0280096 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0741861 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0268348 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0268348 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0253276 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.159607 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0880388 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0880388 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.108887 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0629478 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0880388 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0880388 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0654297 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0556194 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0556194 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.101928 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0542658 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0556194 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0556194 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0993264 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.189104 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.144107 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.00178041 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.189104 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.189104 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0235203 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.144107 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00178041 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.189104 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.189104 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0235203 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0929453 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0248769 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0248769 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.167543 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0297179 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0297179 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0708576 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.189104 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0235203 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0238947 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0975574 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.198432 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0515641 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.404772 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.262009 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.189549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.57736 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.579029 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.32309 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.0671244 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.452179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.324691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.196037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.824842 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.227579 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0464439 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.173089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.102961 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.288749 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.555919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.306536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0831331 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.488791 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.468832 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.399416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.794277 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.489482 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0974137 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.230973 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.839266 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.241154 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.231282 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0952481 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.260995 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.445969 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.43149 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.497661 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.573215 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.496426 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0176342 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.338484 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0454328 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.673648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.376414 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.55826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.304391 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.815388 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.620138 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.0121017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.83649 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.244738 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.234295 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0965609 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.277657 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.449553 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.427852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.24531 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.69475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.493317 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0103015 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.335256 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0386883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.670539 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.369082 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.550928 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.295492 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.808055 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.612806 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.0184336 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.824842 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.156318 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.433596 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.187525 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.819372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.58945 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.722674 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.417492 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.591778 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.549612 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.274556 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.808136 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.299799 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.0806801 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.298744 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.389224 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.505777 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.339038 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.792915 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.732993 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.735507 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.401948 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.205338 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.830403 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.730547 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.912393 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.406797 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-1.16952 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.97476 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),0.266284 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.254028 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.836491 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),-0.244737 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),-0.234288 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),-0.0965585 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),-0.277656 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.449552 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.435273 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.245309 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.694736 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.639016 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.609188 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.305652 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.358946 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.0225675 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.78641 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.585437 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.767283 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.856464 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.614766 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-1.02441 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.829613 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.127655 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.23896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.10409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.169086 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.128302 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0443772 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0203768 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.790905 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0481635 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.32483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.309577 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.863719 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.100683 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.00301203 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0185931 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.858799 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.0120683 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.310613 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),0.238012 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.532024 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.389916 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.425757 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.248911 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0944341 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.393762 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.348516 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.144439 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.58425 # DEPENDENCYPART_GRANDPAR
