# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(0,12),(12,2),0.0853592 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0374306 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.330867 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.643421 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.112601 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.51141 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.409395 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0107989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.263245 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0770636 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.550098 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.100783 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.464087 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.17206 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.197949 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.139754 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.54099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0706807 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.624296 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.881403 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.08485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.0728113 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.10127 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-1.36213 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.8636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.452505 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.553998 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.810409 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.889288 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0613228 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.985906 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.649333 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.162797 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-1.55936 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.466663 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-1.493 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.85821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.447114 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.325664 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-1.04704 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.555386 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.175398 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.65071 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.316481 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.0292402 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-1.25521 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.21869 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.684909 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.325694 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.657304 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.560126 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.54005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.128954 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.283967 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.568948 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.832385 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-1.17665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.835798 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-2.06182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.650726 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.117428 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.772139 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-1.02887 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-1.00282 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.809351 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.47454 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.752941 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0295957 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.39488 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.412436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.9378 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.82565 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.485481 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-1.59897 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-1.31956 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.837529 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.518292 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.844362 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.10269 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.124368 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-1.35753 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-1.95757 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.54201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.130917 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.571616 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.835053 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.485186 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.519236 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.591028 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-1.07276 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.119425 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.35783 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.479082 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.18657 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-1.19508 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.548647 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-1.93626 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.68848 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.86771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.456619 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.322589 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.660409 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.916831 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.808756 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.250843 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.913828 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.578267 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.0269455 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-1.25722 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.220967 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.954121 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.674867 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-1.16925 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-1.88555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),-0.474454 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.35395 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.951834 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.822808 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.00934377 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.94505 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.594021 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-1.42365 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),0.300918 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.310565 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.957064 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.628705 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.502088 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-1.91411 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-1.14337 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.628485 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-3.02561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.572362 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.09459 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.67892 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-2.0613 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.611465 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-2.26465 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.43482 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.73585 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.50149 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-2.00758 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.87308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0558823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.644176 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.994325 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0291034 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-1.18902 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.361755 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.013951 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.98607 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.412204 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-1.09098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.71572 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.86769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.61843 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.880809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.660422 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.143178 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.853825 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0289039 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.205988 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.681915 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.0291331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.589375 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.61846 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.159188 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.665163 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.75205 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.54953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.576733 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0708317 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.666153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-1.37977 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.54822 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.93849 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-2.0713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.410194 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.274023 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.862637 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-1.10785 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-1.01247 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.186962 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.423333 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.206343 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.821584 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.164612 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.934678 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.840642 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.431022 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-1.21843 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.917541 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.71533 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.87719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.615355 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.162293 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.750598 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.913793 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.218623 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-1.11694 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.29069 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.203693 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.683922 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.0268564 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.951 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.689859 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.767229 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.68438 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-1.89503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.646716 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.453718 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.927845 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0228756 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-1.14816 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.306444 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-1.09405 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.477666 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0627416 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.953942 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.643697 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.447629 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-1.53357 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.741348 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.53295 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.239163 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-2.01834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.374667 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.730955 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.883849 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.654965 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.817672 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.02665 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.03569 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.818687 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.113024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.01834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.374667 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.730955 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.883849 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.654965 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.03569 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.818687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.670618 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.588724 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.14208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0196551 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.108719 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0255204 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0248474 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.252137 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.326942 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.182814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.20045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.484657 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.14209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.646774 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.10973 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.898421 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.816527 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.23605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.61344 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.253705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.233392 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.00997766 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.756705 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.674811 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.08897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.397203 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0406899 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0488705 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.203217 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0262821 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0344584 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.165114 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.00109419 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.120457 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.308049 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.166708 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.223861 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.22281 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.0902392 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.255337 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.428179 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0142123 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0683504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.144721 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0723999 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.327826 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.89842 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.816526 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.614623 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.254888 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.17753 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.427168 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.233608 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0510174 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.143402 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0764933 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.078916 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.389813 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.155643 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.308119 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.314801 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.0794623 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.969521 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.887627 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-1.25345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.13804 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.215051 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.00302568 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.164944 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.373144 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.442786 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.135791 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.218991 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.379981 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.327588 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.46439 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.848003 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.766109 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.25318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.528537 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.133214 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.274003 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.16423 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0306685 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.132705 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0658146 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0258024 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.388518 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.107799 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.261427 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.293162 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0558721 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.415464 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.212246 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.492185 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.428169 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.554997 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.323655 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.184866 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0504029 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0630603 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.03911 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.350926 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.107247 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.26082 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.310495 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.39139 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.771794 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.152761 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-2.04803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.379416 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.31089 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.295 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.39051 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.11428 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.55552 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.16383 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.634164 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.152761 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.04803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.379416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.31089 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.295 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.55552 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.16383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.892458 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-1.29986 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.01993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.351376 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.51534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.271347 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.59497 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.31873 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.802502 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.21035 # DEPENDENCYPART_GRANDPAR
