# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,0,14,15,15,17,18,21,17,24,24,21,24,25,0,
(14,15),(15,7),-0.408658 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.465129 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.634184 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.731406 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.866481 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.714781 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.736601 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.20819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.00263128 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0101581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.264012 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.285477 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.252941 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.0754154 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.279668 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.615951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.638676 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.830728 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.519915 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.82698 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.756107 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.394248 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.00155 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.405626 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.46213 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.636296 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.726651 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.862735 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.714025 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.731846 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.21073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.369003 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.229392 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.223681 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.225703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.219151 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.114036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.270161 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.556177 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.578901 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.426536 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.344064 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0623995 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.391675 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0926913 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0400385 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.310896 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.334521 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.826803 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.767479 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.5764 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.61349 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.938521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,17),0.384052 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.238996 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.495888 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0612044 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.149678 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.739236 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.759694 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.560144 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),0.376717 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.314983 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.479422 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.243941 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.374211 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.325336 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.80216 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.819117 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.0733967 # DEPENDENCYPART_GRANDPAR
(14,24),(24,1),-0.830728 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.519293 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.8271 # DEPENDENCYPART_GRANDPAR
(14,24),(24,4),-0.756161 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-1.00179 # DEPENDENCYPART_GRANDPAR
(14,24),(24,8),-0.461508 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.726651 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.714025 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),-0.731846 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),0.227911 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.168943 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.268065 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.379102 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.11222 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.145251 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),0.088653 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.849088 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.55832 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.581044 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.0443658 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.0369324 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.626541 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.119352 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.337446 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.94015 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.389186 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.172582 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.417426 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.179174 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.165007 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.00698173 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.419057 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0105602 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.253719 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.711064 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.468194 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.481644 # DEPENDENCYPART_GRANDPAR
(15,3),(3,17),-0.0678364 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.134448 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.377599 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.0569669 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.512999 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.0782048 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.443546 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.214895 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0222069 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.477555 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.119855 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.863413 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.210218 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.0740766 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,20),-0.431038 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.399999 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.298042 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.54554 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.264219 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.449352 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.199307 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.294522 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.177492 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.230618 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.01619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.405592 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-1.32102 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.378223 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.10858 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.127289 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.363389 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.374682 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.196102 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.122558 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.353593 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.286657 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.503752 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.304714 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.512956 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.0212917 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.245541 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.70422 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.460159 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.47319 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.67831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,17),-0.0680637 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.134867 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.377922 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.0574341 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.983495 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.285874 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.00484708 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.466028 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0390769 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.104016 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.65142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.0411819 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.0553294 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.285898 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.502455 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0121706 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0142186 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.110603 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.59831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.0595636 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.171021 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.180548 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.282827 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.260754 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.132307 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.619212 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.105554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.66097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.676036 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.050733 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.264647 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.298905 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.261676 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.417394 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.543784 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.00274857 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.108967 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.220785 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.619589 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.576948 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.82767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.217252 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.216109 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.950909 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.609377 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.201876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.13268 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),0.140953 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),0.294924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.481803 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.438045 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.054316 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.945318 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),0.151761 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),0.134123 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.180193 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.219265 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.315962 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.913453 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.68392 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.443789 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.10572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0261956 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.110529 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.478456 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0866676 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.271689 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.608214 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-1.09024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-1.17802 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0118339 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0606211 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.226497 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.314002 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.374977 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.259189 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.00507903 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.202579 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.907914 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.820487 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.518482 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.1661 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.721157 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.387345 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.150292 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.422351 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.104676 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-1.0359 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-1.06429 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-1.14375 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.591474 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.95151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,18),0.256843 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.454621 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.531421 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.207491 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.301298 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.956593 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-1.03254 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.190558 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),0.141512 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),0.296727 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.481364 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.437593 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.944997 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),0.135926 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.218706 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.912894 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.683361 # DEPENDENCYPART_GRANDPAR
(15,24),(24,16),-0.0279142 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.514672 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.0839936 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.480371 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.409117 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.406333 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.0611717 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.0366158 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-1.08335 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-1.17113 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.22604 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.050695 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.907988 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.202898 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.0517164 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.701014 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.202616 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.068311 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.0813891 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.126386 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.69367 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.465218 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.440732 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.233615 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.45972 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.574634 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.462039 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0133603 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.0989519 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.467632 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.592773 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.740898 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.618679 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.0695604 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.81643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),0.167782 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.256838 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.322511 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.278549 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.281819 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.707191 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.609823 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.528775 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.749666 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.139439 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.362308 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.253156 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.398304 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.306721 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.237673 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.411991 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.33358 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-1.0784 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.264462 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.825078 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.163818 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.179012 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.481098 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.139903 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.862861 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-2.08002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,24),-1.03494 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.63463 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.357248 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.453971 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.50151 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.455237 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.257135 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.668332 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.363826 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.692322 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.764631 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.319647 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.327641 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.4569 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.584596 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.734054 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.610644 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.0611062 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.777407 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.81666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),0.167363 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.257161 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.322978 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-0.771578 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.101494 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.302212 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.458932 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.152205 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.261927 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.189963 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.71363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,21),-0.239668 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.100608 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.509198 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.14755 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.366126 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.236965 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.499379 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),0.316484 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.193735 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.581777 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0984469 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.183022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.440747 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.645767 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.260388 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.21357 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.0745305 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.72318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,1),-0.556044 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.839834 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.268824 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.800094 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.794536 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.46796 # DEPENDENCYPART_GRANDPAR
