# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=5,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(16,20),(20,1),-1.89323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-3.13471 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-2.24935 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-2.82281 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-2.1912 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.59277 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.48691 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.71414 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-2.24856 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-2.61012 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.43535 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.13396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.470688 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.298989 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.678255 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.164898 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0042667 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.497948 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0225818 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.670909 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.657832 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.942937 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.111047 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.447454 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.293044 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.452149 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.632505 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.0748444 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.522822 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.217677 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.278453 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.547005 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.653051 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.69485 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.0918486 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.130724 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.781643 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.128165 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.956327 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-1.16384 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.165546 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.35504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.445548 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.15239 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.549969 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.376511 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.512851 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.21012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),0.270371 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.285097 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.435218 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.0900187 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.185312 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-0.838847 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.20364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.277813 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.428732 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.0835402 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.178807 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.832221 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.99352 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.80545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.76719 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.948721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),0.2006 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.960132 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.10446 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.13172 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.13177 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.05756 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.913548 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.65063 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-2.45198 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-2.26439 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.757399 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-2.22592 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.15355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.03073 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.260859 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.858003 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.79976 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.625101 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.95518 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.938099 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.964742 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.89059 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.751633 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.758849 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.408064 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.95872 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.77121 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.543505 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.73275 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.01674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.13706 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.49188 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.886312 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.09866 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.824765 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.0876197 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-1.19514 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.312782 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.409428 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.621496 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),1.52373 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.344966 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.905895 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.288129 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-1.26233 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.0137213 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.11048 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.693065 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.483836 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.242069 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.748624 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.375312 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.31725 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0140511 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.357122 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.4346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.386744 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-1.02566 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.829944 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.846125 # DEPENDENCYPART_GRANDPAR
(18,13),(13,26),-1.5095 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.477769 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.741016 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.986864 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.020293 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.349908 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.349918 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.43347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-1.02547 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.829731 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.845859 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-1.50906 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.475729 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0992915 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.6123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.43024 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.0381 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.46161 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.29458 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-2.72444 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.46559 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-2.25396 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.44178 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.959883 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.649473 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.26314 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.78018 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-1.77457 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.754264 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.38833 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.24873 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.29487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.842684 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.151482 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.189767 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.419936 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.196909 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.787799 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.503665 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.712366 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.271773 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.959203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,22),-0.320566 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.984628 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.447169 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-1.35172 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.547739 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.756553 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.830122 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.0568659 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.116739 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.411284 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.459305 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.0777698 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.106864 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),0.00785758 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.23688 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.183992 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.241101 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.117968 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.0506147 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-2.06178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,1),-0.0264066 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.0811246 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.44662 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.514175 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.0603402 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.0822511 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.135419 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.248574 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),0.205165 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.170919 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.193762 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.00199045 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.057431 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-2.06433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,1),-0.206942 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.182246 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.633419 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.819504 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.0080709 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.189205 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.208869 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0094067 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.119978 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.0225217 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.0882233 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.450989 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.520769 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.0553919 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.124204 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0991057 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.186896 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.153574 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.246636 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.219351 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.163483 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.186327 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.000422017 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.0218582 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.0457706 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.101568 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.06433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.680263 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-1.02337 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.865421 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-1.25814 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-1.05627 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-1.43707 # DEPENDENCYPART_GRANDPAR
(19,9),(9,26),-1.15888 # DEPENDENCYPART_GRANDPAR
(19,9),(9,28),-1.22721 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.182851 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.13337 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.762612 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.0560406 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.188746 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.184201 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.230477 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0265302 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0611321 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0862418 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.344257 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.351869 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0112933 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.185802 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.172606 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.00852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.612353 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.260053 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.340753 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.129337 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.148773 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0536466 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.0161631 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.99178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,10),0.252367 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.301166 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.106643 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.114645 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.170948 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0468595 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.0639383 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0292978 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.19468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.680011 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.835864 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.972579 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-1.29176 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.191682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0643736 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.163984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0162101 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0855452 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.118478 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),0.0222784 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.394547 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.593372 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.0929503 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.0624231 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.180375 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.105717 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.188177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.362196 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.0753925 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.160515 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.204767 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.105254 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.255259 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.190729 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.05392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.648829 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.931245 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.795158 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-1.16598 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.898585 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.34485 # DEPENDENCYPART_GRANDPAR
(19,15),(15,28),-1.13355 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0855629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0598994 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.679973 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.835825 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.972515 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-1.29157 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0836627 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0206437 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0525179 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.98441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.457372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.897007 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.163911 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.187085 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0235594 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.134789 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.679973 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.07296 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.907327 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.57 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.729264 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.87615 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.715552 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.4306 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.12837 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.643829 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.11715 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.14871 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.910197 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.984149 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.00231 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.06557 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.41988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.00515791 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.072356 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.23426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.143955 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.423443 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.26827 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.340615 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.19722 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.11536 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.161109 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.296071 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.164479 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.476913 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.313693 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.386523 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.253893 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0255909 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0227214 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.128195 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.472889 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.318154 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.390984 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.249869 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.140944 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.468617 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.572525 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.217235 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.0273601 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.466071 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.301678 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.0627828 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.0995264 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.35805 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.605794 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.963034 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.396309 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.0690365 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.090872 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.443636 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.165299 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.260866 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.772541 # DEPENDENCYPART_GRANDPAR
