# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(13,12),(12,15),-0.614698 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.215009 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.717342 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.59482 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.546874 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.560216 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.425898 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.02088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.166998 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0383833 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0060575 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.904442 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.491799 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.485147 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.27896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.489774 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.00552845 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0165561 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.123522 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.405504 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.148391 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.210663 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.137621 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.27124 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.49777 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.25064 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0251363 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.121186 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.40578 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.153234 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.211746 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.138704 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.276083 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.787566 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.711921 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.743708 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.567695 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.619934 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.533403 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.574587 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.558117 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.612427 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.61374 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.369523 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.03227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.503289 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.230171 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0984182 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.00916036 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0246948 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.124852 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.142521 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0963492 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.120908 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.248932 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.1316 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-1.35813 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.556031 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-1.48407 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.801208 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-1.96944 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-1.06194 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-1.3898 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.454445 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.42799 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.712218 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.83563 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-1.15282 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.479924 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.20849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.97779 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.13013 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.783668 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.626374 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.632358 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.407063 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.58536 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.915595 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.81801 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.08494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.634776 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.910035 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.985677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.92271 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.74214 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.34232 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.761849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.38056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.258782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.196887 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.415332 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.53247 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.788501 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.275738 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.253938 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.758423 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.3711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.297992 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.20586 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.413347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.532587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.793708 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.277672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.255872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.76363 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0758058 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.231947 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.778935 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.748975 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.157321 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-1.48519 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.209051 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-1.10585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.64027 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-1.068 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.396609 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),1.1087 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.127678 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.8041 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.553105 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.294347 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.646632 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.64864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,19),-1.35067 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.16779 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.53176 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.912829 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.512268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-1.6668 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.425986 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.398843 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.308378 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.29308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.334625 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.21191 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.310983 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.33383 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0996404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.35044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.391984 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.604083 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.352051 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.908672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.206446 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.465807 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.549044 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.393601 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.190399 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.55968 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.324507 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.748944 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.123481 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.35639 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.919508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),1.03403 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.559104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.391796 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.322702 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-2.15616 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-2.60477 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-1.25481 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-2.01599 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.59556 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.825843 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),0.175797 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.975028 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-2.38551 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.11379 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.2723 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.628534 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.250942 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.27569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.680096 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.00409086 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.219494 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.177011 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0928348 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0148853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.458534 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.109148 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.796677 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.21566 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.172376 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.150097 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.00163614 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.382598 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.615134 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.647189 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.27941 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.588493 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.460354 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.724249 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.614223 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.244292 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.137563 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.498501 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.754065 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.21566 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.404802 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.0924621 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0332393 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.328834 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.850366 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.500639 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.369123 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0441758 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.612094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.19539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.384657 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.47319 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.638166 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.509558 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.252709 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.72479 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.2381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.369249 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.31808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.01903 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.61703 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.542655 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.744708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.58796 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.05797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0983113 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.640603 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.77345 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.772061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.306836 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.666788 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.636483 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-2.85655 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-2.34731 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.28673 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-2.32454 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.82424 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.01019 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.27565 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.15084 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-2.5528 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.37559 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.30429 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.566295 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.6077 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.75574 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.13064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.219734 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.218963 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.451749 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.000707708 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.204576 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.571445 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.422675 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.690507 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.435051 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.168013 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.246572 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.226433 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.500845 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.552895 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.924227 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.375831 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.702809 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.775291 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.619487 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.551984 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.340712 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.361763 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.813439 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.649303 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.435051 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.680524 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.00124541 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.189025 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.444549 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.748611 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-1.28052 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-1.29201 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.3337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.583013 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.3754 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.56205 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.357481 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.228295 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-1.41654 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-2.04287 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-2.01448 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.164321 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.744606 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.597872 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.17751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.35449 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.419184 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.437551 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.520274 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-1.5481 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.576685 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.634449 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.209553 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-1.53789 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.374851 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.158693 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.69853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-1.06023 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-1.48689 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.441708 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.730286 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.66656 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-1.54787 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.35167 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.154272 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.69891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-1.06034 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.48701 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.441832 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.73041 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.66668 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-2.94955 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-2.19799 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.48765 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-2.47648 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-2.13534 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.94193 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-2.04531 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.2914 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-2.66446 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.6733 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.42361 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.517826 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-2.4128 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-2.17107 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.83368 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.26861 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.6046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.327128 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0396617 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.108069 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.561463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.506798 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.799125 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.14391 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.54641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.277967 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.120675 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.481612 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-1.14391 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.545472 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0408203 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0853343 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.427383 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.848514 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.195049 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.230146 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.592618 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.110007 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.126186 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.00735311 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.541206 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.230146 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.592618 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.110007 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.126186 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.00735311 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.609079 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.364536 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.626745 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.194787 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.542249 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.148627 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.64148 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.128918 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.00459604 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.0959645 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.297658 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.608545 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.904618 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.389548 # DEPENDENCYPART_GRANDPAR
