# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(21,5),(21,6),0.00217627 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.018662 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0175519 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0178718 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0176492 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.00890823 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0441404 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0444576 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.012454 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0199936 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0203135 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.0200909 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.00707092 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0415229 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.04184 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0146348 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0148105 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0147929 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0782924 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0067109 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.00556448 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.00848053 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0108817 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0231358 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00774129 # DEPENDENCYPART_SIBL
(21,12),(21,27),0.00823166 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00907971 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0230305 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00909064 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.00958101 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0239712 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00405598 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.00454635 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.00066219 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.00472624 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.146885 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0318673 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0642508 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0649111 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.147823 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.147691 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.52503 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.332683 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.14037 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0648554 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.414931 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.073041 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.000305052 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.0562581 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.103059 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0566309 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.440789 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0680772 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.00195352 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.0228512 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0267619 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0866574 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0308564 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0109382 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.015494 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.150388 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0503464 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0255166 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0807813 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0669047 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0372705 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0256696 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0503151 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.110129 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.00524012 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.0216966 # DEPENDENCYPART_SIBL
(27,17),(27,21),0.104003 # DEPENDENCYPART_SIBL
(27,17),(27,22),0.05757 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.449576 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.0687728 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.125401 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.404772 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.0217295 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.111685 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0289885 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.0553483 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.122002 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.160298 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.00306293 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0135999 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.16186 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0189196 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0930284 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.48656 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0373102 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.146108 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.044247 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.0179735 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.129732 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.148571 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.289561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0239158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.232606 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.197683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0307256 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.172246 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0260823 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.192521 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.328936 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.093984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0549261 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.15786 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.264502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.222984 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.00233779 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.110394 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.383146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.153403 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.212387 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.116602 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0296649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.109624 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.155233 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.107087 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.247077 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),0.260597 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.11326 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0716389 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.157045 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.530311 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.3435 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.323972 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.161618 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.147072 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.517342 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.323012 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.157983 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.531095 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.032082 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.322495 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.15883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.144913 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.163783 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.290318 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.567167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.00275507 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.256382 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.356467 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.145866 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.271926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.12007 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0372026 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0894915 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.106155 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.158635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.102364 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.257752 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.196035 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),-0.116729 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.298436 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0108483 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.17222 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.0660313 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0445485 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.215132 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.631546 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0757355 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.307975 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0538057 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0707046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0264342 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.328735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.210948 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.296341 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.10329 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.363238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.266257 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.215132 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.631546 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0757355 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.307975 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0538057 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0707046 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.283753 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0640639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.31515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.296341 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.10329 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.363238 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.266257 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.490436 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.440206 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.16352 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.28868 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.566832 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.00241165 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.256726 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.072922 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.104077 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.225059 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.17784 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.242771 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.0419906 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.206719 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.0178152 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.700273 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.282143 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.115558 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.25802 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.191849 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.264018 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.117586 # DEPENDENCYPART_GRANDPAR
(0,20),(20,28),0.150718 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.535067 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0321309 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.264306 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.0172641 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.374311 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.148866 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.413352 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.555359 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.134977 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.504257 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.436627 # DEPENDENCYPART_GRANDPAR
(0,25),(25,28),0.0296017 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.185395 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.559658 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.688572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.160487 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.205225 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0939886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.123842 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.165169 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.187388 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.53677 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.891414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.822157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.590468 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.289314 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.356095 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.619673 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.32935 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.839284 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.883546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.103628 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.184323 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.253236 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.606782 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.262779 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.471626 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.394876 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.846128 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.499057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.950014 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.956279 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.681327 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.0779762 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.933111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-0.947464 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.882367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.141003 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.502012 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.290291 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.591546 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.504089 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.460291 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.930902 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.668437 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.898562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.114328 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.473898 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.206071 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.293551 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.253167 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.482665 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.353984 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.851889 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.510096 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.550879 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.955775 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.961973 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.668764 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.0759533 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.457966 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-0.953225 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.29158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.429468 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.32934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.668857 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.720685 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.05651 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.847575 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.351445 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.80021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.179054 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.168152 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.597236 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.32926 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.340315 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.380302 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.557275 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.352036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.789275 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.540412 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.381028 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.570515 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.944477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.669888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.34537 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.847348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.112714 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.289096 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.672226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.503008 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.481358 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.744516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.461478 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.845992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.111511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.269365 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.670187 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.499647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.478044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.350576 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.804989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0260092 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.167998 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.197677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.301176 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.34506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.316211 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.555163 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.35678 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.75636 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.787163 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.538234 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.354399 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.556551 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.469236 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.667776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.278005 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.447929 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.459649 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.339126 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.518021 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.778297 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.595196 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.96245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.168068 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.322768 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.93476 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.396896 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.09376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.237497 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.289381 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.456838 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.314462 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.25501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0411163 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.3615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.151974 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.414901 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.165407 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.225935 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.620008 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.304346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0410147 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.35269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.289255 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.427628 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.150068 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.211692 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.148788 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),0.103083 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.4189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.195026 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.128946 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.216995 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.108318 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.045839 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.475087 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0182927 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.461446 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.203535 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.804719 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.301048 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.230672 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.0944485 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-1.12298 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.166551 # DEPENDENCYPART_GRANDPAR
