# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
(3,9),(9,3),-0.615773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.27062 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0398253 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.157629 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.12581 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0412543 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.158621 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.286237 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.119691 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.271033 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.58726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.536236 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.245131 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.446117 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.414395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.345679 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0595652 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.100833 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0755678 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.365334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.176315 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.117541 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.27048 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.0936708 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.255709 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.501764 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.450549 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.189147 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.396054 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.615773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.27062 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.157629 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.12581 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.161143 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0290673 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.194299 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.387547 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.286237 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.119691 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.271033 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.58726 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.536236 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.245131 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.137604 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.410631 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0890302 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.309276 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.626759 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.575547 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.410197 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.32446 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0781716 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.626501 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.575288 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.23828 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.201035 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.154559 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.04968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.16316 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.646421 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.695143 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.712613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.898017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0606906 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.00812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.116639 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.617459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.652211 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.704273 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.855085 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.22618 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.28861 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.792388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.603114 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.322 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.52965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.73668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.157668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.24201 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.140123 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.295316 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.342998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.361141 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.439933 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.531047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.556733 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.293038 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.610857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),0.364697 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.308219 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.292284 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.511093 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.771388 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.502483 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.204253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.633686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.580257 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.309106 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.252661 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.361199 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.420461 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.723103 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.427024 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.785092 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.386768 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.480266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.580031 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.558445 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.271846 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.631483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.442611 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.405555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0454262 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.11832 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.466236 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.404887 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.660314 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.380379 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.722737 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.139254 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.232561 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.565853 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.558445 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.271846 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.631483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,6),0.405555 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0454262 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.11832 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.321599 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.538787 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.321194 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-1.07488 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.913061 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.722737 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.139254 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.232561 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.565853 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.285985 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.196702 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.399576 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.850968 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.491122 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.585526 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.741198 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.623206 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.271881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0375014 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.58029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.603644 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.902945 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.818968 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-1.01329 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.706911 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0407048 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.49548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.547118 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.820656 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.770019 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.931003 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.123 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.24823 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.589591 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.352553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.122655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.49643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.535175 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.833596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.78678 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.743181 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.939945 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.23793 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.718027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.564853 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.948477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.56216 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.342902 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.672507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.619315 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.20327 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.661186 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.582085 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.518675 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.989425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),-0.00129913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.252916 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.439677 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.514758 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.209317 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.638676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.363755 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.180123 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.441207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.30018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.761933 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.634079 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.546121 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.913412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),-0.0472103 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0628205 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.571645 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.444197 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.371897 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.207561 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.496684 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.425017 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.241195 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.482659 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.20327 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.661186 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.582085 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.989425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.00129913 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.178072 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.26143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.482274 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-1.10217 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.514758 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.209317 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.638676 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.363755 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.180123 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.441207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.30018 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.761933 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.634079 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.913412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.0472103 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0628205 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.311738 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.582384 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.173167 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-1.23958 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.66352 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.496684 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.425017 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.241195 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.482659 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0995429 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.234621 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.270621 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-1.03731 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.619084 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.191022 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.745132 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.369517 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.47462 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.544646 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-1.03793 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.619084 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.191022 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.745132 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.581954 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.215208 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.544919 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.188705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.208523 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0498125 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.0648735 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.992503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.199702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.335486 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.579157 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.143686 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.129402 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.15983 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.00284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.203092 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.357434 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.582547 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.770159 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.716198 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.010103 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.253748 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.147325 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0459572 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.964759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.186993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.346426 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.33146 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.415033 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.185146 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0391275 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.254631 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0470883 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0595761 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0383601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.992503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.199022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.334991 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.578477 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.320025 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.902609 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.962606 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.511543 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.574543 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.498023 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.54513 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.440942 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.524891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0578515 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.219168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.295543 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0728177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.241148 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.342436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.402624 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.033068 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.561606 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.629722 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.511411 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.536657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.491321 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.323513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.529954 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.195827 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.178088 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.279786 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0988377 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.225825 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.25694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.316937 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0229158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.511543 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.574543 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.498023 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.440942 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.524891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.325762 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.128173 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.213812 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.419382 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.295543 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0728177 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.241148 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.342436 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.402624 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.033068 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.458912 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.442466 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.103478 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.279392 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.381936 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.441935 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.463847 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0198226 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.191928 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.235508 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.242756 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.03103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.0386946 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.962561 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0372399 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0546234 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0168075 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.235157 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.96807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.0140011 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.899606 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.932166 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-1.14118 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.277593 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0171676 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.64368 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.161395 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.28891 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.94635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.00318839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.379566 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.823844 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.452351 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.169824 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0753267 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0839349 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.562303 # DEPENDENCYPART_GRANDPAR
