# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(0,5),(5,3),0.00950759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.14363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.14429 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.424403 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.542251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.298647 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.15543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.11189 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.153377 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.452547 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.203867 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.14854 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0142888 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.131389 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0389079 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.645514 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.00809727 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.403147 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0937092 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.104625 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.000141859 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.00520418 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.125787 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.599316 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.105313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.128218 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.384595 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.467886 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.245755 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.260126 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.312927 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.278123 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.307523 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.644397 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.510763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.077941 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.368088 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0428354 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.445303 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.229248 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.192035 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.264416 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.363574 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.393786 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.372188 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.127225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.215818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.415246 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.430268 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0397604 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.321636 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.318547 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.473426 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.19409 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.250749 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.331355 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.201406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.467802 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.394301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.190184 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.024368 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.179403 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.610691 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.585809 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.404666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.00633763 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.209697 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.272827 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.215499 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.466786 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.280037 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.583396 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.277609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.283882 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.288446 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.00932912 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.550786 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.320162 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.163966 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.117512 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.142642 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.399056 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.307078 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0393048 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0967171 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.239493 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.141359 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.440083 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.415743 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.101137 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0737257 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0754138 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0190905 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0305871 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.446752 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.239176 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.145449 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.0976283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.239546 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.377084 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0603735 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.503977 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.238071 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.475244 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.388269 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.201122 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.562942 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.483757 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.433179 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.670404 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.026166 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.227927 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.570536 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.441924 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.791313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.245401 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.22669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.320393 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.264943 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.512032 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.725883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0412855 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.143367 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.252277 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0992954 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.405348 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.463413 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.563161 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.370725 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.102695 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.0949832 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.404371 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.0237159 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.158082 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.164077 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0691848 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.706826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0167119 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.14476 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0767233 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.132838 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.657836 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.330144 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.234306 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.253264 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.392281 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.269099 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0316789 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.373019 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.026912 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.284295 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.443583 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.419541 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.372921 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.01383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.194521 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.43633 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.418478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.462904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.47977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0437394 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.112239 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0742029 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.423139 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.355547 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.41904 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.197051 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.166418 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.242849 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.306096 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.581544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.281748 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.110969 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0851299 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.458178 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.593352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.252273 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0932208 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.000143005 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.277065 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.500366 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.548602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.241936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0039463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.151334 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.416993 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.262304 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.360811 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.204059 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.357554 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.122586 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.142555 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.464263 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.241217 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.283558 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.50586 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.654258 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.289398 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.30557 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.45741 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.401034 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.287962 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.396935 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.140754 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.504486 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.545249 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0753426 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.09225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.124873 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.435801 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.126721 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.09724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.12954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.404278 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.454622 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.677386 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.337092 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.675392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.153564 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.00966752 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.457111 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.370738 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.700685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.30566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00277029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.237588 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.457657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.268084 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.651541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.310225 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.120965 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.459929 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.146857 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0723544 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.138838 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.245255 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.221448 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0138731 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.253655 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.156017 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.245408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.339682 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.303478 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.370741 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.457111 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.116782 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0957067 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.537746 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.240236 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.193739 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.385051 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.236154 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0467617 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.393614 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.164236 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.342598 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.466183 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.158814 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.421072 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.327551 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.12605 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.429633 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.22796 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.411374 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.537746 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.240399 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.155672 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.244632 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.236147 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0467617 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.393613 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.164236 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.457175 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.372413 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.284001 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0726156 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.00492834 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.29253 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.20531 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.245405 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.378038 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.142165 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.494292 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.391957 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.547661 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.541977 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.455346 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.363488 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.677681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.293896 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0691884 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.204423 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.586895 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.296041 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.202689 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.22023 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.375795 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.132724 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.657851 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.374113 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.137292 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.376627 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.445282 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.422776 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.420861 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.457657 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.268084 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.651274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.307532 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.12253 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.0991974 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.233167 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.149506 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.220455 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.322245 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.222393 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0457567 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.618181 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.330807 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.247095 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.335431 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.304629 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.370325 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.452198 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.36435 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.650771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,9),-0.206224 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.219037 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.379621 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.199219 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.644096 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.387525 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.488042 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.482565 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.464448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0140471 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.103126 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.745341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.285211 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.220736 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.702179 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0158322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.206554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.739746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.321997 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.20309 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.814795 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.758389 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.933709 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.59219 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.53715 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.31492 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.859401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.479257 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.541304 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.315464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.298059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.340017 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.156286 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.459387 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.424201 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.298232 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.388664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.73263 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-1.49722 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.186537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.268428 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.259483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.388073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.231329 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.142323 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.95271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.388382 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.447717 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.639885 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.380883 # DEPENDENCYPART_GRANDPAR
