# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(19,1),(19,14),-0.0562237 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.06861 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0615156 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.00552543 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0576395 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0144206 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.072719 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0704106 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0315191 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.00410183 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0255915 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0317502 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0209328 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0256391 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0256391 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0156139 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.00420162 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.00389375 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0256391 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0104967 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0309311 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.00410183 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.00420144 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.00834155 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0104094 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.00748212 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0245925 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0186175 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0547887 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0404239 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00461018 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.00461018 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0592321 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.000681043 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0258336 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.00461018 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0368801 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0132699 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0449192 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.000680659 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.00412271 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0148155 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.0162253 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0394682 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0799693 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0268359 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0376603 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0376603 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0157958 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0561052 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0727754 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0376603 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0640464 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0433362 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0873872 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0561123 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0159488 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.074984 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0824501 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0456389 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0275884 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.161793 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.161793 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0106298 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.118099 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.102389 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.161793 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0832586 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.167085 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0741967 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.118099 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.00553847 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0395021 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0372006 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.00426942 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.182997 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.182997 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0389093 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.141141 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.126509 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.182997 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.107385 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.188288 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0120038 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.141141 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.00800047 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0627721 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0604705 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0039115 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0177933 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.00337822 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0421184 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0591575 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0177933 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0519957 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0234692 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.114053 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0421255 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00327311 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0882013 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0956675 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0407137 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00337822 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0421184 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0591575 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0177933 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0519957 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0234692 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.114053 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0421255 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00327311 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0882013 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0956675 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0407137 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0107327 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0181138 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0160204 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0555199 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0213128 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0832498 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0127626 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00278998 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00379653 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0058755 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0182644 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00865831 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0021571 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.00467351 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00369895 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.17306 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0279388 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.390187 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00563023 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0035584 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0180289 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0432477 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.00863471 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0485404 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00411617 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0160179 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0214001 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0480248 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0453739 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0571439 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0519957 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0234692 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.114053 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0421255 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00327311 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0882013 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0956675 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0407137 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00281683 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0861635 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00347356 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00568827 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0180773 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0149546 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0818482 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.113712 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0424308 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0124011 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0934371 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.100903 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0366241 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.000680659 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00412271 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0148155 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0162253 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0394682 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.390761 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00132419 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0105128 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0177375 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0757761 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0770636 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0796253 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0888222 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0298873 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0248562 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0323956 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0147027 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0732251 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.07376 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0401769 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.101893 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0951743 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.109829 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.112942 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.111182 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.07312 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.000916557 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0361396 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0350031 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00879804 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0288701 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00905813 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0683749 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.00612985 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0460957 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0837965 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0340629 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.187741 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.036251 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0259159 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0479525 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0459117 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0093821 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0218197 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0358984 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0239082 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0177878 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00740476 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0141917 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0881228 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0162707 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0264666 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.017175 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.122475 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00727696 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0107704 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0438217 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0452773 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0282263 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0288701 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00905813 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0683749 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00612985 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0460511 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.038367 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0304558 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0145527 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0265953 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.049369 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0113159 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.013504 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.363783 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0534491 # DEPENDENCYPART_SIBL
(23,18),(23,20),-1.79811e-05 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0793791 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.02814 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0793741 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0303695 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0534491 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0172755 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0110788 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0215373 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.0203293 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.00736026 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0129056 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0121247 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0131722 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0139708 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0203302 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0109219 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0978786 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0447173 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.250549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0325587 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.174088 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.103918 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.313761 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.00956927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0900236 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.278167 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.20407 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.00542861 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.109596 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.332376 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.100853 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.132991 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.282404 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.278536 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.000103479 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.48536 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.112564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.432614 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.168494 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.243526 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.182793 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0482092 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0959146 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.247674 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.145483 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.105401 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0986211 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.473938 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.070625 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.378477 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.192449 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.22064 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.642786 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0291439 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0970738 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.246515 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.161765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0855456 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.084235 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0465609 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0613633 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0678935 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.0123901 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.0217782 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.075383 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.110432 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.488845 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.162109 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.211869 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.49177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0505605 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.316915 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.31696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.224716 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.37934 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.194034 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0982117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.133068 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.278795 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0724437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.488845 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.162109 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.211869 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.155799 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0505605 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.316915 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.298788 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.198694 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.169642 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0611536 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.176052 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.131431 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.577163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.215675 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.275023 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0857701 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.429359 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.170675 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0996715 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.165928 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.264503 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0908576 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.173129 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0651442 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.234518 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.0762908 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.481542 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0137095 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.264821 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.215202 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.323175 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.159119 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.272137 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.380058 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.229187 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.0982117 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.278795 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.162109 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.155799 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.499388 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0484878 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.402093 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.43089 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.711733 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.306151 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.16471 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.31696 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.224716 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.37934 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.265771 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.315014 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.154863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.438083 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.128979 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.270145 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.0991257 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.442715 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.321898 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.388563 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.149639 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.257591 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.293199 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.207101 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.356215 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.231769 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.273553 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.225203 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.481549 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.188473 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.768036 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.296411 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.140466 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.387616 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.285624 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.337097 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.169642 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.0611536 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.176052 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.131431 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.577163 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.215675 # DEPENDENCYPART_GRANDPAR
