# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(19,10),(19,16),-0.0180918 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0231504 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0274558 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0338863 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0289629 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0708929 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0754371 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0102261 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00752377 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0228611 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0020181 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.120087 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.162135 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00892693 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0164693 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0126689 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.0130104 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.041922 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.00831928 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0505031 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00339296 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.121372 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0236891 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0238806 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00201529 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.00760698 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0704564 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00783986 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.00551589 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0370606 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00928576 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0134236 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0374194 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0328772 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0404848 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00217559 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0311667 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0188136 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.000974966 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0241721 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0209776 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0222936 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.162135 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00892693 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0164693 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0126689 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0130104 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.041922 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0648689 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0484436 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.140334 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.139786 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0951559 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0588909 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0241103 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0248246 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.041481 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0343074 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0343471 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0706395 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.227139 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0765672 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.079341 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0211363 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0281787 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.025447 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.10332 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.111734 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.109497 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0201187 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.117191 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00607475 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00612294 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0243482 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0113052 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.142923 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0286572 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.022586 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0202062 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0139257 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0793784 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.000595155 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.108759 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0483785 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0424496 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.051387 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0301439 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.00792021 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0558451 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0675965 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.078001 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0996743 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.385467 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0588516 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0241954 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.123838 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0306066 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.151175 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00974386 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0305501 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0290444 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.326111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.365557 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.326398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.374507 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.179956 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.316479 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0161125 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.144312 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0278085 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.128264 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0919824 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.448109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.429465 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0609753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.224659 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0657683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.219398 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.282369 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.00781023 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.00723193 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.199609 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),0.102977 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.263931 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.45014 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0940649 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.139976 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.223386 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.638441 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.407266 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.380684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.218498 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.242806 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.202615 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.267834 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.31648 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.619666 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.193505 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.26145 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.155249 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.513787 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.225987 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.172503 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.354332 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.497674 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.0609753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.224659 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0657703 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.219398 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.282369 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.00781023 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.0072322 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.199608 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.223386 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.638441 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.407266 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.380684 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.218498 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.242806 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.112117 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.48132 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.309941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.120554 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.225839 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.589054 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.409486 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.494851 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.184595 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.288492 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.0321615 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0718502 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.776984 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.431934 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0631685 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.197195 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.280433 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.686917 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.401725 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.294941 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.203824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.413117 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),0.136348 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.35937 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0116094 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0985073 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.462323 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.034893 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.255538 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.248409 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.314155 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.616409 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.19583 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.263742 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.157574 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.228277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.166525 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.352007 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.459288 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.135518 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.198195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.179997 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.394681 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.308151 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.00459547 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.198195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.029358 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.177482 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.115382 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.617853 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.196755 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.263262 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.161015 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.227799 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.169198 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.351102 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.460732 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.138191 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.180903 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.393745 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.315419 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.575072 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.688042 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.211804 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.00524092 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.2016 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),0.0947274 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.435459 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.646006 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.731731 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.91294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.239394 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.419633 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.303906 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.40454 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.209297 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.232492 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.61239 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.419368 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.443206 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.527401 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.554943 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.684928 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.731451 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.813882 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.639958 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.888346 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.216126 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.528118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.430634 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.370001 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.580072 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.521689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.275479 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.499166 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.483874 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.405021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.481794 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.672066 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.46429 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.3357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0883799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.06865 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.64083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.442991 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.284642 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0617268 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.00861236 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.0669567 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.497856 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0782904 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0159282 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0175708 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.114527 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.190879 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.307565 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.660202 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.39174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.513 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.382489 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.505253 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.028533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.015639 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0278503 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0563797 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0856732 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.250212 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.00649924 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.605939 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.655724 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.163085 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.545416 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0261989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0383433 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.600756 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.7602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.370429 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.704052 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0913629 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0458936 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0534809 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.419734 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0138786 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.412277 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0597921 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.010175 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0810361 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0911074 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.722043 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.401546 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.65279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.338842 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.639811 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0170277 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.247576 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0685533 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.0386995 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0658027 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.516396 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0856359 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0492974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.151407 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.0583276 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.817389 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.862367 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.645779 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-1.23378 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.600756 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.7602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.370429 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.704052 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0913629 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0458936 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.128371 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.404942 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.304421 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-1.08207 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.741906 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.61844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.436433 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.678641 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.108009 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0225575 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.096514 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.166885 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.710619 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.263185 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.0261748 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.106463 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.00737812 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.945351 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.987487 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-1.14786 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.601727 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-1.19252 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.629413 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.277005 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0636323 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.153503 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0251566 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.781746 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.827105 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.633116 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.0125634 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0495728 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.812316 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.857457 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.767481 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-1.35514 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.401547 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-1.65324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.338786 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.639846 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.0170939 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.0685862 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.0362138 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.0657465 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.297982 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0341254 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.0872745 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.247546 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.0450813 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.335391 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.862381 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-1.0706 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.644661 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-1.23267 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.551133 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-1.65279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
