# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(23,8),(23,12),-0.002709 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0636951 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0374289 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.038409 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.037436 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0566559 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.037436 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0566479 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.002709 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0398448 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0100975 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0931105 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.00218422 # DEPENDENCYPART_SIBL
(23,8),(23,29),-0.00219314 # DEPENDENCYPART_SIBL
(23,8),(23,30),-0.0433649 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.182819 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0408648 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.148298 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0240399 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0904518 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0886243 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.182936 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0886243 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.182819 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0408648 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0330336 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0100645 # DEPENDENCYPART_SIBL
(23,9),(23,26),0.0253105 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0142609 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.0143142 # DEPENDENCYPART_SIBL
(23,9),(23,30),-0.0184007 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0408697 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.148298 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.02404 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0904518 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0886243 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.182936 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0886243 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.182819 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0408697 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0330477 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.0100531 # DEPENDENCYPART_SIBL
(23,11),(23,26),0.0252982 # DEPENDENCYPART_SIBL
(23,11),(23,27),-0.0151553 # DEPENDENCYPART_SIBL
(23,11),(23,29),-0.0152091 # DEPENDENCYPART_SIBL
(23,11),(23,30),-0.0184228 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.030296 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.00635581 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.00869952 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0313496 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.00179182 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0313496 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.00177721 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0139091 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0549096 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0252734 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0243698 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.00324971 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.00325018 # DEPENDENCYPART_SIBL
(23,12),(23,30),-0.0688979 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0250069 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.00977716 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.00668274 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.033253 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.00668274 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.033253 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0424363 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.00859591 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.014474 # DEPENDENCYPART_SIBL
(23,14),(23,26),-0.00126078 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0284131 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.0284131 # DEPENDENCYPART_SIBL
(23,14),(23,30),-0.066103 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0603293 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0647319 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0747295 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0647319 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0746194 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.00792498 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0313656 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0100924 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0166854 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.0173861 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0119552 # DEPENDENCYPART_SIBL
(23,15),(23,30),-0.0400904 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.064125 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.00331895 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.064125 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.00331895 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00361012 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0404069 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.00326078 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0297185 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0514872 # DEPENDENCYPART_SIBL
(23,17),(23,29),-0.0514872 # DEPENDENCYPART_SIBL
(23,17),(23,30),-0.0433051 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.000334795 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.180088 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.000334799 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.018169 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0510426 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00844751 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0198241 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0240985 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0194314 # DEPENDENCYPART_SIBL
(23,18),(23,30),-0.0969947 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0886243 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.182819 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0408648 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0330336 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0100645 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0253105 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0144356 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0144889 # DEPENDENCYPART_SIBL
(23,19),(23,30),-0.0184007 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.000334799 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.018169 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0510426 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.00844751 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0198241 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0240985 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.0194314 # DEPENDENCYPART_SIBL
(23,20),(23,30),-0.0969947 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0408648 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0330336 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0100645 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0253105 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0142609 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0143142 # DEPENDENCYPART_SIBL
(23,21),(23,30),-0.0184007 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0549096 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0252734 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0243698 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.00324971 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00325018 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0688979 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00422134 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0722151 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0142526 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0142526 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0455736 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0621941 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0333453 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0333453 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.0345452 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0328903 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0337365 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.056259 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.230048 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.0726147 # DEPENDENCYPART_SIBL
(23,29),(23,30),-0.0726147 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.000927611 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0113954 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.0112853 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.15813 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0030837 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.00495673 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0130977 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.00766685 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.000624542 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.000624542 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0820901 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.00524552 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0178513 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0168223 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.0168223 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.00778745 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.16007 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0082515 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00675931 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.00892257 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.00886931 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.16007 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0082515 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.00675931 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00909721 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.00904395 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.00258541 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.00580785 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0123792 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0123797 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0152099 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.00670153 # DEPENDENCYPART_SIBL
(24,25),(24,29),-0.00670153 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0224521 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0232984 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.146463 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0144152 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0216949 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0338133 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0753958 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.0753395 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0216949 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0338133 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0755704 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.0755141 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0300788 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0244129 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0244113 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0434773 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0481429 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.108488 # DEPENDENCYPART_SIBL
(27,18),(27,20),-0.35696 # DEPENDENCYPART_SIBL
(27,18),(27,21),0.0683806 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0793342 # DEPENDENCYPART_SIBL
(27,18),(27,24),0.0991898 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.353817 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.0281052 # DEPENDENCYPART_SIBL
(27,18),(27,28),0.00105332 # DEPENDENCYPART_SIBL
(27,18),(27,29),0.0515693 # DEPENDENCYPART_SIBL
(27,20),(27,21),0.0683806 # DEPENDENCYPART_SIBL
(27,20),(27,22),0.0793342 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0991898 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.353817 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.0281052 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.00105332 # DEPENDENCYPART_SIBL
(27,20),(27,29),0.0515693 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.00940436 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.0100091 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.113806 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0226894 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.00590983 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.0131812 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.00162618 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0952989 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0150472 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.03695 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.0166408 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.11373 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.01754 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.010265 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.00538495 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0379564 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0337825 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0363378 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0424496 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0193416 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.00452846 # DEPENDENCYPART_SIBL
(29,20),(29,24),0.0991895 # DEPENDENCYPART_SIBL
(29,20),(29,25),-0.354839 # DEPENDENCYPART_SIBL
(29,20),(29,26),0.028105 # DEPENDENCYPART_SIBL
(29,20),(29,27),0.0683802 # DEPENDENCYPART_SIBL
(29,20),(29,28),-0.40756 # DEPENDENCYPART_SIBL
(29,24),(29,25),-0.114752 # DEPENDENCYPART_SIBL
(29,24),(29,26),-0.01754 # DEPENDENCYPART_SIBL
(29,24),(29,27),0.0228794 # DEPENDENCYPART_SIBL
(29,24),(29,28),-0.121711 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0379561 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.0753302 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.409006 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.024238 # DEPENDENCYPART_SIBL
(29,26),(29,28),-0.122434 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.148024 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0221564 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.00414623 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.195826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.362466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0943857 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.138439 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.119771 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.238358 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0236088 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.092672 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.26268 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0477718 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.163261 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.34872 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.106791 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.224201 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0923016 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.112044 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.323782 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.157408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.42235 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.116728 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.137356 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0187686 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0574969 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0483889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.197939 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.00245498 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0393562 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.0804823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.0272855 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.615155 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.0809541 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),-0.124654 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0206038 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.194148 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.48404 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0187606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.479588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.258373 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.376955 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.362348 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.266375 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.191827 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.604679 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.320648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.10462 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.343633 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.076483 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.21338 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.160453 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.055118 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.478945 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.122974 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.241561 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.169099 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.25222 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.535689 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.175576 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.353099 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0574111 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.177598 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.210021 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.206028 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.254228 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.186128 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.112044 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.323651 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.516914 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.125922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0137775 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.233865 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0161621 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.557644 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.102426 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0230232 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.379215 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.759516 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.435638 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.197939 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.00063786 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.042449 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0804823 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.0272855 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.618029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,27),-0.084047 # DEPENDENCYPART_GRANDPAR
(0,15),(15,29),-0.127747 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0858243 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.450288 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.357784 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.399777 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.25222 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.535689 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.0574111 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.177598 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.307213 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.19213 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.234123 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.186128 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.822721 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),-0.315857 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.289619 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),-0.333319 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.320603 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.514576 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),-0.12793 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.018549 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.235858 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),0.0131138 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.105474 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.0200297 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.761704 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.0176493 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.284068 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.776192 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.121782 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.786083 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.163598 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.00295574 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.621875 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.624668 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.105741 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.0846704 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),-0.12837 # DEPENDENCYPART_GRANDPAR
(0,23),(23,30),0.14356 # DEPENDENCYPART_GRANDPAR
(0,30),(30,27),-0.523646 # DEPENDENCYPART_GRANDPAR
(0,30),(30,29),-0.567361 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.941218 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.960267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.452686 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.280892 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.25126 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.939972 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.800126 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.936166 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.894491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.02939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0748874 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.167196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.184551 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.835478 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.665887 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.803104 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.474185 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.626271 # DEPENDENCYPART_GRANDPAR
