# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(14,11),(11,14),-1.07393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.364048 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.547777 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.768034 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.685001 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.592609 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.661066 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.915468 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.133257 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0193981 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.0449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.289453 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.439079 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.155726 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.06357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.301862 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.75301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.73741 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.707024 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.672797 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.700408 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.618822 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.684202 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.5271 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.582014 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.680186 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.461991 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.604232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0422142 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.193157 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.27321 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.244255 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.173596 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.238522 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.425879 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.60724 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.283346 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.64667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.188703 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.506208 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.00366042 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.318578 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.283346 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.269048 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.115789 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.170509 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.466503 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.584823 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.264945 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.163926 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.434027 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.144289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.472437 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.649429 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0861661 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.200519 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.191201 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.228403 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.0548816 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.402332 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-1.30313 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.105859 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.143062 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0340117 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.627483 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.399076 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.306314 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.07324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),0.4145 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.486795 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-1.46492 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0548827 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.40233 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.204611 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-1.23197 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-1.30627 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.143058 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0340088 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.627486 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.306317 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-2.07324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,22),-1.46492 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.0548827 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.40233 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-1.23197 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.194619 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-1.30702 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0340088 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.0267025 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.627486 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.607515 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.430289 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.420304 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.457506 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.121599 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.260696 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.300194 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.175995 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.00483684 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.310807 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),0.461232 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.375189 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.43218 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.716655 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-1.28367 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-1.40804 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.553058 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0211972 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.444471 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-1.21856 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-1.34343 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.442966 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.249842 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.239853 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-1.40263 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.277055 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0711447 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.00188515 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.177156 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.131398 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.0979206 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.333119 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.85349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.614675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.258974 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.513338 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.200881 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.190896 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-1.43269 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.228099 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.117044 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0140341 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.366715 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.289044 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.00237268 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.389968 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.2287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.310516 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.516437 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.5816 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-1.48633 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.62072 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.709065 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.164527 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0997142 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.295097 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.99309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,9),0.0464608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.178333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.312976 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.07324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,20),-0.798949 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.430289 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.420304 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.457506 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.140162 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0230147 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.103863 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.01594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.461232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.375189 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.716655 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.128043 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.242243 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.533161 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),1.03009 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.154203 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0715683 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.103512 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.3025 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.422466 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.173685 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.68805 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.265631 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.242986 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),1.00504 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.099143 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.138522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.309172 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.507206 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.637474 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.195389 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.855358 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.257268 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.0355443 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0642284 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.466845 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.102009 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.810388 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.889917 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.611904 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.602585 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.639787 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.304228 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.00666397 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.107208 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.102198 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.0874666 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.279781 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.0436936 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.38201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.858698 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0164666 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0686418 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.235047 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.360686 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.676948 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.129576 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.74226 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.893513 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.609897 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.600578 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.637781 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.312845 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.0096799 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.110397 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.120363 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.10006 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.277774 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),0.0350762 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.38015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.873334 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.0190356 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0476346 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.232293 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.363515 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.629929 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0792531 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-1.138 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.729845 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.337695 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.65143 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-1.236 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.740613 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.33566 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.0802283 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.121296 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.0223208 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-1.0996 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.130599 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.872017 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.377087 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.473562 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.566713 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0786511 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.248301 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.255068 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.2048 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.806939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.277728 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.360529 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.788426 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.353133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0484024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.921242 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.16267 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.101808 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.46424 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.26224 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.342743 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.802463 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.348767 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.321014 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.529983 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.416972 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.422403 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.10353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,9),-0.98688 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.851186 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.573603 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.64776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.114311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.160474 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0976301 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0727572 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.0606421 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.0798318 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.557232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.695131 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0295205 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0905497 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0491987 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.0848058 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.27936 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.93751 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-1.00729 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.19143 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.854039 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.912273 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.34662 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.803424 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.841102 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.762534 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.707714 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.18394 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.571676 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.608004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.865248 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.0831621 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.18268 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0277357 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.168281 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.115808 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.27932 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.934568 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.00434 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.18849 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.859153 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.911701 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.34628 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.810603 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.845535 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.759591 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.712828 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-1.1836 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.575287 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.596979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.899684 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0706243 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.183404 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.197503 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.188862 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.695556 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.113135 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.0977053 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0113188 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.84915 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.0302549 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.221677 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.0859254 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.196158 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0801888 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.718057 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.328942 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0868284 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.487885 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.525513 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0853891 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.148537 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.25365 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0634134 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.265161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0915037 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.234956 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.225067 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.10108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.277145 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.374206 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.528117 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.565218 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.807674 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.788304 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.614464 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.63317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.21632 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0555426 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.323871 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.270758 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.510359 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.658309 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.657855 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.70778 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.599757 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.741565 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.56376 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.479389 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.677981 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.629403 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.532628 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.518253 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.607731 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.566262 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.57889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.203299 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.13457 # DEPENDENCYPART_GRANDPAR
