# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(1,16),(16,20),-0.360533 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-1.25919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,12),-0.690451 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.314345 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.192209 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.594474 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.479243 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.350294 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-1.61666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,18),-0.767422 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.513705 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.0264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.230787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.269123 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.280769 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.384337 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.481726 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.559438 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.343187 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.614179 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.727784 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.378924 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.482223 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.862213 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.557629 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.554169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.212972 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.154183 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0646139 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0416253 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.119067 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.172297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.37991 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.640584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.158259 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.147596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0262508 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0880195 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.163418 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0435701 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.16792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.079307 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.0588707 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.139788 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0160338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.107373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0507482 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.643172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.166442 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.14991 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.157799 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0273901 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.33951 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.169377 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0434272 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.168018 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0848434 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.339373 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.0791642 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0554201 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.474201 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.370103 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.641456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),0.10542 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.116327 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0216748 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0806021 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.156359 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.279432 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.18092 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.434415 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.143886 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.285794 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.318791 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.571496 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.351409 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.570197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,5),0.118708 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.0773109 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0772219 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.34803 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.15523 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.0381522 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.548277 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.155377 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.363248 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.156688 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.123543 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.498074 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.282282 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.370103 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.116327 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.0216748 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.0806021 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.156359 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.140422 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.324363 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.285794 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.318791 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.571496 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.321138 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.586586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.179417 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.193725 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.0522568 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0146679 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.0886339 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.00289594 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.165639 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.511317 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0664248 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.25279 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.0386329 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.547583 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.121665 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.308521 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.179389 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-1.48299 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.221177 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.32241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.591709 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.678557 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.676657 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.638483 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.363506 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.65644 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.140499 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.94902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.461575 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.679063 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.811286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.375276 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.288032 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.482208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.296362 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.00120119 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.314319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.247145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.907922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.0955525 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.322588 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.22556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.461574 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.67865 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.811843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0841729 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.185089 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.648664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.489168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.297212 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.00229227 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.605935 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.713956 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.315169 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.249599 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.863924 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.461574 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.67865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.812076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0828663 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.168018 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.485967 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.295249 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.00121809 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.607783 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.70766 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.248962 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.9069 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.441546 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),-0.210429 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.203943 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.295718 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.607865 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.48271 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.167462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-1.04558 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.573921 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.642291 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.273529 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.277668 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.792258 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.361743 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.115005 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.21729 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.312932 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.19828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.00747566 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.621046 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.627374 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.595413 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.569144 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.994214 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.633553 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.876111 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.2775 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.907319 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.568319 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.25347 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.285872 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.2238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0071299 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.641354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.663007 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.544047 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.701148 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.889999 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.221217 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.259081 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.25801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0131021 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.675805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.682112 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.552837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.191016 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.100754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0316694 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.250793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.65765 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.752534 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.27727 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.666241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.545814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.453711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.176259 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.254817 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.146554 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.340756 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.542942 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.292957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.488138 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.82839 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.657646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.75253 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.277257 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.656579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.0748237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.273377 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.252673 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.145384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.342566 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.536242 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.488683 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.962564 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.596899 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.160996 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.696413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.551133 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.115675 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.120561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.162746 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.259749 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.496835 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.279208 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.631397 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.597859 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.785924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.966642 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.613093 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.768444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.522394 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.186836 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.391351 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.193978 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.178202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-1.06515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.295448 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.411104 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.306297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.49515 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.696552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.538961 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.962564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.696413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.551133 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.115675 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.120561 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.274052 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.485799 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.631397 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.597859 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.785924 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.952662 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.638042 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.192561 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.730975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),0.547122 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.161856 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.164934 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.116592 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0383914 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-1.04105 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.292003 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.526349 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.154732 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.948806 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.495457 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.526132 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.43761 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.129388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.570969 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.170783 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.28115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.353815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.335959 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.647326 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.596303 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.13023 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.11994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.748674 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.818273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.170485 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.126873 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.177155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.156749 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.355196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.350594 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.240538 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.496061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.352679 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.595581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.12951 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.11922 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.746783 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.961327 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.220979 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.184665 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.167276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.374838 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.345745 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.510912 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.927463 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.56819 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.04848 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.702777 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.885349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.837427 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.158092 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.227482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.427711 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.34758 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.236789 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.68094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.793114 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.351921 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.10148 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.887034 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.495196 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.646236 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.312663 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.12351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),-0.367608 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.455299 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.406962 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.59474 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.280794 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.88511 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.566562 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.258063 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.15838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),0.0603016 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.464273 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.09638 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.283357 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.888139 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.50873 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.287859 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.0052886 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.41358 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.500092 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.452934 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.672556 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.407136 # DEPENDENCYPART_GRANDPAR
