# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,13,13,6,13,16,14,20,19,20,16,22,20,22,25,23,27,20,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(22,20),(20,36),-0.809125 # DEPENDENCYPART_GRANDPAR
(22,20),(20,37),-0.646656 # DEPENDENCYPART_GRANDPAR
(22,20),(20,39),-1.46319 # DEPENDENCYPART_GRANDPAR
(22,20),(20,40),-1.01214 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.360817 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.177879 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.699488 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.513125 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.21317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.178897 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.68483 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.87007 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.686608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.101451 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0587874 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.152816 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0592424 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.228922 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.257517 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.177753 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.124981 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.422843 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),0.00730842 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.917763 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-1.19547 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.19273 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.603458 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.620854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.292466 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.146262 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.146813 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.123411 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.402639 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.519848 # DEPENDENCYPART_GRANDPAR
(22,25),(25,34),-0.397569 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.965408 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-1.10792 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.487196 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.646014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.310851 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.160273 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.302931 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.116634 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.319333 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.484267 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.309905 # DEPENDENCYPART_GRANDPAR
(22,26),(26,33),-0.0541153 # DEPENDENCYPART_GRANDPAR
(22,26),(26,34),-0.553431 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.572297 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.254048 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.207488 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.385736 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.11916 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-1.08022 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.362923 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.422999 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),0.00715238 # DEPENDENCYPART_GRANDPAR
(22,27),(27,34),-0.429375 # DEPENDENCYPART_GRANDPAR
(22,27),(27,35),-0.327293 # DEPENDENCYPART_GRANDPAR
(22,27),(27,36),-0.366098 # DEPENDENCYPART_GRANDPAR
(22,27),(27,37),-0.169715 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),-0.148566 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),-0.277738 # DEPENDENCYPART_GRANDPAR
(22,30),(30,26),-0.0988391 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),-0.0488981 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),-1.06085 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.311213 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.391099 # DEPENDENCYPART_GRANDPAR
(22,30),(30,33),-0.088869 # DEPENDENCYPART_GRANDPAR
(22,30),(30,34),-0.404209 # DEPENDENCYPART_GRANDPAR
(22,30),(30,35),-0.355878 # DEPENDENCYPART_GRANDPAR
(22,30),(30,36),-0.367096 # DEPENDENCYPART_GRANDPAR
(22,30),(30,37),-0.307895 # DEPENDENCYPART_GRANDPAR
(22,30),(30,39),-1.01045 # DEPENDENCYPART_GRANDPAR
(22,30),(30,40),-0.559888 # DEPENDENCYPART_GRANDPAR
(22,34),(34,3),-0.714238 # DEPENDENCYPART_GRANDPAR
(22,34),(34,6),-1.07268 # DEPENDENCYPART_GRANDPAR
(22,34),(34,7),-0.794789 # DEPENDENCYPART_GRANDPAR
(22,34),(34,11),-0.741236 # DEPENDENCYPART_GRANDPAR
(22,34),(34,13),-1.35549 # DEPENDENCYPART_GRANDPAR
(22,34),(34,14),-0.682071 # DEPENDENCYPART_GRANDPAR
(22,34),(34,16),-0.932546 # DEPENDENCYPART_GRANDPAR
(22,34),(34,17),-0.598725 # DEPENDENCYPART_GRANDPAR
(22,34),(34,19),-1.07496 # DEPENDENCYPART_GRANDPAR
(22,34),(34,20),-1.24444 # DEPENDENCYPART_GRANDPAR
(22,34),(34,21),-0.518764 # DEPENDENCYPART_GRANDPAR
(22,34),(34,22),-0.697512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,34),(34,23),0.337172 # DEPENDENCYPART_GRANDPAR
(22,34),(34,24),-0.158662 # DEPENDENCYPART_GRANDPAR
(22,34),(34,25),-0.355166 # DEPENDENCYPART_GRANDPAR
(22,34),(34,26),0.0300808 # DEPENDENCYPART_GRANDPAR
(22,34),(34,27),0.0168272 # DEPENDENCYPART_GRANDPAR
(22,34),(34,29),-0.325042 # DEPENDENCYPART_GRANDPAR
(22,34),(34,30),-0.517606 # DEPENDENCYPART_GRANDPAR
(22,34),(34,31),-0.11922 # DEPENDENCYPART_GRANDPAR
(22,34),(34,32),-0.319352 # DEPENDENCYPART_GRANDPAR
(22,34),(34,33),-0.0900284 # DEPENDENCYPART_GRANDPAR
(22,34),(34,35),-0.183449 # DEPENDENCYPART_GRANDPAR
(22,34),(34,36),-0.225028 # DEPENDENCYPART_GRANDPAR
(22,34),(34,37),-0.0306935 # DEPENDENCYPART_GRANDPAR
(22,34),(34,39),-0.733006 # DEPENDENCYPART_GRANDPAR
(22,34),(34,40),-0.280989 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),-0.322062 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.481597 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.208725 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.42237 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.343288 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.239159 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.368452 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.978523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.106787 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),0.18363 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.454067 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.645427 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.358008 # DEPENDENCYPART_GRANDPAR
(23,22),(22,34),-0.839281 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.849467 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0434167 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.165138 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.306712 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),0.0729031 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.682914 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-1.05004 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.905413 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.981357 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.695427 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.473634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.743324 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.0730703 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.129456 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.266454 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),0.204303 # DEPENDENCYPART_GRANDPAR
(23,25),(25,34),-0.283359 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.906254 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.855636 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.904859 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.645648 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.526014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.619749 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.732176 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.188401 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.322132 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.219289 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.420979 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.0145198 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-0.452124 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.702224 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.548966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.632753 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.693112 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.0431942 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.488634 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.360381 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.201539 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.0322697 # DEPENDENCYPART_GRANDPAR
(23,27),(27,34),-0.371035 # DEPENDENCYPART_GRANDPAR
(23,27),(27,35),-0.406829 # DEPENDENCYPART_GRANDPAR
(23,27),(27,36),-0.346813 # DEPENDENCYPART_GRANDPAR
(23,27),(27,37),-0.158978 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),0.721008 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.869776 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.0732368 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),-0.156659 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.458609 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.263627 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.363472 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.0296649 # DEPENDENCYPART_GRANDPAR
(23,30),(30,34),-0.293457 # DEPENDENCYPART_GRANDPAR
(23,30),(30,35),-0.354958 # DEPENDENCYPART_GRANDPAR
(23,30),(30,36),-0.266024 # DEPENDENCYPART_GRANDPAR
(23,30),(30,37),-0.0927226 # DEPENDENCYPART_GRANDPAR
(23,30),(30,39),-0.727283 # DEPENDENCYPART_GRANDPAR
(23,30),(30,40),-0.91715 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.780508 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-1.0413 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.01094 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.06366 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.892008 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.607234 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.785749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.298074 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.167207 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.712097 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.572955 # DEPENDENCYPART_GRANDPAR
(24,25),(25,34),-0.422045 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.971337 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-1.00367 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-1.03075 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.884734 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.605184 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.875738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.112466 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.165459 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.69489 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.561743 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.586911 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.382228 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-0.547343 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.608197 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.583468 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.842529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.151401 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.201018 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.636272 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.675354 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.514939 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.335424 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.409293 # DEPENDENCYPART_GRANDPAR
(24,27),(27,35),-0.0330625 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.0810494 # DEPENDENCYPART_GRANDPAR
(24,27),(27,37),-0.424999 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.788162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),-0.0244318 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),-0.236835 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),-0.104822 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.592189 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.573868 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.602006 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.392613 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),-0.428685 # DEPENDENCYPART_GRANDPAR
(24,30),(30,35),-0.099283 # DEPENDENCYPART_GRANDPAR
(24,30),(30,36),-0.124272 # DEPENDENCYPART_GRANDPAR
(24,30),(30,37),-0.531099 # DEPENDENCYPART_GRANDPAR
(24,30),(30,39),-0.874386 # DEPENDENCYPART_GRANDPAR
(24,30),(30,40),-0.62593 # DEPENDENCYPART_GRANDPAR
(24,33),(33,28),-0.586263 # DEPENDENCYPART_GRANDPAR
(24,33),(33,29),-0.573868 # DEPENDENCYPART_GRANDPAR
(24,33),(33,30),-0.443452 # DEPENDENCYPART_GRANDPAR
(24,33),(33,31),-0.402529 # DEPENDENCYPART_GRANDPAR
(24,33),(33,32),-0.465885 # DEPENDENCYPART_GRANDPAR
(24,33),(33,34),-0.426696 # DEPENDENCYPART_GRANDPAR
(24,33),(33,35),-0.0992819 # DEPENDENCYPART_GRANDPAR
(24,33),(33,36),-0.124271 # DEPENDENCYPART_GRANDPAR
(24,33),(33,37),-0.531099 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.378398 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.250212 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-1.08007 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.337045 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),-0.389312 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),-0.955719 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),-0.302892 # DEPENDENCYPART_GRANDPAR
(25,2),(2,13),-0.699914 # DEPENDENCYPART_GRANDPAR
(25,2),(2,14),-0.253583 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.628101 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.826777 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.309419 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.257358 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-1.09182 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.741517 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.348568 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.176314 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),-0.124622 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.118936 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.224781 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.244599 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-1.09025 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.574414 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.208067 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.100289 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.103371 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.37021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,2),-0.482465 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.826779 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.257366 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-1.09183 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.673714 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-1.00323 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.429548 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.124642 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.11941 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.43543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.35975 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.409303 # DEPENDENCYPART_GRANDPAR
(25,22),(22,30),-0.566369 # DEPENDENCYPART_GRANDPAR
(25,22),(22,34),-0.947757 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.0379518 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.0223462 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.3593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.302641 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.368267 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.490272 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.37021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.309468 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.373414 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.501182 # DEPENDENCYPART_GRANDPAR
(25,24),(24,33),-0.456102 # DEPENDENCYPART_GRANDPAR
(25,26),(26,16),-0.829314 # DEPENDENCYPART_GRANDPAR
(25,26),(26,19),-1.16915 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-0.85227 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.750293 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.641341 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.384027 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.801859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),0.022072 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.075071 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),0.0471933 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),-0.161614 # DEPENDENCYPART_GRANDPAR
(25,26),(26,33),0.0948676 # DEPENDENCYPART_GRANDPAR
(25,26),(26,34),-0.611895 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-0.639037 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.661773 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.410266 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.884663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.124819 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.396633 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.118658 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.108467 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),0.156141 # DEPENDENCYPART_GRANDPAR
(25,27),(27,34),-0.487836 # DEPENDENCYPART_GRANDPAR
(25,27),(27,35),-0.247389 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),-0.249187 # DEPENDENCYPART_GRANDPAR
(25,27),(27,37),-0.178555 # DEPENDENCYPART_GRANDPAR
(25,29),(29,25),-0.808364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,29),(29,26),0.15911 # DEPENDENCYPART_GRANDPAR
(25,29),(29,27),0.156753 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.318433 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),0.108581 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.263573 # DEPENDENCYPART_GRANDPAR
(25,29),(29,33),0.156256 # DEPENDENCYPART_GRANDPAR
(25,29),(29,37),-0.187037 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-0.500289 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.776667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),0.145137 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),0.0896443 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.377269 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.068762 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.242807 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),0.0601143 # DEPENDENCYPART_GRANDPAR
(25,30),(30,34),-0.462673 # DEPENDENCYPART_GRANDPAR
(25,30),(30,35),-0.275977 # DEPENDENCYPART_GRANDPAR
(25,30),(30,36),-0.250188 # DEPENDENCYPART_GRANDPAR
(25,30),(30,37),-0.316737 # DEPENDENCYPART_GRANDPAR
(25,30),(30,39),-0.94332 # DEPENDENCYPART_GRANDPAR
(25,30),(30,40),-0.497876 # DEPENDENCYPART_GRANDPAR
(25,34),(34,3),-0.730399 # DEPENDENCYPART_GRANDPAR
(25,34),(34,6),-0.885712 # DEPENDENCYPART_GRANDPAR
(25,34),(34,7),-0.835692 # DEPENDENCYPART_GRANDPAR
(25,34),(34,11),-0.748512 # DEPENDENCYPART_GRANDPAR
(25,34),(34,13),-1.44097 # DEPENDENCYPART_GRANDPAR
(25,34),(34,14),-0.73377 # DEPENDENCYPART_GRANDPAR
(25,34),(34,16),-0.796455 # DEPENDENCYPART_GRANDPAR
(25,34),(34,17),-0.665467 # DEPENDENCYPART_GRANDPAR
(25,34),(34,19),-1.13619 # DEPENDENCYPART_GRANDPAR
(25,34),(34,20),-1.38975 # DEPENDENCYPART_GRANDPAR
(25,34),(34,21),-0.883841 # DEPENDENCYPART_GRANDPAR
(25,34),(34,22),-0.717333 # DEPENDENCYPART_GRANDPAR
(25,34),(34,23),-0.661233 # DEPENDENCYPART_GRANDPAR
(25,34),(34,24),-0.415598 # DEPENDENCYPART_GRANDPAR
(25,34),(34,25),-0.846208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,34),(34,26),0.279802 # DEPENDENCYPART_GRANDPAR
(25,34),(34,27),0.161512 # DEPENDENCYPART_GRANDPAR
(25,34),(34,29),-0.0764489 # DEPENDENCYPART_GRANDPAR
(25,34),(34,30),0.0235492 # DEPENDENCYPART_GRANDPAR
(25,34),(34,31),-0.210169 # DEPENDENCYPART_GRANDPAR
(25,34),(34,32),-0.16673 # DEPENDENCYPART_GRANDPAR
(25,34),(34,33),0.0686499 # DEPENDENCYPART_GRANDPAR
(25,34),(34,35),-0.0991392 # DEPENDENCYPART_GRANDPAR
(25,34),(34,36),-0.103712 # DEPENDENCYPART_GRANDPAR
(25,34),(34,37),-0.0328889 # DEPENDENCYPART_GRANDPAR
(25,34),(34,39),-0.661471 # DEPENDENCYPART_GRANDPAR
(25,34),(34,40),-0.214567 # DEPENDENCYPART_GRANDPAR
(26,16),(16,8),-0.183987 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.53852 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.220985 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.263523 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.064377 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.111515 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.0757625 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),0.057506 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),0.200621 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),0.185801 # DEPENDENCYPART_GRANDPAR
(26,19),(19,12),-0.531782 # DEPENDENCYPART_GRANDPAR
