# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(21,20),(21,23),0.0159995 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0259417 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0455702 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0550811 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.023651 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.028878 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0623019 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0523607 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0144776 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.121886 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0623019 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0746527 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0083865 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0354121 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.00731047 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0083865 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0475051 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0623019 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0746527 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.00674015 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0106179 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0383667 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0368331 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0376043 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0102524 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.022309 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0368331 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0335168 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.00200101 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.025593 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.00511955 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.00200101 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.00500742 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0368331 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0335168 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.00604047 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0394571 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0197285 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0334728 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0373557 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0388225 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0283675 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0564166 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.00301025 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0273627 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0317845 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.00301025 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0181066 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0283675 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0564163 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0108177 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.00677837 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.041085 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0205528 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.00813727 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00602909 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0216046 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0436222 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0201517 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0265291 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0436222 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0221021 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.00604113 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0216054 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0421172 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0215435 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.127419 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0188185 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0178817 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0127312 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.00886635 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0198841 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0218426 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.00886635 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0244088 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0178817 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0127312 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.020917 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.0242394 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.033689 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0656352 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0806993 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0172164 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0387404 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0106943 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0172164 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0508295 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0656352 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0806993 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00026812 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.00820154 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0407337 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0564166 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.00301025 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0273627 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0317845 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.00301025 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0181066 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0283675 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0564163 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0106502 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.00677837 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.041085 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0416963 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0314395 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0144024 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0416963 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0648634 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0591609 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.182726 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0263414 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0242987 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0164645 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.00905628 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0308793 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0154218 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.054041 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.00148213 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0022267 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0295386 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.00645319 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0678579 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.00888827 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0200804 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.00830346 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0363161 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.031743 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.00337775 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.00987422 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0439157 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00381857 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.016902 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0244356 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00906178 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0183896 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0240645 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0392898 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.054041 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.00148213 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0022267 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0295386 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.00645319 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0678579 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0107125 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.00457972 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.036906 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.029661 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0871932 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0564163 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0106726 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.00692355 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0412301 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0263414 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0242987 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0164468 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0220087 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0176676 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0283059 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0488292 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0103588 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0467529 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.027923 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.00605303 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0238928 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.00291711 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.00357629 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0416194 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.146041 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.240275 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0320039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.209767 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0500524 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.129899 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.240203 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.204047 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.500221 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0203869 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0305239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.161269 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0920236 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0926369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.424938 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.752983 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.186913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0329747 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.245258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.567828 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.708126 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.237776 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.136835 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.376525 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0779216 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.382333 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.312348 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.276406 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.185774 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.336844 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.464366 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.58205 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),-0.202192 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.127847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.68944 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0852266 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.374571 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0330682 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0592315 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.331228 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.450931 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.136834 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.266442 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.412721 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0307171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.400653 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.195846 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.378594 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.369821 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.32455 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.14931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.215927 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.51336 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.00735177 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.070605 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0744962 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.01104 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.381745 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.096145 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.121755 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.060536 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0371479 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.437557 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.167615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0975862 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.0909238 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.215995 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.44291 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.435624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.74169 # DEPENDENCYPART_GRANDPAR
(0,12),(12,25),-0.0424728 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.415952 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0716977 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0636556 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.215101 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.204239 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.410355 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.0646273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0566108 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.215984 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.360543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.149796 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.221053 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.394414 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.326821 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.300362 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.0129622 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.104656 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.709022 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.038137 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.18779 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0424579 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0859891 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.34849 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.00785355 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.35942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.332346 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.100587 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0144708 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.372396 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.237072 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.293589 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.103457 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.60293 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.507238 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.936332 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.116003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.461446 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.0150323 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.386556 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.207124 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0921863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.217102 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.461305 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.456189 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.199743 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.231645 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.835715 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0566108 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.512763 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.360543 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.149796 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0452503 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.475631 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.300362 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0129622 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.28684 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.61554 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.9599 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.46111 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.227157 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.538135 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.0646273 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.573342 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.984127 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.487864 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.0354067 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.100891 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.0307429 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.401633 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.141348 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.245447 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.0830337 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.0169436 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.285742 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.42687 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.0773818 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.451318 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.214616 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.0674394 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.417586 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.764601 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.083152 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.0566319 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.682388 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.29831 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),0.255203 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.93616 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-1.15184 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.560191 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.1437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0547896 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.356859 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-1.2981 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.402113 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.324402 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.377572 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.524869 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.388184 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.425678 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.715376 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.571429 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.09903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.125639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.088506 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-1.28444 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.304155 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.353971 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.393221 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.477289 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.547044 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.614841 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.452845 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.388903 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.439844 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.592162 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.678054 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.788944 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.3946 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-1.30782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.46985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.535711 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.621586 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.312291 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-3.12626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.0783275 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.36765 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.01584 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0914084 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.358157 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-2.30071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.111234 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.733447 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.218408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.235856 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.754239 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.06342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.600184 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.226528 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.111686 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.317368 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-1.31962 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.570682 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.818129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.477939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.126985 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.234122 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.381904 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.833204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.0185665 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.205046 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-2.50091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.419673 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.951777 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.400336 # DEPENDENCYPART_GRANDPAR
