# _root_ Τέλος , κύριε Πρόεδρε , θα αναφερθώ στη συζήτηση σχετικά με τη Συνέλευση και τη διακυβέρνηση .
#goldHeads=7,4,4,7,4,7,0,7,8,9,10,13,14,11,16,14,0,
#predictedHeads=7,4,4,7,7,7,0,7,8,9,10,13,14,11,16,14,0,
(4,5),(5,3),-0.566283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.17093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-1.0133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.453688 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.871985 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.426919 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-1.18233 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.646846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.561524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.605839 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.530784 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.20119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0575018 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0496041 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.222488 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.615918 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.254732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.132328 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.928953 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.157227 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-1.15504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.569626 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.738437 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.330223 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.58106 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.719202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.650745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.14503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0342601 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.290627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.363726 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.393998 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-1.22274 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.218922 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-1.45236 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.673518 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.536295 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.673392 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.551079 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.27312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.0366817 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.719266 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.361531 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.959367 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0337881 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-1.07928 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.144499 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-1.3089 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.642618 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0707064 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0137601 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0202497 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.19698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.621446 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.824163 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.277876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.163497 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.179443 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.20377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.638842 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.670775 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.190698 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.263818 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0367434 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.19343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.634772 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.674189 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.932514 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.811903 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.826781 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.496266 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.792596 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.164734 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.192822 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.134233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.19572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.637065 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.679842 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.934806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.814194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.650233 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.563644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.44519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.460062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.723924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0303811 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.177683 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.375122 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.399541 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.347344 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.500434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.108639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.579186 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.398908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.379181 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.453102 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.605575 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.608471 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.483034 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.497458 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.77842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),-0.133878 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.336387 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.374411 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.47574 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.095863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.555445 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.40289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.6103 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.612153 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.443767 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.458289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.63434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.0607407 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.150852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.459295 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.384249 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.575172 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.126593 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.654876 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.454134 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.605575 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.776233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,9),-0.382794 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.365746 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.280087 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.373981 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.0928116 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.309565 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.551359 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.400842 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.614057 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.46108 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.47541 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.206716 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.282601 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.393726 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.438781 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.686423 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.0854803 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.766384 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.245659 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0750009 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.168387 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.323702 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.11169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,11),-0.11513 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0342677 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0484962 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.167161 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.224798 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.14678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.260945 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0993961 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.09683 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.362806 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.216054 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-2.20752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.210988 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.471387 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.378197 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.169359 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.308517 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.73631 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.10989 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.162814 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.243945 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.263452 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.20746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.21006 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.471322 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.378132 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0342677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0514969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0163319 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0734781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.14678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.260945 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.412176 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.331112 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.09576 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.688976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.242427 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.240303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.390369 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.37055 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.473951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.382927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.292507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.855516 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.203486 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.247286 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.487376 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.146623 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.446327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.258705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.331093 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.310397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.362102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.271176 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.232355 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.45687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.826588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0743144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.30052 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.647746 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.127044 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.606695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.339016 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.51436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.108668 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0766112 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.471153 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.489266 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0203663 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.45826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.296951 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.390241 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.29238 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.288978 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.189626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.486012 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.382663 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.1436 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.230999 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.447876 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.26281 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.471085 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.447885 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.555619 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.464714 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.369843 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.50927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.855149 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0756284 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.111337 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.454181 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.704866 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.606525 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.428228 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.467041 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.367159 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.389156 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.393643 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.38567 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.354968 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.261763 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.307133 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.381 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.289913 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.62173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.672882 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0535123 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.312346 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.668602 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.217789 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.625741 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.655066 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.664805 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.974902 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.982137 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.602837 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.354336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.238645 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.193844 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0908957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.143851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.263327 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.199679 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.611832 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.718664 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0411388 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-1.57481 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.113903 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.277002 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.29221 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.292106 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.423942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.677506 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.618509 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.318683 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0309416 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.343041 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.26559 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.609186 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.532173 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.235919 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.00458472 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.0496224 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.267506 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.468067 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.519138 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.311495 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0685947 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0163721 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.38752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.276029 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.400242 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.464478 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.78284 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.26655 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.422513 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.634464 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.287936 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0679186 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.0154559 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.38752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.276029 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.26559 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.449869 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.609495 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.548858 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.00458472 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0496224 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.30274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.215309 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.742113 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.722393 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.30437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.346189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.651175 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.872398 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.12547 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.0691 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.767139 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.591849 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.566869 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.859192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.333836 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.108492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.105466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.188411 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.306664 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.6063 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.809072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.122736 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-1.13957 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0411292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0745802 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.126436 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.319812 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.69594 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.81295 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.734552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.222258 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.211637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-1.08053 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0350892 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-1.23863 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.326116 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.33556 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.687709 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.905592 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.20239 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.14603 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.800333 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.688724 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.621106 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.723967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.205597 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.14278 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-1.2402 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.16079 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-1.14071 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0950162 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.275696 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-1.08988 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.173335 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.115844 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-1.18935 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.33556 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.863236 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.13124 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.07468 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.579681 # DEPENDENCYPART_GRANDPAR
