# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(18,1),(18,15),-0.0190347 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0201051 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.021084 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0560201 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0118038 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0560201 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0266587 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0057065 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0244871 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0167261 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0341962 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.22873 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0636758 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0621699 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.2358 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0641628 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.2358 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0341962 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.071835 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.113391 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0662875 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.236059 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0300031 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0130944 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0300031 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.00534802 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0907932 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0076821 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0346036 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.00200697 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0178643 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0212836 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00513237 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.00473145 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.00513237 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.015719 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0268473 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0281888 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.00502828 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00540256 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0153581 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0139881 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0153581 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0410228 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0180531 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0355909 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0808086 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0702439 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0680451 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.238936 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0671056 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.238936 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0376797 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0747778 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.116319 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0692184 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.239195 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0295202 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.017689 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0295202 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.00923455 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0953837 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0115686 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0298482 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.138845 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0819101 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0390241 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0819101 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0169702 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0459285 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0700629 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0422668 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0820705 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0280791 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0306095 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0280791 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0234282 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0750182 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.027112 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0574612 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0780766 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0355465 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0780766 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0121019 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0424508 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0668493 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0385063 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0782369 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0216064 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0210133 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0216064 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0183237 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0653583 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0220075 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0622089 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0641618 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.234913 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0326233 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.071834 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.11339 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0662872 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.235171 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0300391 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0128428 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0300391 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.00463249 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0905375 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.00696656 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0345823 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0329229 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0613703 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0207926 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.00703408 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0313259 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0330833 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0157021 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.00718343 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0157021 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0446772 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0071081 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0424469 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0266308 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0326233 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.071834 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.11339 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0662872 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.235171 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0300391 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0128428 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0300391 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00463249 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0905375 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.00696656 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0345823 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0268473 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0281888 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.00502828 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00540256 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0153581 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0139881 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0153581 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0410228 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0180531 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0355909 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0808086 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00503314 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0272098 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0312463 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0136949 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0199934 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0136949 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00246174 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0344065 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.000231445 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0545669 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00839835 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00632914 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00953732 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00101188 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00953732 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0170354 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0555167 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0148616 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.103467 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0063579 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0446428 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0475891 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0446428 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00100193 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.127694 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00332316 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0810566 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0326107 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00791601 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0326107 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00548338 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0856104 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00781745 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0356026 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00702484 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.12573 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0599045 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.016724 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0606836 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0580752 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0908762 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0388164 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0719 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0395955 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0243349 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0599045 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.016724 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0606836 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0580752 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0756907 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.292601 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.113531 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0144658 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0594512 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.113619 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0339868 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0025715 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0588389 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0120888 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0291765 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00493702 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0290961 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0139507 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0267093 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0311715 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0719173 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0127263 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0723762 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0257294 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00552866 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0246429 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0064051 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0238711 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0220991 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00220625 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0109213 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00220625 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00619851 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0223143 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00619851 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0393426 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.109267 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0278397 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.00185583 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0485695 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0521018 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0516429 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0127786 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0672921 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0176892 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0176892 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.00588187 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.185151 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.185151 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0913061 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.542308 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.171844 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.171844 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0200751 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.108595 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0202565 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.108595 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.018296 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.118856 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.018296 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0393426 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.109267 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0278397 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0740006 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0920487 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0371587 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0920487 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0385847 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0519813 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0321516 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.022398 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.00889501 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.022398 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0449959 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.000338674 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0077202 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00892292 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0085813 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0270553 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00931857 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0301439 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0251631 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0554413 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0542152 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0561287 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0270553 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00931857 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0301439 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0319894 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0392245 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0567724 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00743499 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00365006 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.173188 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.0918091 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0918091 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.074349 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0501468 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.031328 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.00834353 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.024238 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0128067 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0296259 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.024238 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0128067 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0296259 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0159249 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0102354 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0326578 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0133757 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0123895 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0583534 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.204985 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.148942 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0320434 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.19158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.265042 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.159848 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.16599 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.22289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0320306 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.22524 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.307115 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0243075 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.239406 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0366544 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.532802 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.264636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.406536 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.160247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.402585 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.528743 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.120533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.243671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.381106 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.353577 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.150908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0832549 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.152245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.089198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.080532 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.107805 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.625796 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.114654 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0962031 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.378841 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.0652685 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.520815 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),-0.0810932 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.483661 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.111099 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.208113 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.403085 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.339044 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.4817 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.398865 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.142016 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0764901 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0703033 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0742918 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.618637 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0892146 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0733318 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.0961961 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.360275 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.0550399 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.503038 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.281976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.00824028 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.16219 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.541541 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.220246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.555996 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.555011 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.162074 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.374071 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.447104 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.272617 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.376934 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.366405 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.450506 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.104655 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.307512 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.537737 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.191522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.535124 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.396669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.00265975 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.408874 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.254828 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.187175 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.395071 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.293712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.331977 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.145433 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0320306 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.268366 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.242798 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.3522 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.194226 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.280488 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.423194 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.332682 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.296996 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.0869654 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.256372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.336062 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.0758308 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.290479 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.287837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.692404 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.294569 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.30648 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.146182 # DEPENDENCYPART_GRANDPAR
