# _root_ Ασφαλώς , η συνόψιση των μέχρι τώρα οδηγιών , η εναρμόνιση και ο εκσυγχρονισμός τους αποτελούν ένα πολύ ουσιαστικό βήμα .
#goldHeads=16,16,4,12,8,8,6,4,12,11,12,16,14,12,14,0,20,19,20,16,0,
#predictedHeads=16,16,4,12,6,4,6,6,12,11,12,16,14,12,14,0,20,19,20,16,0,
(0,20),(20,13),-0.561145 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.120678 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.589553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.837977 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.350396 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0242166 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.221251 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.440262 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.752598 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.733423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.071896 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.288156 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.320709 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.163865 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.208512 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.522627 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.734225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0425019 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.118995 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.228772 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.224929 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.27643 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.221159 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0971851 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.336511 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.102277 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.423744 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.294955 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.304834 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.275723 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.121998 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.226783 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.261747 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.196251 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.117598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.310197 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.12633 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.397623 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.305638 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.670468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.133346 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0433236 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.207075 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.15696 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.261349 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.19159 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.378932 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.140917 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.46616 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.368018 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.341672 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.734225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0425019 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.118653 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.087339 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.152156 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.19453 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.333956 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0971851 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.545384 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.33652 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.103222 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.295032 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.619255 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.733423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.178413 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.0448901 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.209707 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.331527 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.20393 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.438292 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.208512 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.525523 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.522627 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.47229 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.358261 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.698955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.19309 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.104754 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.171341 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.310896 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.139179 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0100334 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.73276 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.261642 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.720208 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.35395 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.422957 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.362204 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.352634 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.359489 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.549479 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.362793 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.691265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.127461 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),0.114923 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.1776 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.294153 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.13389 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.075663 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.251473 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.0977106 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.692127 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.33837 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.372255 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.245196 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.288918 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.466749 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.271388 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.974988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.462361 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.355924 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.421734 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.677067 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.434423 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.395143 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.444583 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.400914 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.554244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0398022 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0861492 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0607458 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0110583 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.135871 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0661365 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.154069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.0228032 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.2142 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.0319447 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0958568 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.240426 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0254361 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.154907 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0173047 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.192552 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0641112 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.21114 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.055169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.271464 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.244133 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.400914 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.554252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0394738 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0480969 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.00143075 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.182491 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0229828 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0661382 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.174186 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.154081 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.021856 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.0320238 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.471842 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.410148 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.605589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.18296 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.000362234 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0816568 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.397672 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.336869 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0721919 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.396997 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.265166 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.312885 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.296983 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.418481 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.302451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),0.0207451 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.191884 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.0454855 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.18908 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.238115 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.425117 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.217983 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0217303 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.155007 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.0209021 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.0530535 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.0724581 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.181144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.412662 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.181936 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.439599 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.4928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),-0.0237919 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.0902312 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.00245236 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.238498 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.047766 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.26252 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.0783653 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.193128 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.322314 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.082376 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.149387 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.197526 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.489384 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.239124 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.295119 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.0287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.32443 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.335033 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.258405 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.50137 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.431438 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.700372 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.407006 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.04377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.306524 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.273474 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.490804 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.419062 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.696561 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.105482 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.505453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.654742 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0728002 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.314641 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.141624 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.100373 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0166926 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.192478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.479244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.793261 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.739474 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.574063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.696907 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.178987 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.319887 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.119673 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.100364 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0686682 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.192271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.30926 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.282977 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.838035 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.785429 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.816017 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.452018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.809768 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.223984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.126435 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0922387 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.932746 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.216805 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0266807 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.30372 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.428882 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.777288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.728907 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.490378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.213384 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.112037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.279069 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.169729 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0080551 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.261638 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.439868 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.460496 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.428704 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.838035 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.785429 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.816017 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.808008 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.223438 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.126078 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.319169 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0356497 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.88804 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.91672 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.310327 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.305191 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.322765 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.430493 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.829806 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.772813 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.454716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),0.163512 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.103623 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.318626 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0120711 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-1.04494 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.106205 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.827037 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0650391 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.499624 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.205361 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.243396 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.215092 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.185232 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.392618 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.807336 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.888712 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.103201 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.122725 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.849302 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.574233 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.305192 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.322765 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.547521 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.431181 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.458978 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.812781 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.67232 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.519549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.233094 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.16209 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.249906 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.0702236 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.171037 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.0851077 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.849025 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.262792 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.272562 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.192616 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.355893 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.110262 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.349567 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.79326 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.739473 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.491935 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.308835 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.451259 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.55244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,19),-0.50917 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.411363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.641117 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.579054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.53615 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.825668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.250937 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.146417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0254567 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.157879 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0938939 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.04772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.107572 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0514503 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.277057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.32313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.413115 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.336977 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.960104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.19168 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.189775 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.366113 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.511048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.527603 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.723417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.609661 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.882848 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.596506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.160184 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.752284 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.696351 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.737802 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.801285 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.486576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.324986 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0224861 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.00460443 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.127151 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.207759 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.14702 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.427584 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.784154 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.729873 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.02128 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.816528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.879454 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.467362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.239247 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0405835 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.462208 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0406779 # DEPENDENCYPART_GRANDPAR
