# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(15,23),(23,5),-1.78816 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.934714 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.607228 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-1.4453 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.618499 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.73421 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-1.73088 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.397536 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-1.383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,17),0.137969 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.323309 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.0926627 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.162634 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.304002 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.414128 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.689584 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.496091 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),0.482776 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.792177 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.43631 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-0.37254 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.461979 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.132876 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-1.52701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,17),0.113282 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.182916 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.00416072 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.125372 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.32869 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.280571 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.0338926 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.472382 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),0.457899 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.404684 # DEPENDENCYPART_GRANDPAR
(15,26),(26,16),0.83553 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),0.0811275 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.0559001 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),0.606039 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.211544 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.683405 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.429391 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.04725 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.546928 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.98453 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.579497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.00207061 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-1.06903 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.558384 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.562462 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.984575 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.580093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.140718 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.141441 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.888876 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.423455 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0565537 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.137357 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.787727 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.626696 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.0880558 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.30234 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.380739 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-1.09561 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.0383154 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0921532 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.211035 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.261434 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.695203 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.282892 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.950233 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.1074 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.248126 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0342565 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.45895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.275985 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.814976 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.952147 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.554625 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.535481 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-1.26276 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.316139 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.51363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,22),-1.0068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.683286 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.859013 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.25197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.67993 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.650955 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.736219 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.0718 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.82692 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.14204 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.53963 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.672886 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.29157 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.754062 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.613442 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.911343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.510657 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.033882 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.258158 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0681055 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0659079 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.39006 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.577912 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.953525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.225424 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.468974 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.393274 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.151649 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.704899 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.802023 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.628978 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.924361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.26673 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.457185 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.288509 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.12962 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.145424 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.716268 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.807913 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.029021 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.152215 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.0895377 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.313834 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.252231 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.178374 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.179383 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.0149871 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),0.127148 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.0119763 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.197252 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.855586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,23),-0.312576 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),-0.39743 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.224239 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.517013 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.159841 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.0709797 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.0890852 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.0980449 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.151629 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.0282338 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.424903 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.184098 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.00362135 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.145049 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.136199 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0460129 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),0.0491892 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),0.108631 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.043002 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.174294 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.376359 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.846486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,23),-0.293638 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.288327 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.40168 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.268386 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.0882483 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.164807 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.212005 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.0640456 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.0278353 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.0424683 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.0670564 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.187765 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.155109 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.161558 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.039605 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.0263661 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.516043 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.115862 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.24357 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0159106 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.510057 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.0796454 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.101712 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.283836 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.175491 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.205986 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.374058 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.346632 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.142678 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),0.516215 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.218504 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.645188 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.194303 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.104168 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0104442 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.175012 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.200574 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.413715 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.355574 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.12987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.0426797 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.159111 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),0.0144572 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0146343 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.136711 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.227195 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.0821078 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.557421 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0426325 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.257152 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.0319806 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.186635 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.189795 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.405657 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.845611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),0.011974 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.233805 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.292762 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-0.376922 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.224162 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0462666 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0021344 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.130147 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),0.0415417 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.154504 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.0133805 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.0149109 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.136982 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.222588 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.0902525 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.55715 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0380256 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0344072 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0872417 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.272514 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.189294 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.40235 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.845627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),0.0119581 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.233821 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.292778 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.29359 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.376938 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.375581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.355695 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.286161 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.645188 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0298394 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.352261 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.199567 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.900012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.306726 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.10152 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.374597 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.128587 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.37544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.913543 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.130862 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.13466 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.00769499 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.289283 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.405166 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.216999 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.34729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.949217 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.499671 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.163133 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.0308774 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.0107969 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0205568 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-0.656589 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.474118 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-0.598241 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-0.496618 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-0.556728 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.745883 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.661816 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.376926 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.479866 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.539856 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.373915 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.467085 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.339715 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.152696 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.442441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.702775 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.332683 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0267147 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0140564 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0700807 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.149785 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.67648 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.451416 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.734101 # DEPENDENCYPART_GRANDPAR
(19,24),(24,11),-0.403374 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.236971 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.361252 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.291382 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.0762049 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.347349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.918139 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.491562 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.254463 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.18419 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0615179 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.00896583 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.10011 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.202579 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.177337 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.00769458 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-0.289216 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.946086 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.491979 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.257756 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.197918 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.238257 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.00674032 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.649225 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.78097 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.75184 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.56477 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.094789 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.210482 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.24173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.507903 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.144973 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.365393 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.482341 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.764809 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.163757 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.429719 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.233698 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.325894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.444943 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-1.24062 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.327538 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.758031 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.728691 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.452948 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.284433 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.380164 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.24102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.509812 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.355299 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.322356 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-1.03841 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.923872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.17497 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.986638 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.872217 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.631098 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.758195 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.685202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.0428818 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.15779 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.61755 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.489886 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-0.571716 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.767269 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.843187 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.950909 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.644062 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-1.16116 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.942053 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.7904 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.62446 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.722142 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.754896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0435998 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.092693 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.51627 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.342442 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.306785 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.17492 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.75815 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.684157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.0632613 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.162869 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.328213 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.481523 # DEPENDENCYPART_GRANDPAR
